,2019,2020,2021,2022,Q1 2022,Q2 2022,Q3 2022,Q4 2022,Report
Other Non-Cash Items,,,,,1152.0,2459.0,4065.0,5601.0,Cash Flow
Non-Cash Items,,,,,1152.0,2459.0,4065.0,5613.0,Cash Flow
"Cash Taxes Pd, Supplemental",,,,,-45.0,88.0,-144.0,206.0,Cash Flow
Accounts Receivable,,,,,413.0,94.0,28.0,42.0,Cash Flow
Inventories,,,,,-87.0,-147.0,-151.0,-387.0,Cash Flow
Prepaid Expenses,,,,,8303.0,7679.0,7849.0,11496.0,Cash Flow
Other Assets,,,,,-69.0,-81.0,-124.0,-326.0,Cash Flow
Accounts Payable,,,,,261.0,198.0,1445.0,-158.0,Cash Flow
Accrued Expenses,,,,,619.0,65.0,2494.0,2565.0,Cash Flow
Changes in Working Capital,,,,,9440.0,7808.0,11541.0,13232.0,Cash Flow
Total Cash from Operations,,,,,10576.0,9722.0,16999.0,23694.0,Cash Flow
Purchase of Fixed Assets,,,,,-6036.0,-12298.0,-19457.0,-26766.0,Cash Flow
Purchase/Acq of Intangibles,,,,,-84.0,-559.0,-825.0,-896.0,Cash Flow
Capital Expenditures,,,,,-6120.0,-12857.0,-20282.0,-27662.0,Cash Flow
"OtherInvestCashFlowItms,Tot",,,,,-225.0,-315.0,-435.0,-510.0,Cash Flow
Total Cash from Investing,,,,,-6345.0,-13172.0,-20717.0,-28172.0,Cash Flow
Financing Cash Flow Items,,,,,,-154.0,-154.0,-154.0,Cash Flow
"Common Stock, Net",,,,,,,,0.0,Cash Flow
Options Exercised,,,,,19.0,48.0,176.0,959.0,Cash Flow
"Iss (Retirmnt) of Stock,Net",,,,,19.0,48.0,176.0,959.0,Cash Flow
"Short Term Debt, Net",,,,,,,,0.0,Cash Flow
Long Term Debt Issued,,,,,0.0,0.0,0.0,0.0,Cash Flow
Long Term Debt Reduction,,,,,-259.0,-524.0,-766.0,-975.0,Cash Flow
"Long Term Debt, Net",,,,,-259.0,-524.0,-766.0,-975.0,Cash Flow
"Iss (Retirmnt) of Debt, Net",,,,,-259.0,-524.0,-766.0,-975.0,Cash Flow
Total Cash From Financing,,,,,-240.0,-630.0,-744.0,-170.0,Cash Flow
Net Change in Cash,,,,,3991.0,-4080.0,-4462.0,-4648.0,Cash Flow
NetCash-BeginBal/RsvdforFutUse,,,,,40430.0,40430.0,40430.0,40430.0,Cash Flow
NetCash-EndBal/RsrvforFutUse,,,,,44421.0,36350.0,35968.0,35782.0,Cash Flow
"Depreciation, Supplemental",,,,,1259.0,2609.0,4070.0,5613.0,Cash Flow
Free Cash Flow,,,,,4456.0,-3135.0,-3283.0,-3968.0,
FCF Growth,,,,,,-1.7035457809694794,0.0472089314194577,0.20865062442887594,
