,2020,2021,2022,Q4 2021,Q1 2022,Q2 2022,Q3 2022,Report
Total Equity,,,,260700.0,237179.0,230971.0,205292.0,Balance Sheet
Total Liabilities & Shareholders’ Equity,,,,307702.0,283909.0,290550.0,266274.0,Balance Sheet
Ttl Comm. Shares Outs.,,,,172200.0,173603.0,181425.0,184190.0,Balance Sheet
Trsy. Shrs-Comm. Primary Iss.,,,,0.0,0.0,0.0,0.0,Balance Sheet
Date,,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Income Statement
Total Revenue,,,,11852.0,8558.0,10329.0,11204.0,Income Statement
"Cost of Revenue, Total",,,,8280.0,5967.0,7547.0,7488.0,Income Statement
Selling/Gen/Admin Expense,,,,19572.0,16101.0,15911.0,17982.0,Income Statement
Labor & Related Expense,,,,3691.0,4772.0,4167.0,4567.0,Income Statement
"Sell/Gen/AdminExpenses,Tot",,,,23263.0,20873.0,20078.0,22549.0,Income Statement
Research & Development,,,,15003.0,15906.0,15893.0,17212.0,Income Statement
Total Operating Expense,,,,46546.0,42746.0,43518.0,47249.0,Income Statement
Total Operating Income,,,,-34694.0,-34188.0,-33189.0,-36045.0,Income Statement
"Inter Expse,Net Non-Operat",,,,0.0,0.0,-444.0,-699.0,Income Statement
"Inter/Invest Inc, Non-Oper",,,,166.0,154.0,344.0,733.0,Income Statement
OtherNon-OperatInc (Expnse),,,,3390.0,1684.0,5326.0,61.0,Income Statement
"Other, Net",,,,3390.0,1684.0,5326.0,61.0,Income Statement
Income Before Tax,,,,-31138.0,-32350.0,-27963.0,-35950.0,Income Statement
Income Tax - Total,,,,-2794.0,47.0,37.0,37.0,Income Statement
Income After Tax,,,,-28344.0,-32397.0,-28000.0,-35987.0,Income Statement
Net Inc Before Extra Items,,,,-28344.0,-32397.0,-28000.0,-35987.0,Income Statement
Total Net Income,,,,-28344.0,-32397.0,-28000.0,-35987.0,Income Statement
Income Available to Common Excl. Extra. Items,,,,-28344.0,-32397.0,-28000.0,-35987.0,Income Statement
Income Available to Common Incl. Extra. Items,,,,-28344.0,-32397.0,-28000.0,-35987.0,Income Statement
Basic/Primary Weighted Average Shares,,,,166144.0,170906.0,175057.0,181361.0,Income Statement
Basic/Primary EPS Excl. Extra. Items,,,,-0.17,-0.19,-0.16,-0.2,Income Statement
Basic/Primary EPS Incl. Extra. Items,,,,-0.17,-0.19,-0.16,-0.2,Income Statement
Diluted Weighted Average Shares,,,,166144.0,170906.0,175057.0,181361.0,Income Statement
Diluted EPS Excl. Extra. Items,,,,-0.17,-0.19,-0.16,-0.2,Income Statement
Diluted EPS Incl. Extra. Items,,,,-0.17,-0.19,-0.16,-0.2,Income Statement
Div/Share-ComStockPrimIssue,,,,,0.0,0.0,0.0,Income Statement
Pro Forma Net Income,,,,,,,,Income Statement
"Interest Expense, Suppl",,,,0.0,0.0,444.0,699.0,Income Statement
"Depreciat/Amort, Suppl",,,,2049.0,1300.0,1200.0,1200.0,Income Statement
Normalzd Income Before Tax,,,,-31138.0,-32350.0,-27963.0,-35950.0,Income Statement
IncTxsExcl ImpctofSpec Itms,,,,-2794.0,47.0,37.0,37.0,Income Statement
Normalized Income After Tax,,,,-28344.0,-32397.0,-28000.0,-35987.0,Income Statement
Normalzd Inc Avail to Common,,,,-28344.0,-32397.0,-28000.0,-35987.0,Income Statement
Basic Normalized EPS,,,,-0.17,-0.19,-0.16,-0.2,Income Statement
Diluted Normalized EPS,,,,-0.17,-0.19,-0.16,-0.2,Income Statement
Date,,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Cash Flow
Net Income,,,,-93981.0,-32397.0,-60397.0,-96384.0,Cash Flow
Depreciation/Depletion,,,,5477.0,2385.0,4739.0,7070.0,Cash Flow
Deferred Taxes,,,,-2477.0,,,,Cash Flow
Unusual Items,,,,-2947.0,-1845.0,-7234.0,-7450.0,Cash Flow
Other Non-Cash Items,,,,29016.0,9597.0,19118.0,28696.0,Cash Flow
Non-Cash Items,,,,26069.0,7752.0,11884.0,21246.0,Cash Flow
"Cash Interest Pd, Suppl",,,,635.0,0.0,184.0,750.0,Cash Flow
Accounts Receivable,,,,-8007.0,842.0,1341.0,-69.0,Cash Flow
Inventories,,,,-3440.0,-4373.0,-10180.0,-14249.0,Cash Flow
Prepaid Expenses,,,,350.0,2480.0,-1957.0,-1540.0,Cash Flow
Accounts Payable,,,,-2442.0,4807.0,1094.0,3225.0,Cash Flow
Accrued Expenses,,,,7390.0,-3323.0,-1917.0,-2589.0,Cash Flow
Changes in Working Capital,,,,-6149.0,433.0,-11619.0,-15222.0,Cash Flow
Total Cash from Operations,,,,-71061.0,-21827.0,-55393.0,-83290.0,Cash Flow
Capital Expenditures,,,,-4283.0,-416.0,-1277.0,-2353.0,Cash Flow
Acquisition of Business,,,,-10946.0,,,,Cash Flow
Sale of Fixed Assets,,,,,275.0,275.0,275.0,Cash Flow
"OtherInvestCashFlowItms,Tot",,,,-10946.0,275.0,275.0,275.0,Cash Flow
Total Cash from Investing,,,,-15229.0,-141.0,-1002.0,-2078.0,Cash Flow
Financing Cash Flow Items,,,,264822.0,-59.0,-255.0,-337.0,Cash Flow
Sale/Issuance of Common,,,,,,14568.0,16322.0,Cash Flow
Repurch/Retirement Common,,,,-45.0,-31.0,-43.0,-46.0,Cash Flow
"Common Stock, Net",,,,-45.0,-31.0,14525.0,16276.0,Cash Flow
Options Exercised,,,,526.0,209.0,252.0,398.0,Cash Flow
Warrants Converted,,,,1.0,,,,Cash Flow
"Iss (Retirmnt) of Stock,Net",,,,482.0,178.0,14777.0,16674.0,Cash Flow
Short Term Debt Issued,,,,5000.0,0.0,0.0,0.0,Cash Flow
Short Term Debt Reduction,,,,-12000.0,0.0,0.0,0.0,Cash Flow
"Short Term Debt, Net",,,,-7000.0,0.0,0.0,0.0,Cash Flow
"Long Term Debt, Net",,,,,,19077.0,19077.0,Cash Flow
"Iss (Retirmnt) of Debt, Net",,,,-7000.0,0.0,19077.0,19077.0,Cash Flow
Total Cash From Financing,,,,258304.0,119.0,33599.0,35414.0,Cash Flow
Foreign Exchange Effects,,,,,-12.0,-88.0,-175.0,Cash Flow
Net Change in Cash,,,,172014.0,-21861.0,-22884.0,-50129.0,Cash Flow
NetCash-BeginBal/RsvdforFutUse,,,,12642.0,184656.0,184656.0,184656.0,Cash Flow
NetCash-EndBal/RsrvforFutUse,,,,184656.0,162795.0,161772.0,134527.0,Cash Flow
"Depreciation, Supplemental",,,,5477.0,2385.0,4739.0,7070.0,Cash Flow
Free Cash Flow,,,,-75344.0,-22243.0,-56670.0,-85643.0,
FCF Growth,,,,,-0.7047807390104056,1.5477678370723376,0.5112581612846303,
