,2021,2022,Q4 2021,Q1 2022,Q2 2022,Q3 2022,Report
Total Liabilities,,,12476.0,11740.0,17530.0,17646.0,Balance Sheet
Redeemable Preferred Stock,,,0.0,,,,Balance Sheet
Common Stock,,,0.0,1.0,1.0,1.0,Balance Sheet
Additional Paid-In Capital,,,11169.0,11400.0,11581.0,11694.0,Balance Sheet
Ret. Earn.(Accum. Deficit),,,-3877.0,-4269.0,-4564.0,-4739.0,Balance Sheet
Cum. Trans. Adjustment,,,0.0,,0.0,,Balance Sheet
Other Comprehensive Income,,,,0.0,,-1.0,Balance Sheet
"Other Equity, Total",,,0.0,0.0,0.0,-1.0,Balance Sheet
Total Equity,,,7293.0,7132.0,7018.0,6955.0,Balance Sheet
Total Liabilities & Shareholders’ Equity,,,19769.0,18872.0,24548.0,24601.0,Balance Sheet
Shr Outs.-Com. Primary Iss.,,,736.0,736.0,750.0,757.0,Balance Sheet
Shr Outs.-Com. Stk. Iss. 2,,,128.0,128.0,128.0,128.0,Balance Sheet
Ttl Comm. Shares Outs.,,,864.0,864.0,878.0,885.0,Balance Sheet
Trsy. Shrs-Comm. Primary Iss.,,,0.0,0.0,0.0,0.0,Balance Sheet
Trsy. Shrs-Comm. Iss. 2,,,0.0,0.0,0.0,0.0,Balance Sheet
Date,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Income Statement
Total Revenue,,,362713.0,299000.0,318000.0,361000.0,Income Statement
"Cost of Revenue, Total",,,29496.0,31000.0,30000.0,33000.0,Income Statement
Selling/Gen/Admin Expense,,,261071.0,256000.0,232000.0,234000.0,Income Statement
Labor & Related Expense,,,212161.0,137000.0,104000.0,83000.0,Income Statement
"Sell/Gen/AdminExpenses,Tot",,,473232.0,393000.0,336000.0,317000.0,Income Statement
Research & Development,,,280420.0,266000.0,244000.0,185000.0,Income Statement
Total Operating Expense,,,783148.0,690000.0,610000.0,535000.0,Income Statement
Total Operating Income,,,-420435.0,-391000.0,-292000.0,-174000.0,Income Statement
"Other, Net",,,126.0,0.0,-2000.0,0.0,Income Statement
Income Before Tax,,,-420309.0,-391000.0,-294000.0,-174000.0,Income Statement
Income Tax - Total,,,2958.0,1000.0,1000.0,1000.0,Income Statement
Income After Tax,,,-423267.0,-392000.0,-295000.0,-175000.0,Income Statement
Net Inc Before Extra Items,,,-423267.0,-392000.0,-295000.0,-175000.0,Income Statement
Total Net Income,,,-423267.0,-392000.0,-295000.0,-175000.0,Income Statement
Income Available to Common Excl. Extra. Items,,,-423267.0,-392000.0,-295000.0,-175000.0,Income Statement
Income Available to Common Incl. Extra. Items,,,-423267.0,-392000.0,-295000.0,-175000.0,Income Statement
Basic/Primary Weighted Average Shares,,,842404.0,867769.0,874873.0,882357.0,Income Statement
Basic/Primary EPS Excl. Extra. Items,,,-0.5,-0.45,-0.34,-0.2,Income Statement
Basic/Primary EPS Incl. Extra. Items,,,-0.5,-0.45,-0.34,-0.2,Income Statement
Diluted Weighted Average Shares,,,842404.0,867769.0,874873.0,882357.0,Income Statement
Diluted EPS Excl. Extra. Items,,,-0.5,-0.45,-0.34,-0.2,Income Statement
Diluted EPS Incl. Extra. Items,,,-0.5,-0.45,-0.34,-0.2,Income Statement
Div/Share-ComStockPrimIssue,,,,0.0,0.0,0.0,Income Statement
Gross Divid - Common Stock,,,0.0,0.0,0.0,0.0,Income Statement
Pro Forma Net Income,,,,,,,Income Statement
"Interest Expense, Suppl",,,5899.0,6000.0,6000.0,6000.0,Income Statement
"Depreciat/Amort, Suppl",,,9761.0,12000.0,17000.0,15000.0,Income Statement
Total Special Items,,,0.0,10000.0,27000.0,90000.0,Income Statement
Normalzd Income Before Tax,,,-420309.0,-381000.0,-267000.0,-84000.0,Income Statement
Efct/SpecItemsIncTxs (STEC),,,0.0,3500.0,9450.0,31500.0,Income Statement
IncTxsExcl ImpctofSpec Itms,,,2958.0,4500.0,10450.0,32500.0,Income Statement
Normalized Income After Tax,,,-423267.0,-385500.0,-277450.0,-116500.0,Income Statement
Normalzd Inc Avail to Common,,,-423267.0,-385500.0,-277450.0,-116500.0,Income Statement
Basic Normalized EPS,,,-0.5,-0.44,-0.32,-0.13,Income Statement
Diluted Normalized EPS,,,-0.5,-0.44,-0.32,-0.13,Income Statement
Date,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Cash Flow
Net Income,,,-3686.0,-392.0,-687.0,-862.0,Cash Flow
Depreciation/Depletion,,,25.0,12.0,29.0,44.0,Cash Flow
Unusual Items,,,2046.0,0.0,,47.0,Cash Flow
Other Non-Cash Items,,,1649.0,228.0,403.0,530.0,Cash Flow
Non-Cash Items,,,3694.0,228.0,403.0,577.0,Cash Flow
"Cash Taxes Pd, Supplemental",,,6.0,1.0,3.0,4.0,Cash Flow
"Cash Interest Pd, Suppl",,,12.0,3.0,6.0,6.0,Cash Flow
Accounts Receivable,,,-3326.0,1381.0,2472.0,2578.0,Cash Flow
Prepaid Expenses,,,,26.0,11.0,29.0,Cash Flow
Other Assets,,,-156.0,10.0,-56.0,132.0,Cash Flow
Accounts Payable,,,578.0,673.0,-680.0,-1080.0,Cash Flow
Accrued Expenses,,,,32.0,3.0,-2.0,Cash Flow
Payable/Accrued,,,134.0,-2.0,-7.0,-45.0,Cash Flow
Changes in Working Capital,,,-918.0,589.0,-571.0,-792.0,Cash Flow
Total Cash from Operations,,,-885.0,437.0,-826.0,-1033.0,Cash Flow
Purchase of Fixed Assets,,,-63.0,-13.0,-19.0,-25.0,Cash Flow
Purchase/Acq of Intangibles,,,-20.0,-8.0,-14.0,-22.0,Cash Flow
Capital Expenditures,,,-84.0,-21.0,-33.0,-47.0,Cash Flow
Acquisition of Business,,,-125.0,,,0.0,Cash Flow
Sale/Maturity of Investment,,,,1.0,5.0,19.0,Cash Flow
Purchase of Investments,,,-27.0,-14.0,-27.0,-27.0,Cash Flow
Other Investing Cash Flow,,,-2.0,,-5.0,-16.0,Cash Flow
"OtherInvestCashFlowItms,Tot",,,-154.0,-13.0,-27.0,-24.0,Cash Flow
Total Cash from Investing,,,-238.0,-34.0,-60.0,-71.0,Cash Flow
Financing Cash Flow Items,,,-422.0,-3.0,-17.0,-19.0,Cash Flow
"Common Stock, Net",,,2060.0,,13.0,13.0,Cash Flow
"Preferred Stock, Net",,,0.0,,,,Cash Flow
Options Exercised,,,14.0,3.0,5.0,6.0,Cash Flow
"Iss (Retirmnt) of Stock,Net",,,2074.0,3.0,18.0,19.0,Cash Flow
Long Term Debt Issued,,,5520.0,11.0,11.0,21.0,Cash Flow
Long Term Debt Reduction,,,-1968.0,-11.0,-11.0,-21.0,Cash Flow
"Iss (Retirmnt) of Debt, Net",,,3552.0,0.0,0.0,0.0,Cash Flow
Total Cash From Financing,,,5203.0,0.0,1.0,0.0,Cash Flow
Foreign Exchange Effects,,,0.0,,,-2.0,Cash Flow
Net Change in Cash,,,4081.0,403.0,-885.0,-1106.0,Cash Flow
NetCash-BeginBal/RsvdforFutUse,,,6190.0,10270.0,10270.0,10270.0,Cash Flow
NetCash-EndBal/RsrvforFutUse,,,10270.0,10673.0,9385.0,9164.0,Cash Flow
"Depreciation, Supplemental",,,25.0,12.0,29.0,44.0,Cash Flow
Free Cash Flow,,,-969.0,416.0,-859.0,-1080.0,
FCF Growth,,,,-1.4293085655314757,-3.0649038461538463,0.25727590221187424,
