,2019,2020,2021,2022,Q4 2021,Q1 2022,Q2 2022,Q3 2022,Report
Ttl Comm. Shares Outs.,,,,,30511.0,38150.0,38372.0,41144.0,Balance Sheet
Trsy. Shrs-Comm. Primary Iss.,,,,,1145.0,922.0,700.0,477.0,Balance Sheet
Date,,,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Income Statement
Total Revenue,,,,,0.0,0.0,0.0,0.0,Income Statement
Selling/Gen/Admin Expense,,,,,16078.0,15610.0,21982.0,19111.0,Income Statement
Labor & Related Expense,,,,,3410.0,4636.0,4566.0,4398.0,Income Statement
"Sell/Gen/AdminExpenses,Tot",,,,,19488.0,20246.0,26548.0,23509.0,Income Statement
Research & Development,,,,,13552.0,17660.0,18815.0,19020.0,Income Statement
Unusual Expense (Income),,,,,0.0,,,,Income Statement
Total Operating Expense,,,,,33040.0,37906.0,45363.0,42529.0,Income Statement
Total Operating Income,,,,,-33040.0,-37906.0,-45363.0,-42529.0,Income Statement
"Inter Expse,Net Non-Operat",,,,,-2775.0,-2759.0,-5667.0,-9277.0,Income Statement
"Inter/Invest Inc, Non-Oper",,,,,6.0,7.0,112.0,726.0,Income Statement
OtherNon-OperatInc (Expnse),,,,,-17.0,-7.0,-2.0,-11.0,Income Statement
"Other, Net",,,,,-17.0,-7.0,-2.0,-11.0,Income Statement
Income Before Tax,,,,,-35826.0,-40665.0,-50920.0,-51091.0,Income Statement
Income After Tax,,,,,-35826.0,-40665.0,-50920.0,-51091.0,Income Statement
Net Inc Before Extra Items,,,,,-35826.0,-40665.0,-50920.0,-51091.0,Income Statement
Total Net Income,,,,,-35826.0,-40665.0,-50920.0,-51091.0,Income Statement
Income Available to Common Excl. Extra. Items,,,,,-35826.0,-40665.0,-50920.0,-51091.0,Income Statement
Income Available to Common Incl. Extra. Items,,,,,-35826.0,-40665.0,-50920.0,-51091.0,Income Statement
Basic/Primary Weighted Average Shares,,,,,31903.0,38037.0,38272.0,38820.0,Income Statement
Basic/Primary EPS Excl. Extra. Items,,,,,-1.12,-1.07,-1.33,-1.32,Income Statement
Basic/Primary EPS Incl. Extra. Items,,,,,-1.12,-1.07,-1.33,-1.32,Income Statement
Diluted Weighted Average Shares,,,,,31903.0,38037.0,38272.0,38820.0,Income Statement
Diluted EPS Excl. Extra. Items,,,,,-1.12,-1.07,-1.33,-1.32,Income Statement
Diluted EPS Incl. Extra. Items,,,,,-1.12,-1.07,-1.33,-1.32,Income Statement
Div/Share-ComStockPrimIssue,,,,,,0.0,0.0,0.0,Income Statement
Gross Divid - Common Stock,,,,,0.0,0.0,0.0,0.0,Income Statement
Pro Forma Net Income,,,,,,,,,Income Statement
"Interest Expense, Suppl",,,,,2775.0,2759.0,5667.0,9277.0,Income Statement
"Depreciat/Amort, Suppl",,,,,135.0,128.0,149.0,175.0,Income Statement
Total Special Items,,,,,0.0,,,,Income Statement
Normalzd Income Before Tax,,,,,-35826.0,-40665.0,-50920.0,-51091.0,Income Statement
Efct/SpecItemsIncTxs (STEC),,,,,0.0,,,,Income Statement
IncTxsExcl ImpctofSpec Itms,,,,,0.0,,,,Income Statement
Normalized Income After Tax,,,,,-35826.0,-40665.0,-50920.0,-51091.0,Income Statement
Normalzd Inc Avail to Common,,,,,-35826.0,-40665.0,-50920.0,-51091.0,Income Statement
Basic Normalized EPS,,,,,-1.12,-1.07,-1.33,-1.32,Income Statement
Diluted Normalized EPS,,,,,-1.12,-1.07,-1.33,-1.32,Income Statement
Date,,,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Cash Flow
Net Income,,,,,-143883.0,-40665.0,-91585.0,-142676.0,Cash Flow
Depreciation/Depletion,,,,,521.0,128.0,277.0,452.0,Cash Flow
Unusual Items,,,,,0.0,,,,Cash Flow
Other Non-Cash Items,,,,,22220.0,7732.0,15296.0,22811.0,Cash Flow
Non-Cash Items,,,,,22220.0,7732.0,15296.0,22811.0,Cash Flow
"Cash Interest Pd, Suppl",,,,,4069.0,1388.0,2919.0,4938.0,Cash Flow
Prepaid Expenses,,,,,605.0,-4384.0,1402.0,2292.0,Cash Flow
Other Assets,,,,,43.0,-464.0,-464.0,-464.0,Cash Flow
Accrued Expenses,,,,,-18332.0,-1376.0,-1266.0,-1360.0,Cash Flow
Payable/Accrued,,,,,-9791.0,-6073.0,2865.0,4762.0,Cash Flow
Changes in Working Capital,,,,,-27475.0,-12297.0,5194.0,13579.0,Cash Flow
Total Cash from Operations,,,,,-148617.0,-45102.0,-70818.0,-105834.0,Cash Flow
Total Cash from Investing,,,,,-328.0,-67.0,-495.0,-629.0,Cash Flow
"Common Stock, Net",,,,,0.0,,,24596.0,Cash Flow
Options Exercised,,,,,1944.0,,0.0,0.0,Cash Flow
"Iss (Retirmnt) of Stock,Net",,,,,1944.0,,0.0,24596.0,Cash Flow
Long Term Debt Issued,,,,,96889.0,,95446.0,95446.0,Cash Flow
Long Term Debt Reduction,,,,,-54125.0,,,0.0,Cash Flow
"Iss (Retirmnt) of Debt, Net",,,,,42764.0,,95446.0,95446.0,Cash Flow
Total Cash From Financing,,,,,44708.0,,95446.0,120042.0,Cash Flow
Net Change in Cash,,,,,-104237.0,-45169.0,24133.0,13579.0,Cash Flow
NetCash-BeginBal/RsvdforFutUse,,,,,287496.0,183259.0,183259.0,183259.0,Cash Flow
NetCash-EndBal/RsrvforFutUse,,,,,183259.0,138090.0,207392.0,196838.0,Cash Flow
"Depreciation, Supplemental",,,,,521.0,128.0,277.0,452.0,Cash Flow
Free Cash Flow,,,,,,,,,
FCF Growth,,,,,,,,,
