,2019,2020,2021,2022,Q4 2021,Q1 2022,Q2 2022,Q3 2022,Report
Total Cash from Investing,,,,,-136713.0,-35522.0,-65378.0,-99227.0,Cash Flow
Financing Cash Flow Items,,,,,0.0,,,,Cash Flow
Total Cash Dividends Paid,,,,,-186.0,-7.0,-33.0,-33.0,Cash Flow
Sale/Issuance of Common,,,,,0.0,,,,Cash Flow
Repurch/Retirement Common,,,,,0.0,-3451.0,-3451.0,-3451.0,Cash Flow
"Common Stock, Net",,,,,0.0,-3451.0,-3451.0,-3451.0,Cash Flow
Options Exercised,,,,,7226.0,887.0,3956.0,5998.0,Cash Flow
"Iss (Retirmnt) of Stock,Net",,,,,7226.0,-2564.0,505.0,2547.0,Cash Flow
Short Term Debt Issued,,,,,0.0,,,,Cash Flow
Short Term Debt Reduction,,,,,0.0,,,,Cash Flow
"Short Term Debt, Net",,,,,0.0,,,,Cash Flow
"Long Term Debt, Net",,,,,-1155.0,-325.0,-75646.0,-75955.0,Cash Flow
"Iss (Retirmnt) of Debt, Net",,,,,-1155.0,-325.0,-75646.0,-75955.0,Cash Flow
Total Cash From Financing,,,,,5885.0,-2896.0,-75174.0,-73441.0,Cash Flow
Net Change in Cash,,,,,34759.0,-2089.0,-55825.0,-32808.0,Cash Flow
NetCash-BeginBal/RsvdforFutUse,,,,,105326.0,140085.0,140085.0,140085.0,Cash Flow
NetCash-EndBal/RsrvforFutUse,,,,,140085.0,137996.0,84260.0,107277.0,Cash Flow
"Depreciation, Supplemental",,,,,63442.0,17120.0,34813.0,53067.0,Cash Flow
Free Cash Flow,,,,,42203.0,4220.0,26409.0,54501.0,
FCF Growth,,,,,,-0.9000071084993958,5.258056872037915,1.0637282744518912,
