,2019,2020,2021,2022,Q4 2021,Q1 2022,Q2 2022,Q3 2022,Report
"Other Liabilities, Total",,,,,3218.0,5706.0,4966.0,4212.0,Balance Sheet
Total Liabilities,,,,,222194.0,264520.0,262305.0,267187.0,Balance Sheet
Common Stock,,,,,8.0,8.0,8.0,10.0,Balance Sheet
Additional Paid-In Capital,,,,,932944.0,891121.0,901141.0,1033385.0,Balance Sheet
Ret. Earn.(Accum. Deficit),,,,,-811534.0,-860630.0,-917096.0,-976459.0,Balance Sheet
"Other Equity, Total",,,,,45.0,-340.0,-514.0,-585.0,Balance Sheet
Total Equity,,,,,121463.0,30159.0,-16461.0,56351.0,Balance Sheet
Total Liabilities & Shareholders’ Equity,,,,,343657.0,294679.0,245844.0,323538.0,Balance Sheet
Ttl Comm. Shares Outs.,,,,,75753.0,76471.0,77123.0,93914.0,Balance Sheet
Trsy. Shrs-Comm. Primary Iss.,,,,,718.0,0.0,0.0,221.0,Balance Sheet
Date,,,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Income Statement
Total Revenue,,,,,0.0,0.0,0.0,0.0,Income Statement
Selling/Gen/Admin Expense,,,,,7563.0,7636.0,6865.0,6970.0,Income Statement
Labor & Related Expense,,,,,3151.0,4365.0,4412.0,4527.0,Income Statement
"Sell/Gen/AdminExpenses,Tot",,,,,10714.0,12001.0,11277.0,11497.0,Income Statement
Research & Development,,,,,40932.0,42322.0,42580.0,44509.0,Income Statement
Unusual Expense (Income),,,,,15.0,20.0,15.0,15.0,Income Statement
Total Operating Expense,,,,,51661.0,54343.0,53872.0,56021.0,Income Statement
Total Operating Income,,,,,-51661.0,-54343.0,-53872.0,-56021.0,Income Statement
"Inter Expse,Net Non-Operat",,,,,-4937.0,-3467.0,-3481.0,-3475.0,Income Statement
"Inter/Invest Inc, Non-Oper",,,,,236.0,224.0,300.0,465.0,Income Statement
OtherNon-OperatInc (Expnse),,,,,78.0,-199.0,587.0,-332.0,Income Statement
"Other, Net",,,,,78.0,-199.0,587.0,-332.0,Income Statement
Income Before Tax,,,,,-56284.0,-57785.0,-56466.0,-59363.0,Income Statement
Income After Tax,,,,,-56284.0,-57785.0,-56466.0,-59363.0,Income Statement
Net Inc Before Extra Items,,,,,-56284.0,-57785.0,-56466.0,-59363.0,Income Statement
Total Net Income,,,,,-56284.0,-57785.0,-56466.0,-59363.0,Income Statement
Income Available to Common Excl. Extra. Items,,,,,-56284.0,-57785.0,-56466.0,-59363.0,Income Statement
Income Available to Common Incl. Extra. Items,,,,,-56284.0,-57785.0,-56466.0,-59363.0,Income Statement
Basic/Primary Weighted Average Shares,,,,,75596.0,75895.0,76668.0,91181.0,Income Statement
Basic/Primary EPS Excl. Extra. Items,,,,,-0.74,-0.76,-0.74,-0.65,Income Statement
Basic/Primary EPS Incl. Extra. Items,,,,,-0.74,-0.76,-0.74,-0.65,Income Statement
Diluted Weighted Average Shares,,,,,75596.0,75895.0,76668.0,91181.0,Income Statement
Diluted EPS Excl. Extra. Items,,,,,-0.74,-0.76,-0.74,-0.65,Income Statement
Diluted EPS Incl. Extra. Items,,,,,-0.74,-0.76,-0.74,-0.65,Income Statement
Div/Share-ComStockPrimIssue,,,,,,0.0,0.0,0.0,Income Statement
Gross Divid - Common Stock,,,,,0.0,0.0,0.0,0.0,Income Statement
Pro Forma Net Income,,,,,,,,,Income Statement
"Interest Expense, Suppl",,,,,4937.0,3467.0,3481.0,3475.0,Income Statement
"Depreciat/Amort, Suppl",,,,,448.0,452.0,460.0,460.0,Income Statement
Total Special Items,,,,,15.0,20.0,15.0,15.0,Income Statement
Normalzd Income Before Tax,,,,,-56269.0,-57765.0,-56451.0,-59348.0,Income Statement
Efct/SpecItemsIncTxs (STEC),,,,,0.0,0.0,0.0,0.0,Income Statement
IncTxsExcl ImpctofSpec Itms,,,,,0.0,0.0,0.0,0.0,Income Statement
Normalized Income After Tax,,,,,-56269.0,-57765.0,-56451.0,-59348.0,Income Statement
Normalzd Inc Avail to Common,,,,,-56269.0,-57765.0,-56451.0,-59348.0,Income Statement
Basic Normalized EPS,,,,,-0.74,-0.76,-0.74,-0.65,Income Statement
Diluted Normalized EPS,,,,,-0.74,-0.76,-0.74,-0.65,Income Statement
Date,,,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Cash Flow
Net Income,,,,,-234004.0,-57785.0,-114251.0,-173614.0,Cash Flow
Depreciation/Depletion,,,,,1740.0,452.0,912.0,1372.0,Cash Flow
Unusual Items,,,,,95.0,20.0,35.0,50.0,Cash Flow
Other Non-Cash Items,,,,,42505.0,12045.0,23002.0,33670.0,Cash Flow
Non-Cash Items,,,,,42600.0,12065.0,23037.0,33720.0,Cash Flow
"Cash Interest Pd, Suppl",,,,,12738.0,675.0,6365.0,7042.0,Cash Flow
Prepaid Expenses,,,,,2631.0,-2589.0,-4023.0,-1151.0,Cash Flow
Other Assets,,,,,-53.0,61.0,-174.0,451.0,Cash Flow
Accounts Payable,,,,,-4428.0,-2507.0,1204.0,-2098.0,Cash Flow
Accrued Expenses,,,,,2624.0,-3180.0,-9010.0,2018.0,Cash Flow
Changes in Working Capital,,,,,774.0,-8215.0,-12003.0,-780.0,Cash Flow
Total Cash from Operations,,,,,-188890.0,-53483.0,-102305.0,-139302.0,Cash Flow
Capital Expenditures,,,,,-1546.0,-157.0,-277.0,-308.0,Cash Flow
Acquisition of Business,,,,,-75.0,-20.0,-35.0,-50.0,Cash Flow
Sale/Maturity of Investment,,,,,36225.0,46000.0,86000.0,151500.0,Cash Flow
Purchase of Investments,,,,,-152031.0,-37403.0,-72589.0,-160641.0,Cash Flow
"OtherInvestCashFlowItms,Tot",,,,,-115881.0,8577.0,13376.0,-9191.0,Cash Flow
Total Cash from Investing,,,,,-117427.0,8420.0,13099.0,-9499.0,Cash Flow
Financing Cash Flow Items,,,,,1315.0,595.0,595.0,1215.0,Cash Flow
"Common Stock, Net",,,,,0.0,,,119928.0,Cash Flow
Options Exercised,,,,,2014.0,126.0,147.0,1723.0,Cash Flow
"Iss (Retirmnt) of Stock,Net",,,,,2014.0,126.0,147.0,121651.0,Cash Flow
Long Term Debt Issued,,,,,0.0,0.0,,,Cash Flow
Long Term Debt Reduction,,,,,,,,-2903.0,Cash Flow
"Iss (Retirmnt) of Debt, Net",,,,,0.0,0.0,,-2903.0,Cash Flow
Total Cash From Financing,,,,,3329.0,721.0,742.0,119963.0,Cash Flow
Foreign Exchange Effects,,,,,-165.0,-154.0,-687.0,-1152.0,Cash Flow
Net Change in Cash,,,,,-303153.0,-44496.0,-89151.0,-29990.0,Cash Flow
NetCash-BeginBal/RsvdforFutUse,,,,,486620.0,183467.0,183467.0,183467.0,Cash Flow
NetCash-EndBal/RsrvforFutUse,,,,,183467.0,138971.0,94316.0,153477.0,Cash Flow
"Depreciation, Supplemental",,,,,1740.0,452.0,912.0,1372.0,Cash Flow
Free Cash Flow,,,,,-190436.0,-53640.0,-102582.0,-139610.0,
FCF Growth,,,,,,-0.7183305677497952,0.9124161073825503,0.3609600124778227,
