,2019,2020,2021,2022,Q3 2021,Q4 2021,Q1 2022,Q2 2022,Report
Income Before Tax,,,,,-19114.0,-31248.0,-16158.0,-19667.0,Income Statement
Income Tax - Total,,,,,-3173.0,-87.0,94.0,12.0,Income Statement
Income After Tax,,,,,-15941.0,-31161.0,-16252.0,-19679.0,Income Statement
Net Inc Before Extra Items,,,,,-15941.0,-31161.0,-16252.0,-19679.0,Income Statement
Total Net Income,,,,,-15941.0,-31161.0,-16252.0,-19679.0,Income Statement
Income Available to Common Excl. Extra. Items,,,,,-15941.0,-31161.0,-16252.0,-19679.0,Income Statement
Income Available to Common Incl. Extra. Items,,,,,-15941.0,-31161.0,-16252.0,-19679.0,Income Statement
Basic/Primary Weighted Average Shares,,,,,200039.0,201524.0,202696.0,203950.0,Income Statement
Basic/Primary EPS Excl. Extra. Items,,,,,-0.08,-0.15,-0.08,-0.1,Income Statement
Basic/Primary EPS Incl. Extra. Items,,,,,-0.08,-0.15,-0.08,-0.1,Income Statement
Diluted Weighted Average Shares,,,,,200039.0,201524.0,202696.0,203950.0,Income Statement
Diluted EPS Excl. Extra. Items,,,,,-0.08,-0.15,-0.08,-0.1,Income Statement
Diluted EPS Incl. Extra. Items,,,,,-0.08,-0.15,-0.08,-0.1,Income Statement
Div/Share-ComStockPrimIssue,,,,,0.0,,0.0,0.0,Income Statement
Gross Divid - Common Stock,,,,,,,0.0,0.0,Income Statement
Pro Forma Net Income,,,,,,,,,Income Statement
"Interest Expense, Suppl",,,,,,0.0,,,Income Statement
"Depreciat/Amort, Suppl",,,,,646.0,430.0,741.0,721.0,Income Statement
Total Special Items,,,,,4342.0,891.0,116.0,150.0,Income Statement
Normalzd Income Before Tax,,,,,-14772.0,-30357.0,-16042.0,-19517.0,Income Statement
Efct/SpecItemsIncTxs (STEC),,,,,1520.0,312.0,41.0,53.0,Income Statement
IncTxsExcl ImpctofSpec Itms,,,,,-1653.0,225.0,135.0,65.0,Income Statement
Normalized Income After Tax,,,,,-13119.0,-30582.0,-16177.0,-19582.0,Income Statement
Normalzd Inc Avail to Common,,,,,-13119.0,-30582.0,-16177.0,-19582.0,Income Statement
Basic Normalized EPS,,,,,-0.07,-0.15,-0.08,-0.1,Income Statement
Diluted Normalized EPS,,,,,-0.07,-0.15,-0.08,-0.1,Income Statement
Date,,,,,2021-09-30 00:00:00,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,Cash Flow
Net Income,,,,,-76498.0,-107659.0,-16252.0,-35931.0,Cash Flow
Depreciation/Depletion,,,,,2445.0,4075.0,1741.0,3562.0,Cash Flow
Deferred Taxes,,,,,-3178.0,-3388.0,-112.0,-258.0,Cash Flow
Unusual Items,,,,,-13456.0,-2466.0,-441.0,-562.0,Cash Flow
Other Non-Cash Items,,,,,58006.0,71571.0,10110.0,21164.0,Cash Flow
Non-Cash Items,,,,,44550.0,69105.0,9669.0,20602.0,Cash Flow
"Cash Taxes Pd, Supplemental",,,,,279.0,338.0,36.0,528.0,Cash Flow
"Cash Interest Pd, Suppl",,,,,0.0,0.0,,,Cash Flow
Inventories,,,,,-6928.0,-9628.0,1415.0,-6115.0,Cash Flow
Prepaid Expenses,,,,,2635.0,3200.0,-7677.0,-6762.0,Cash Flow
Other Assets,,,,,-58.0,-58.0,-30.0,-27.0,Cash Flow
Accounts Payable,,,,,6306.0,9853.0,4266.0,7453.0,Cash Flow
Accrued Expenses,,,,,-794.0,-1324.0,-3532.0,-622.0,Cash Flow
Changes in Working Capital,,,,,1374.0,3455.0,-14449.0,-13772.0,Cash Flow
Total Cash from Operations,,,,,-31307.0,-34412.0,-19403.0,-25797.0,Cash Flow
Purchase of Fixed Assets,,,,,-279.0,-832.0,-100.0,-276.0,Cash Flow
Software Development Costs,,,,,-3242.0,-4175.0,-1197.0,-2397.0,Cash Flow
Capital Expenditures,,,,,-3521.0,-5007.0,-1297.0,-2673.0,Cash Flow
Acquisition of Business,,,,,-46468.0,-46468.0,,0.0,Cash Flow
Sale/Maturity of Investment,,,,,102840.0,161840.0,104631.0,123550.0,Cash Flow
Purchase of Investments,,,,,-219361.0,-266633.0,-84881.0,-89146.0,Cash Flow
Other Investing Cash Flow,,,,,,,,-459.0,Cash Flow
"OtherInvestCashFlowItms,Tot",,,,,-162989.0,-151261.0,19750.0,33945.0,Cash Flow
Total Cash from Investing,,,,,-166510.0,-156268.0,18453.0,31272.0,Cash Flow
Financing Cash Flow Items,,,,,-18085.0,-18849.0,-23418.0,-24197.0,Cash Flow
Sale/Issuance of Common,,,,,272686.0,272686.0,0.0,553.0,Cash Flow
Repurch/Retirement Common,,,,,-22027.0,-22027.0,0.0,0.0,Cash Flow
"Common Stock, Net",,,,,250659.0,250659.0,0.0,553.0,Cash Flow
Options Exercised,,,,,567.0,1253.0,891.0,1470.0,Cash Flow
Warrants Converted,,,,,787.0,787.0,0.0,0.0,Cash Flow
"Iss (Retirmnt) of Stock,Net",,,,,252013.0,252699.0,891.0,2023.0,Cash Flow
"Short Term Debt, Net",,,,,1193.0,1193.0,0.0,0.0,Cash Flow
Long Term Debt Issued,,,,,,0.0,,,Cash Flow
Long Term Debt Reduction,,,,,,0.0,,,Cash Flow
"Long Term Debt, Net",,,,,,0.0,,,Cash Flow
"Iss (Retirmnt) of Debt, Net",,,,,1193.0,1193.0,0.0,0.0,Cash Flow
Total Cash From Financing,,,,,235121.0,235043.0,-22527.0,-22174.0,Cash Flow
Foreign Exchange Effects,,,,,-26.0,-73.0,-23.0,-52.0,Cash Flow
Net Change in Cash,,,,,37278.0,44290.0,-23500.0,-16751.0,Cash Flow
NetCash-BeginBal/RsvdforFutUse,,,,,28350.0,28350.0,72640.0,72640.0,Cash Flow
NetCash-EndBal/RsrvforFutUse,,,,,65628.0,72640.0,49140.0,55889.0,Cash Flow
"Depreciation, Supplemental",,,,,2445.0,4075.0,1741.0,3562.0,Cash Flow
Free Cash Flow,,,,,-34828.0,-39419.0,-20700.0,-28470.0,
FCF Growth,,,,,,0.13181922591018713,-0.47487252340242014,0.3753623188405797,
