,2020,2021,2022,Q4 2021,Q1 2022,Q2 2022,Q3 2022,Report
Shr Outs.-Com. Primary Iss.,,,,65.0,80.0,81.0,82.0,Balance Sheet
Shr Outs.-Com. Stk. Iss. 2,,,,54.0,39.0,39.0,39.0,Balance Sheet
Ttl Comm. Shares Outs.,,,,119.0,120.0,120.0,121.0,Balance Sheet
Trsy. Shrs-Comm. Primary Iss.,,,,0.0,0.0,0.0,0.0,Balance Sheet
Trsy. Shrs-Comm. Iss. 2,,,,0.0,0.0,0.0,0.0,Balance Sheet
Date,,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Income Statement
Total Revenue,,,,58358.0,56900.0,77219.0,104993.0,Income Statement
"Cost of Revenue, Total",,,,42835.0,42692.0,62746.0,83334.0,Income Statement
"Sell/Gen/AdminExpenses,Tot",,,,20894.0,26355.0,18883.0,30478.0,Income Statement
"Inter/Invest Inc, Operating",,,,-4774.0,-1429.0,-2693.0,-2945.0,Income Statement
Total Operating Expense,,,,58955.0,67618.0,78936.0,110867.0,Income Statement
Total Operating Income,,,,-597.0,-10718.0,-1717.0,-5874.0,Income Statement
"Inter Expse,Net Non-Operat",,,,-3191.0,-2653.0,-3712.0,-10575.0,Income Statement
"Inter/Invest Inc, Non-Oper",,,,6686.0,-19915.0,38095.0,-7605.0,Income Statement
OtherNon-OperatInc (Expnse),,,,787.0,114.0,87.0,-124.0,Income Statement
"Other, Net",,,,787.0,114.0,87.0,-124.0,Income Statement
Income Before Tax,,,,3685.0,-33172.0,32753.0,-24178.0,Income Statement
Income Tax - Total,,,,,0.0,129.0,57.0,Income Statement
Income After Tax,,,,3685.0,-33172.0,32624.0,-24235.0,Income Statement
Minority Interest,,,,-1827.0,14745.0,-10674.0,9244.0,Income Statement
Net Inc Before Extra Items,,,,1858.0,-18427.0,21950.0,-14991.0,Income Statement
Total Net Income,,,,1858.0,-18427.0,21950.0,-14991.0,Income Statement
Total Adjust to Net Income,,,,0.0,0.0,0.0,0.0,Income Statement
Income Available to Common Excl. Extra. Items,,,,1858.0,-18427.0,21950.0,-14991.0,Income Statement
Income Available to Common Incl. Extra. Items,,,,1858.0,-18427.0,21950.0,-14991.0,Income Statement
Basic/Primary Weighted Average Shares,,,,67322.0,66376.0,80523.0,81045.0,Income Statement
Basic/Primary EPS Excl. Extra. Items,,,,0.03,-0.28,0.27,-0.18,Income Statement
Basic/Primary EPS Incl. Extra. Items,,,,0.03,-0.28,0.27,-0.18,Income Statement
Diluted Weighted Average Shares,,,,67322.0,66376.0,83445.0,81045.0,Income Statement
Diluted EPS Excl. Extra. Items,,,,0.03,-0.28,0.26,-0.18,Income Statement
Diluted EPS Incl. Extra. Items,,,,0.03,-0.28,0.26,-0.18,Income Statement
Div/Share-ComStockPrimIssue,,,,,0.0,0.0,0.0,Income Statement
Gross Divid - Common Stock,,,,,,,0.0,Income Statement
Pro Forma Net Income,,,,,,,,Income Statement
"Interest Expense, Suppl",,,,3191.0,2653.0,3712.0,10575.0,Income Statement
"Depreciat/Amort, Suppl",,,,11948.0,2590.0,3730.0,5672.0,Income Statement
Normalzd Income Before Tax,,,,3685.0,-33172.0,32753.0,-24178.0,Income Statement
IncTxsExcl ImpctofSpec Itms,,,,,0.0,129.0,57.0,Income Statement
Normalized Income After Tax,,,,3685.0,-33172.0,32624.0,-24235.0,Income Statement
Normalzd Inc Avail to Common,,,,1858.0,-18427.0,21950.0,-14991.0,Income Statement
Basic Normalized EPS,,,,0.03,-0.28,0.27,-0.18,Income Statement
Diluted Normalized EPS,,,,0.03,-0.28,0.26,-0.18,Income Statement
Date,,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Cash Flow
Net Income,,,,-31.0,-33.0,-1.0,-25.0,Cash Flow
Depreciation/Depletion,,,,16.0,12.0,26.0,43.0,Cash Flow
Unusual Items,,,,4.0,20.0,-18.0,-4.0,Cash Flow
Equity in Net Earnings/Loss,,,,3.0,2.0,5.0,8.0,Cash Flow
Other Non-Cash Items,,,,5.0,5.0,8.0,12.0,Cash Flow
Non-Cash Items,,,,11.0,28.0,-5.0,16.0,Cash Flow
"Cash Interest Pd, Suppl",,,,4.0,4.0,9.0,11.0,Cash Flow
Accounts Receivable,,,,-7.0,-1.0,7.0,-4.0,Cash Flow
Inventories,,,,0.0,-1.0,-2.0,-2.0,Cash Flow
Prepaid Expenses,,,,-8.0,-1.0,3.0,2.0,Cash Flow
Other Assets,,,,-4.0,0.0,-1.0,-1.0,Cash Flow
Accounts Payable,,,,0.0,9.0,18.0,8.0,Cash Flow
Accrued Expenses,,,,0.0,6.0,11.0,40.0,Cash Flow
Changes in Working Capital,,,,-24.0,12.0,36.0,43.0,Cash Flow
Total Cash from Operations,,,,-28.0,18.0,57.0,77.0,Cash Flow
Purchase of Fixed Assets,,,,-139.0,-61.0,-128.0,-226.0,Cash Flow
Purchase/Acq of Intangibles,,,,-8.0,,,0.0,Cash Flow
Capital Expenditures,,,,-147.0,-61.0,-128.0,-226.0,Cash Flow
Acquisition of Business,,,,-525.0,-7.0,-7.0,-275.0,Cash Flow
Sale of Business,,,,,2.0,2.0,2.0,Cash Flow
Sale/Maturity of Investment,,,,0.0,4.0,7.0,9.0,Cash Flow
Purchase of Investments,,,,-22.0,-4.0,-8.0,-11.0,Cash Flow
"OtherInvestCashFlowItms,Tot",,,,-547.0,-5.0,-6.0,-274.0,Cash Flow
Total Cash from Investing,,,,-695.0,-67.0,-134.0,-500.0,Cash Flow
Financing Cash Flow Items,,,,495.0,-2.0,-3.0,84.0,Cash Flow
"Common Stock, Net",,,,-108.0,,,,Cash Flow
Warrants Converted,,,,108.0,,,,Cash Flow
"Iss (Retirmnt) of Stock,Net",,,,0.0,,,,Cash Flow
"Short Term Debt, Net",,,,0.0,0.0,0.0,0.0,Cash Flow
"Long Term Debt, Net",,,,320.0,-3.0,222.0,564.0,Cash Flow
"Iss (Retirmnt) of Debt, Net",,,,320.0,-3.0,222.0,564.0,Cash Flow
Total Cash From Financing,,,,814.0,-5.0,219.0,648.0,Cash Flow
Net Change in Cash,,,,92.0,-53.0,142.0,226.0,Cash Flow
NetCash-BeginBal/RsvdforFutUse,,,,1.0,93.0,93.0,93.0,Cash Flow
NetCash-EndBal/RsrvforFutUse,,,,93.0,40.0,235.0,319.0,Cash Flow
"Depreciation, Supplemental",,,,16.0,12.0,26.0,43.0,Cash Flow
Free Cash Flow,,,,-175.0,-43.0,-71.0,-149.0,
FCF Growth,,,,,-0.7542857142857142,0.6511627906976745,1.0985915492957745,
