,2021,2022,Q4 2021,Q1 2022,Q2 2022,Q3 2022,Report
Income Available to Common Incl. Extra. Items,,,-35125.0,-59904.0,-29992.0,-31391.0,Income Statement
Basic/Primary Weighted Average Shares,,,305723.0,306190.0,310575.0,311621.0,Income Statement
Basic/Primary EPS Excl. Extra. Items,,,-0.11,-0.2,-0.1,-0.1,Income Statement
Basic/Primary EPS Incl. Extra. Items,,,-0.11,-0.2,-0.1,-0.1,Income Statement
Diluted Weighted Average Shares,,,305723.0,306190.0,310575.0,311621.0,Income Statement
Diluted EPS Excl. Extra. Items,,,-0.11,-0.2,-0.1,-0.1,Income Statement
Diluted EPS Incl. Extra. Items,,,-0.11,-0.2,-0.1,-0.1,Income Statement
Div/Share-ComStockPrimIssue,,,,0.0,0.0,0.0,Income Statement
Gross Divid - Common Stock,,,255400.0,0.0,0.0,0.0,Income Statement
Pro Forma Net Income,,,,,,,Income Statement
"Interest Expense, Suppl",,,5140.0,4647.0,4984.0,5871.0,Income Statement
"Depreciat/Amort, Suppl",,,4880.0,5590.0,4771.0,5456.0,Income Statement
Total Special Items,,,588.0,823.0,1345.0,2508.0,Income Statement
Normalzd Income Before Tax,,,-39994.0,-58780.0,-25627.0,-12856.0,Income Statement
Efct/SpecItemsIncTxs (STEC),,,206.0,288.0,471.0,878.0,Income Statement
IncTxsExcl ImpctofSpec Itms,,,-5251.0,589.0,3491.0,16905.0,Income Statement
Normalized Income After Tax,,,-34743.0,-59369.0,-29118.0,-29761.0,Income Statement
Normalzd Inc Avail to Common,,,-34743.0,-59369.0,-29118.0,-29761.0,Income Statement
Basic Normalized EPS,,,-0.11,-0.19,-0.09,-0.1,Income Statement
Diluted Normalized EPS,,,-0.11,-0.19,-0.09,-0.1,Income Statement
Date,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Cash Flow
Net Income,,,-23623.0,-59904.0,-89896.0,-121287.0,Cash Flow
Depreciation/Depletion,,,29528.0,8582.0,16656.0,25561.0,Cash Flow
Deferred Taxes,,,-25827.0,-6461.0,-20865.0,-24087.0,Cash Flow
Non-Cash Items,,,165422.0,119257.0,197234.0,265142.0,Cash Flow
"Cash Taxes Pd, Supplemental",,,33344.0,2383.0,10554.0,22830.0,Cash Flow
"Cash Interest Pd, Suppl",,,23611.0,4355.0,8987.0,14486.0,Cash Flow
Accounts Receivable,,,-48872.0,-36444.0,-68698.0,-89248.0,Cash Flow
Prepaid Expenses,,,-6542.0,-4963.0,-2690.0,-4856.0,Cash Flow
Other Assets,,,-31111.0,,,,Cash Flow
Accounts Payable,,,309.0,1613.0,1699.0,-177.0,Cash Flow
Accrued Expenses,,,59020.0,-25417.0,-5012.0,17135.0,Cash Flow
Changes in Working Capital,,,-27196.0,-67569.0,-81652.0,-88988.0,Cash Flow
Total Cash from Operations,,,118304.0,-6095.0,21477.0,56341.0,Cash Flow
Capital Expenditures,,,-26068.0,-5134.0,-12459.0,-19672.0,Cash Flow
Acquisition of Business,,,-44759.0,0.0,-65410.0,-70011.0,Cash Flow
Sale of Fixed Assets,,,518.0,136.0,267.0,437.0,Cash Flow
"OtherInvestCashFlowItms,Tot",,,-44241.0,136.0,-65143.0,-69574.0,Cash Flow
Total Cash from Investing,,,-70309.0,-4998.0,-77602.0,-89246.0,Cash Flow
Financing Cash Flow Items,,,-7203.0,-28708.0,-54552.0,-58501.0,Cash Flow
Cash Divids Paid - Common,,,-255403.0,,0.0,,Cash Flow
Cash Divs Paid - Preferred,,,-59600.0,,,,Cash Flow
Total Cash Dividends Paid,,,-315003.0,,0.0,0.0,Cash Flow
"Common Stock, Net",,,316589.0,0.0,0.0,0.0,Cash Flow
"Preferred Stock, Net",,,503222.0,0.0,0.0,,Cash Flow
Options Exercised,,,-702811.0,704.0,3928.0,5651.0,Cash Flow
"Iss (Retirmnt) of Stock,Net",,,117000.0,704.0,3928.0,5651.0,Cash Flow
Long Term Debt Issued,,,401285.0,0.0,0.0,0.0,Cash Flow
Long Term Debt Reduction,,,-336709.0,-1788.0,-3575.0,-105363.0,Cash Flow
"Iss (Retirmnt) of Debt, Net",,,64576.0,-1788.0,-3575.0,-105363.0,Cash Flow
Total Cash From Financing,,,-140630.0,-29792.0,-54199.0,-158213.0,Cash Flow
Foreign Exchange Effects,,,-4622.0,182.0,-8884.0,-18032.0,Cash Flow
Net Change in Cash,,,-97257.0,-40703.0,-119208.0,-209150.0,Cash Flow
NetCash-BeginBal/RsvdforFutUse,,,492199.0,394942.0,394942.0,394942.0,Cash Flow
NetCash-EndBal/RsrvforFutUse,,,394942.0,354239.0,275734.0,185792.0,Cash Flow
"Depreciation, Supplemental",,,29528.0,8582.0,16656.0,25561.0,Cash Flow
Free Cash Flow,,,92236.0,-11229.0,9018.0,36669.0,
FCF Growth,,,,-1.1217420529944924,-1.8030991183542613,3.0662009314703926,
