,2020,2021,2022,Q4 2021,Q1 2022,Q2 2022,Q3 2022,Report
"Other Liabilities, Total",,,,10.0,67.0,69.0,78.0,Balance Sheet
Total Liabilities,,,,23.0,78.0,83.0,105.0,Balance Sheet
Common Stock,,,,0.0,0.0,0.0,0.0,Balance Sheet
Additional Paid-In Capital,,,,455.0,459.0,679.0,686.0,Balance Sheet
Ret. Earn.(Accum. Deficit),,,,-204.0,-230.0,-257.0,-285.0,Balance Sheet
Unrealized Gain (Loss),,,,0.0,-1.0,-1.0,-1.0,Balance Sheet
Total Equity,,,,251.0,229.0,421.0,399.0,Balance Sheet
Total Liabilities & Shareholders’ Equity,,,,274.0,306.0,504.0,504.0,Balance Sheet
Ttl Comm. Shares Outs.,,,,33.0,33.0,48.0,49.0,Balance Sheet
Trsy. Shrs-Comm. Primary Iss.,,,,0.0,0.0,0.0,0.0,Balance Sheet
Date,,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Income Statement
Total Revenue,,,,0.0,0.0,0.0,0.0,Income Statement
Selling/Gen/Admin Expense,,,,3578.0,4288.0,4253.0,4384.0,Income Statement
Labor & Related Expense,,,,2008.0,2242.0,2310.0,2443.0,Income Statement
"Sell/Gen/AdminExpenses,Tot",,,,5586.0,6530.0,6563.0,6827.0,Income Statement
Research & Development,,,,17301.0,19568.0,21049.0,23435.0,Income Statement
Total Operating Expense,,,,22887.0,26098.0,27612.0,30262.0,Income Statement
Total Operating Income,,,,-22887.0,-26098.0,-27612.0,-30262.0,Income Statement
"Inter/Invest Inc, Non-Oper",,,,75.0,112.0,686.0,1900.0,Income Statement
OtherNon-OperatInc (Expnse),,,,-2.0,-1.0,3.0,17.0,Income Statement
"Other, Net",,,,-2.0,-1.0,3.0,17.0,Income Statement
Income Before Tax,,,,-22814.0,-25987.0,-26923.0,-28345.0,Income Statement
Income After Tax,,,,-22814.0,-25987.0,-26923.0,-28345.0,Income Statement
Net Inc Before Extra Items,,,,-22814.0,-25987.0,-26923.0,-28345.0,Income Statement
Total Net Income,,,,-22814.0,-25987.0,-26923.0,-28345.0,Income Statement
Income Available to Common Excl. Extra. Items,,,,-22814.0,-25987.0,-26923.0,-28345.0,Income Statement
Income Available to Common Incl. Extra. Items,,,,-22814.0,-25987.0,-26923.0,-28345.0,Income Statement
Basic/Primary Weighted Average Shares,,,,32956.0,32993.0,43841.0,48630.0,Income Statement
Basic/Primary EPS Excl. Extra. Items,,,,-0.69,-0.79,-0.61,-0.58,Income Statement
Basic/Primary EPS Incl. Extra. Items,,,,-0.69,-0.79,-0.61,-0.58,Income Statement
Diluted Weighted Average Shares,,,,32956.0,32993.0,43841.0,48630.0,Income Statement
Diluted EPS Excl. Extra. Items,,,,-0.69,-0.79,-0.61,-0.58,Income Statement
Diluted EPS Incl. Extra. Items,,,,-0.69,-0.79,-0.61,-0.58,Income Statement
Div/Share-ComStockPrimIssue,,,,,0.0,0.0,0.0,Income Statement
Gross Divid - Common Stock,,,,0.0,0.0,0.0,0.0,Income Statement
Pro Forma Net Income,,,,,,,,Income Statement
"Depreciat/Amort, Suppl",,,,600.0,610.0,633.0,665.0,Income Statement
Normalzd Income Before Tax,,,,-22814.0,-25987.0,-26923.0,-28345.0,Income Statement
Normalized Income After Tax,,,,-22814.0,-25987.0,-26923.0,-28345.0,Income Statement
Normalzd Inc Avail to Common,,,,-22814.0,-25987.0,-26923.0,-28345.0,Income Statement
Basic Normalized EPS,,,,-0.69,-0.79,-0.61,-0.58,Income Statement
Diluted Normalized EPS,,,,-0.69,-0.79,-0.61,-0.58,Income Statement
Date,,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Cash Flow
Net Income,,,,-86075.0,-25987.0,-52910.0,-81255.0,Cash Flow
Depreciation/Depletion,,,,1756.0,610.0,1243.0,1908.0,Cash Flow
Unusual Items,,,,0.0,,,,Cash Flow
Other Non-Cash Items,,,,18035.0,6204.0,11138.0,16431.0,Cash Flow
Non-Cash Items,,,,18035.0,6204.0,11138.0,16431.0,Cash Flow
Prepaid Expenses,,,,-4435.0,1460.0,3282.0,-1575.0,Cash Flow
Accrued Expenses,,,,,295.0,726.0,11446.0,Cash Flow
Payable/Accrued,,,,2792.0,-2159.0,-1274.0,3376.0,Cash Flow
Changes in Working Capital,,,,-1643.0,915.0,5657.0,13247.0,Cash Flow
Total Cash from Operations,,,,-67927.0,-18258.0,-34872.0,-49669.0,Cash Flow
Capital Expenditures,,,,-5025.0,-1770.0,-4399.0,-12073.0,Cash Flow
Sale/Maturity of Investment,,,,264841.0,29216.0,69088.0,132950.0,Cash Flow
Purchase of Investments,,,,-227282.0,-28472.0,-175011.0,-310313.0,Cash Flow
"OtherInvestCashFlowItms,Tot",,,,37559.0,744.0,-105923.0,-177363.0,Cash Flow
Total Cash from Investing,,,,32534.0,-1026.0,-110322.0,-189436.0,Cash Flow
Financing Cash Flow Items,,,,-277.0,,,0.0,Cash Flow
"Common Stock, Net",,,,0.0,,215611.0,217223.0,Cash Flow
"Preferred Stock, Net",,,,0.0,,,,Cash Flow
Options Exercised,,,,1479.0,79.0,413.0,1365.0,Cash Flow
"Iss (Retirmnt) of Stock,Net",,,,1479.0,79.0,216024.0,218588.0,Cash Flow
Total Cash From Financing,,,,1202.0,79.0,216024.0,218588.0,Cash Flow
Net Change in Cash,,,,-34191.0,-19205.0,70830.0,-20517.0,Cash Flow
NetCash-BeginBal/RsvdforFutUse,,,,97105.0,62914.0,62914.0,62914.0,Cash Flow
NetCash-EndBal/RsrvforFutUse,,,,62914.0,43709.0,133744.0,42397.0,Cash Flow
"Depreciation, Supplemental",,,,1756.0,610.0,1243.0,1908.0,Cash Flow
Free Cash Flow,,,,-72952.0,-20028.0,-39271.0,-61742.0,
FCF Growth,,,,,-0.72546331834631,0.9608048731775514,0.5722034070942934,
