,2021,2022,Q4 2021,Q1 2022,Q2 2022,Q3 2022,Report
Income Tax - Total,,,-133.0,2920.0,1508.0,890.0,Income Statement
Income After Tax,,,-3213.0,7479.0,2172.0,-2894.0,Income Statement
Net Inc Before Extra Items,,,-3213.0,7479.0,2172.0,-2894.0,Income Statement
Total Net Income,,,-3213.0,7479.0,2172.0,-2894.0,Income Statement
Total Adjust to Net Income,,,0.0,0.0,0.0,0.0,Income Statement
Income Available to Common Excl. Extra. Items,,,-3213.0,7479.0,2172.0,-2894.0,Income Statement
Income Available to Common Incl. Extra. Items,,,-3213.0,7479.0,2172.0,-2894.0,Income Statement
Basic/Primary Weighted Average Shares,,,79770.0,79974.0,80419.0,80659.0,Income Statement
Basic/Primary EPS Excl. Extra. Items,,,-0.04,0.09,0.03,-0.04,Income Statement
Basic/Primary EPS Incl. Extra. Items,,,-0.04,0.09,0.03,-0.04,Income Statement
Diluted Weighted Average Shares,,,79770.0,79974.0,82223.0,80659.0,Income Statement
Diluted EPS Excl. Extra. Items,,,-0.04,0.09,0.03,-0.04,Income Statement
Diluted EPS Incl. Extra. Items,,,-0.04,0.09,0.03,-0.04,Income Statement
Div/Share-ComStockPrimIssue,,,,0.0,0.0,0.0,Income Statement
Gross Divid - Common Stock,,,0.0,0.0,0.0,0.0,Income Statement
Pro Forma Net Income,,,,,,,Income Statement
"Depreciat/Amort, Suppl",,,600.0,600.0,600.0,600.0,Income Statement
Total Special Items,,,5574.0,2383.0,103.0,163.0,Income Statement
Normalzd Income Before Tax,,,2228.0,12782.0,3783.0,-1841.0,Income Statement
Efct/SpecItemsIncTxs (STEC),,,1951.0,669.0,42.0,57.0,Income Statement
IncTxsExcl ImpctofSpec Itms,,,1818.0,3589.0,1550.0,947.0,Income Statement
Normalized Income After Tax,,,410.0,9193.0,2233.0,-2788.0,Income Statement
Normalzd Inc Avail to Common,,,410.0,9193.0,2233.0,-2788.0,Income Statement
Basic Normalized EPS,,,0.01,0.11,0.03,-0.03,Income Statement
Diluted Normalized EPS,,,0.01,0.11,0.03,-0.03,Income Statement
Date,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Cash Flow
Net Income,,,-9996.0,7479.0,9651.0,6757.0,Cash Flow
Depreciation/Depletion,,,50453.0,12905.0,26376.0,39746.0,Cash Flow
Deferred Taxes,,,4926.0,2679.0,4025.0,5193.0,Cash Flow
Unusual Items,,,10468.0,135.0,135.0,2.0,Cash Flow
Other Non-Cash Items,,,34536.0,4292.0,10676.0,18206.0,Cash Flow
Non-Cash Items,,,45004.0,4427.0,10811.0,18208.0,Cash Flow
"Cash Taxes Pd, Supplemental",,,306.0,44.0,762.0,1179.0,Cash Flow
"Cash Interest Pd, Suppl",,,29242.0,3869.0,8337.0,14852.0,Cash Flow
Accounts Receivable,,,1619.0,-7248.0,-8806.0,-6964.0,Cash Flow
Prepaid Expenses,,,-5726.0,-460.0,661.0,-2480.0,Cash Flow
Accounts Payable,,,117.0,301.0,-1059.0,-450.0,Cash Flow
Accrued Expenses,,,-302.0,194.0,-2065.0,-247.0,Cash Flow
Changes in Working Capital,,,-552.0,7373.0,-3193.0,-2669.0,Cash Flow
Total Cash from Operations,,,89835.0,34863.0,47670.0,67235.0,Cash Flow
Purchase of Fixed Assets,,,-843.0,-419.0,-480.0,-889.0,Cash Flow
Purchase/Acq of Intangibles,,,-4906.0,-1522.0,-4079.0,-6323.0,Cash Flow
Capital Expenditures,,,-5749.0,-1941.0,-4559.0,-7212.0,Cash Flow
Acquisition of Business,,,-120550.0,0.0,-23059.0,-23138.0,Cash Flow
Other Investing Cash Flow,,,,,-30000.0,-30000.0,Cash Flow
"OtherInvestCashFlowItms,Tot",,,-120550.0,0.0,-53059.0,-53138.0,Cash Flow
Total Cash from Investing,,,-126299.0,-1941.0,-57618.0,-60350.0,Cash Flow
Financing Cash Flow Items,,,-40585.0,0.0,-3265.0,-3449.0,Cash Flow
Sale/Issuance of Common,,,247307.0,,,0.0,Cash Flow
Repurch/Retirement Common,,,-1941.0,0.0,-193.0,-262.0,Cash Flow
"Common Stock, Net",,,245366.0,0.0,-193.0,-262.0,Cash Flow
"Preferred Stock, Net",,,-12.0,0.0,0.0,0.0,Cash Flow
Options Exercised,,,1714.0,179.0,1108.0,1108.0,Cash Flow
"Iss (Retirmnt) of Stock,Net",,,247068.0,179.0,915.0,846.0,Cash Flow
Long Term Debt Issued,,,535000.0,0.0,0.0,0.0,Cash Flow
Long Term Debt Reduction,,,-631255.0,0.0,-1088.0,-2175.0,Cash Flow
"Iss (Retirmnt) of Debt, Net",,,-96255.0,0.0,-1088.0,-2175.0,Cash Flow
Total Cash From Financing,,,110228.0,179.0,-3438.0,-4778.0,Cash Flow
Net Change in Cash,,,73764.0,33101.0,-13386.0,2107.0,Cash Flow
NetCash-BeginBal/RsvdforFutUse,,,39881.0,113645.0,113645.0,113645.0,Cash Flow
NetCash-EndBal/RsrvforFutUse,,,113645.0,146746.0,100259.0,115752.0,Cash Flow
"Depreciation, Supplemental",,,50453.0,12905.0,26376.0,39746.0,Cash Flow
Free Cash Flow,,,84086.0,32922.0,43111.0,60023.0,
FCF Growth,,,,-0.6084722783816569,0.3094890954377012,0.39228967084966704,
