,2020,2021,2022,Q4 2021,Q1 2022,Q2 2022,Q3 2022,Report
Date,,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Income Statement
Total Revenue,,,,51069.0,8432.0,16652.0,15799.0,Income Statement
Selling/Gen/Admin Expense,,,,28914.0,12506.0,15912.0,13465.0,Income Statement
Labor & Related Expense,,,,-11142.0,6741.0,8150.0,8350.0,Income Statement
"Sell/Gen/AdminExpenses,Tot",,,,17772.0,19247.0,24062.0,21815.0,Income Statement
Research & Development,,,,96781.0,65410.0,74556.0,85287.0,Income Statement
Total Operating Expense,,,,114553.0,84657.0,98618.0,107102.0,Income Statement
Total Operating Income,,,,-63484.0,-76225.0,-81966.0,-91303.0,Income Statement
"Inter Inc(Exp),Net Non-Oper",,,,54.0,644.0,2060.0,4982.0,Income Statement
"Other, Net",,,,13283.0,452.0,-120.0,-875.0,Income Statement
Income Before Tax,,,,-64707.0,-69214.0,-71950.0,-81665.0,Income Statement
Income Tax - Total,,,,,,,2410.0,Income Statement
Income After Tax,,,,-64707.0,-69214.0,-71950.0,-84075.0,Income Statement
Equity In Affiliates,,,,,,,-25500.0,Income Statement
Net Inc Before Extra Items,,,,-64707.0,-69214.0,-71950.0,-109575.0,Income Statement
Total Net Income,,,,-64707.0,-69214.0,-71950.0,-109575.0,Income Statement
Total Adjust to Net Income,,,,0.0,,,,Income Statement
Income Available to Common Excl. Extra. Items,,,,-64707.0,-69214.0,-71950.0,-109575.0,Income Statement
Income Available to Common Incl. Extra. Items,,,,-64707.0,-69214.0,-71950.0,-109575.0,Income Statement
Basic/Primary Weighted Average Shares,,,,68030.0,68704.0,70210.0,70343.0,Income Statement
Basic/Primary EPS Excl. Extra. Items,,,,-0.95,-1.01,-1.02,-1.56,Income Statement
Basic/Primary EPS Incl. Extra. Items,,,,-0.95,-1.01,-1.02,-1.56,Income Statement
Diluted Weighted Average Shares,,,,68030.0,68704.0,70210.0,70343.0,Income Statement
Diluted EPS Excl. Extra. Items,,,,-0.95,-1.01,-1.02,-1.56,Income Statement
Diluted EPS Incl. Extra. Items,,,,-0.95,-1.01,-1.02,-1.56,Income Statement
Div/Share-ComStockPrimIssue,,,,,0.0,0.0,0.0,Income Statement
Gross Divid - Common Stock,,,,0.0,0.0,0.0,0.0,Income Statement
Pro Forma Net Income,,,,,,,,Income Statement
"Depreciat/Amort, Suppl",,,,2634.0,3312.0,3418.0,3473.0,Income Statement
Normalzd Income Before Tax,,,,-64707.0,-69214.0,-71950.0,-81665.0,Income Statement
IncTxsExcl ImpctofSpec Itms,,,,,,,2410.0,Income Statement
Normalized Income After Tax,,,,-64707.0,-69214.0,-71950.0,-84075.0,Income Statement
Normalzd Inc Avail to Common,,,,-64707.0,-69214.0,-71950.0,-109575.0,Income Statement
Basic Normalized EPS,,,,-0.95,-1.01,-1.02,-1.56,Income Statement
Diluted Normalized EPS,,,,-0.95,-1.01,-1.02,-1.56,Income Statement
Date,,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Cash Flow
Net Income,,,,-371.0,-69.0,-141.0,-251.0,Cash Flow
Depreciation/Depletion,,,,7.0,3.0,7.0,10.0,Cash Flow
Unusual Items,,,,-5.0,-6.0,-26.0,-20.0,Cash Flow
Purchased R&D,,,,155.0,0.0,0.0,0.0,Cash Flow
Equity in Net Earnings/Loss,,,,,,,26.0,Cash Flow
Other Non-Cash Items,,,,36.0,20.0,54.0,65.0,Cash Flow
Non-Cash Items,,,,186.0,13.0,28.0,70.0,Cash Flow
"Cash Interest Pd, Suppl",,,,1.0,0.0,0.0,0.0,Cash Flow
Accounts Receivable,,,,-300.0,300.0,300.0,300.0,Cash Flow
Prepaid Expenses,,,,1.0,-9.0,-7.0,-7.0,Cash Flow
Other Assets,,,,0.0,0.0,0.0,0.0,Cash Flow
Accounts Payable,,,,1.0,-1.0,-1.0,-1.0,Cash Flow
Accrued Expenses,,,,60.0,-18.0,-17.0,-12.0,Cash Flow
Changes in Working Capital,,,,111.0,271.0,272.0,262.0,Cash Flow
Total Cash from Operations,,,,-66.0,218.0,166.0,92.0,Cash Flow
Capital Expenditures,,,,-47.0,-7.0,-29.0,-41.0,Cash Flow
Sale of Business,,,,1.0,0.0,0.0,0.0,Cash Flow
Sale/Maturity of Investment,,,,529.0,160.0,511.0,845.0,Cash Flow
Purchase of Investments,,,,-777.0,-690.0,-1021.0,-1379.0,Cash Flow
"OtherInvestCashFlowItms,Tot",,,,-247.0,-530.0,-510.0,-534.0,Cash Flow
Total Cash from Investing,,,,-294.0,-537.0,-539.0,-575.0,Cash Flow
Financing Cash Flow Items,,,,-9.0,0.0,0.0,0.0,Cash Flow
"Common Stock, Net",,,,757.0,55.0,78.0,79.0,Cash Flow
"Preferred Stock, Net",,,,0.0,,,,Cash Flow
Options Exercised,,,,10.0,1.0,1.0,2.0,Cash Flow
"Iss (Retirmnt) of Stock,Net",,,,767.0,56.0,79.0,81.0,Cash Flow
Long Term Debt Issued,,,,0.0,,,,Cash Flow
Long Term Debt Reduction,,,,-2.0,-1.0,-1.0,-2.0,Cash Flow
"Iss (Retirmnt) of Debt, Net",,,,-2.0,-1.0,-1.0,-2.0,Cash Flow
Total Cash From Financing,,,,756.0,56.0,78.0,80.0,Cash Flow
Net Change in Cash,,,,396.0,-263.0,-294.0,-403.0,Cash Flow
NetCash-BeginBal/RsvdforFutUse,,,,177.0,573.0,573.0,573.0,Cash Flow
NetCash-EndBal/RsrvforFutUse,,,,573.0,310.0,278.0,169.0,Cash Flow
"Depreciation, Supplemental",,,,7.0,3.0,7.0,10.0,Cash Flow
Free Cash Flow,,,,-113.0,211.0,137.0,51.0,
FCF Growth,,,,,-2.8672566371681416,-0.3507109004739336,-0.6277372262773723,
