,2021,2022,Q4 2021,Q1 2022,Q2 2022,Q3 2022,Report
Ttl Comm. Shares Outs.,,,1611.0,1622.0,1636.0,1648.0,Balance Sheet
Trsy. Shrs-Comm. Primary Iss.,,,52.0,92.0,95.0,103.0,Balance Sheet
Trsy. Shrs-Comm. Iss. 2,,,27.0,50.0,49.0,40.0,Balance Sheet
Trsy. Shrs-Comm. Iss. 3,,,,0.0,0.0,0.0,Balance Sheet
Date,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Income Statement
Total Revenue,,,148.0,168.0,145.0,66.0,Income Statement
"Cost of Revenue, Total",,,67.0,85.0,64.0,25.0,Income Statement
Selling/Gen/Admin Expense,,,782.0,43.0,46.0,47.0,Income Statement
Labor & Related Expense,,,,392.0,390.0,376.0,Income Statement
"Sell/Gen/AdminExpenses,Tot",,,782.0,435.0,436.0,423.0,Income Statement
Research & Development,,,985.0,323.0,289.0,260.0,Income Statement
Unusual Expense (Income),,,,-16.0,3.0,-4.0,Income Statement
Total Operating Expense,,,1833.0,827.0,792.0,703.0,Income Statement
Total Operating Income,,,-1685.0,-659.0,-647.0,-637.0,Income Statement
"Inter Expse,Net Non-Operat",,,-1.0,0.0,,,Income Statement
"Inter Income, Non-Operating",,,0.0,,,,Income Statement
"Invest Income, Non-Operat",,,-19.0,-20.0,-49.0,-24.0,Income Statement
"Inter/Invest Inc, Non-Oper",,,-19.0,-20.0,-49.0,-24.0,Income Statement
"Inter Inc(Exp),Net Non-Oper",,,,,2.0,6.0,Income Statement
"Other, Net",,,98.0,87.0,23.0,-13.0,Income Statement
Income Before Tax,,,-1606.0,-593.0,-671.0,-669.0,Income Statement
Income Tax - Total,,,-1.0,0.0,0.0,0.0,Income Statement
Income After Tax,,,-1605.0,-593.0,-671.0,-669.0,Income Statement
Minority Interest,,,4.0,2.0,2.0,0.0,Income Statement
Net Inc Before Extra Items,,,-1601.0,-591.0,-669.0,-669.0,Income Statement
Total Net Income,,,-1601.0,-591.0,-669.0,-669.0,Income Statement
Income Available to Common Excl. Extra. Items,,,-1601.0,-591.0,-669.0,-669.0,Income Statement
Income Available to Common Incl. Extra. Items,,,-1601.0,-591.0,-669.0,-669.0,Income Statement
Basic/Primary Weighted Average Shares,,,1533.0,1607.0,1621.0,1631.0,Income Statement
Basic/Primary EPS Excl. Extra. Items,,,-1.04,-0.37,-0.41,-0.41,Income Statement
Basic/Primary EPS Incl. Extra. Items,,,-1.04,-0.37,-0.41,-0.41,Income Statement
Diluted Weighted Average Shares,,,1533.0,1607.0,1621.0,1631.0,Income Statement
Diluted EPS Excl. Extra. Items,,,-1.04,-0.37,-0.41,-0.41,Income Statement
Diluted EPS Incl. Extra. Items,,,-1.04,-0.37,-0.41,-0.41,Income Statement
Div/Share-ComStockPrimIssue,,,,0.0,0.0,0.0,Income Statement
Pro Forma Net Income,,,,,,,Income Statement
"Interest Expense, Suppl",,,1.0,0.0,,,Income Statement
"Depreciat/Amort, Suppl",,,8.0,9.0,9.0,9.0,Income Statement
Total Special Items,,,,-16.0,3.0,-4.0,Income Statement
Normalzd Income Before Tax,,,-1606.0,-609.0,-668.0,-673.0,Income Statement
Efct/SpecItemsIncTxs (STEC),,,,-6.0,1.0,-1.0,Income Statement
IncTxsExcl ImpctofSpec Itms,,,-1.0,-6.0,1.0,-1.0,Income Statement
Normalized Income After Tax,,,-1605.0,-603.0,-669.0,-672.0,Income Statement
Normalzd Inc Avail to Common,,,-1601.0,-601.0,-667.0,-672.0,Income Statement
Basic Normalized EPS,,,-1.04,-0.37,-0.41,-0.41,Income Statement
Diluted Normalized EPS,,,-1.04,-0.37,-0.41,-0.41,Income Statement
Date,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Cash Flow
Net Income,,,-1837.0,-593.0,-1263.0,-1932.0,Cash Flow
Depreciation/Depletion,,,29.0,9.0,19.0,29.0,Cash Flow
Unusual Items,,,-44.0,-100.0,-86.0,-85.0,Cash Flow
Purchased R&D,,,,,1.0,1.0,Cash Flow
Equity in Net Earnings/Loss,,,77.0,21.0,31.0,54.0,Cash Flow
Other Non-Cash Items,,,1582.0,653.0,1242.0,1805.0,Cash Flow
Non-Cash Items,,,1615.0,573.0,1188.0,1774.0,Cash Flow
Accounts Receivable,,,-114.0,-35.0,-39.0,21.0,Cash Flow
Inventories,,,-1.0,-5.0,-5.0,-2.0,Cash Flow
Prepaid Expenses,,,-3.0,1.0,5.0,8.0,Cash Flow
Other Assets,,,-1.0,2.0,0.0,0.0,Cash Flow
Accounts Payable,,,-2.0,26.0,11.0,4.0,Cash Flow
Accrued Expenses,,,45.0,10.0,-13.0,-16.0,Cash Flow
Changes in Working Capital,,,-62.0,-10.0,-63.0,-18.0,Cash Flow
Total Cash from Operations,,,-254.0,-20.0,-119.0,-147.0,Cash Flow
Capital Expenditures,,,-57.0,-4.0,-13.0,-27.0,Cash Flow
Acquisition of Business,,,-12.0,-29.0,-29.0,-56.0,Cash Flow
Purchase of Investments,,,-5.0,-4.0,-4.0,-4.0,Cash Flow
Other Investing Cash Flow,,,0.0,0.0,-5.0,-10.0,Cash Flow
"OtherInvestCashFlowItms,Tot",,,-17.0,-32.0,-37.0,-71.0,Cash Flow
Total Cash from Investing,,,-73.0,-36.0,-51.0,-97.0,Cash Flow
Financing Cash Flow Items,,,50.0,-1.0,-2.0,-2.0,Cash Flow
Sale/Issuance of Common,,,1510.0,,,,Cash Flow
Repurch/Retirement Common,,,-25.0,,,0.0,Cash Flow
"Common Stock, Net",,,1485.0,,,0.0,Cash Flow
Options Exercised,,,0.0,0.0,0.0,0.0,Cash Flow
"Iss (Retirmnt) of Stock,Net",,,1485.0,0.0,0.0,0.0,Cash Flow
"Iss (Retirmnt) of Debt, Net",,,-1.0,0.0,-1.0,-1.0,Cash Flow
Total Cash From Financing,,,1534.0,-1.0,-2.0,-3.0,Cash Flow
Foreign Exchange Effects,,,0.0,0.0,0.0,0.0,Cash Flow
Net Change in Cash,,,1207.0,-57.0,-172.0,-247.0,Cash Flow
NetCash-BeginBal/RsvdforFutUse,,,386.0,1593.0,1593.0,1593.0,Cash Flow
NetCash-EndBal/RsrvforFutUse,,,1593.0,1536.0,1421.0,1346.0,Cash Flow
"Depreciation, Supplemental",,,29.0,9.0,19.0,29.0,Cash Flow
Free Cash Flow,,,-311.0,-24.0,-132.0,-174.0,
FCF Growth,,,,-0.9228295819935691,4.5,0.3181818181818181,
