,2020,2021,2022,Q4 2021,Q1 2022,Q2 2022,Q3 2022,Report
Financing Cash Flow Items,,,,1097.0,-236.0,-465.0,-895.0,Cash Flow
Total Cash Dividends Paid,,,,-52.0,-17.0,-33.0,-50.0,Cash Flow
Sale/Issuance of Common,,,,0.0,,,,Cash Flow
Repurch/Retirement Common,,,,-23.0,-61.0,-142.0,-171.0,Cash Flow
"Iss (Retirmnt) of Stock,Net",,,,-23.0,-61.0,-142.0,-171.0,Cash Flow
"Long Term Debt, Net",,,,3.0,1.0,9.0,388.0,Cash Flow
Total Debt Reduction,,,,-36.0,,,,Cash Flow
"Iss (Retirmnt) of Debt, Net",,,,-34.0,1.0,9.0,388.0,Cash Flow
Total Cash From Financing,,,,989.0,-312.0,-631.0,-727.0,Cash Flow
Net Change in Cash,,,,-822.0,-401.0,-863.0,-1073.0,Cash Flow
NetCash-BeginBal/RsvdforFutUse,,,,2054.0,1232.0,1232.0,1232.0,Cash Flow
NetCash-EndBal/RsrvforFutUse,,,,1232.0,830.0,369.0,158.0,Cash Flow
"Depreciation, Supplemental",,,,14.0,4.0,7.0,11.0,Cash Flow
Free Cash Flow,,,,168.0,65.0,161.0,221.0,
FCF Growth,,,,,-0.6130952380952381,1.476923076923077,0.3726708074534162,
