,2021,2022,Q4 2021,Q1 2022,Q2 2022,Q3 2022,Report
"Short Term Debt, Net",,,,,,0.0,Cash Flow
Long Term Debt Issued,,,0.0,,,,Cash Flow
Long Term Debt Reduction,,,-765.0,,,0.0,Cash Flow
"Long Term Debt, Net",,,-818.0,-10.0,-19.0,-51.0,Cash Flow
"Iss (Retirmnt) of Debt, Net",,,-818.0,-10.0,-19.0,-51.0,Cash Flow
Total Cash From Financing,,,116378.0,215304.0,223160.0,220207.0,Cash Flow
Foreign Exchange Effects,,,1931.0,-17.0,-35.0,-123.0,Cash Flow
Net Change in Cash,,,95074.0,198393.0,193938.0,169610.0,Cash Flow
NetCash-BeginBal/RsvdforFutUse,,,10051.0,105125.0,105125.0,105125.0,Cash Flow
NetCash-EndBal/RsrvforFutUse,,,105125.0,303518.0,299063.0,274735.0,Cash Flow
"Depreciation, Supplemental",,,2320.0,1218.0,2404.0,7562.0,Cash Flow
Free Cash Flow,,,-22235.0,-16894.0,-27187.0,-48474.0,
FCF Growth,,,,-0.24020688104340004,0.6092695631585179,0.7829845146577408,
