,2020,2021,2022,Q4 2021,Q1 2022,Q2 2022,Q3 2022,Report
Research & Development,,,,3.0,1.0,0.0,1.0,Income Statement
Depreciation/Amortization,,,,126.0,45.0,42.0,141.0,Income Statement
Litigation,,,,0.0,,,,Income Statement
Impair-Assets Held for Use,,,,0.0,0.0,0.0,,Income Statement
Other Unusual Expnse (In),,,,0.0,,,,Income Statement
Unusual Expense (Income),,,,-223.0,-2.0,0.0,-1.0,Income Statement
Loss(Gain)/Sale Asts (Oper),,,,-223.0,-2.0,0.0,-1.0,Income Statement
Total Operating Expense,,,,770.0,361.0,459.0,652.0,Income Statement
Total Operating Income,,,,809.0,292.0,331.0,537.0,Income Statement
"Inter Expse, Non-Operating",,,,-33.0,-8.0,-8.0,-10.0,Income Statement
"Inter Capital, Non-Operat",,,,2.0,1.0,1.0,1.0,Income Statement
"Inter Expse,Net Non-Operat",,,,-31.0,-7.0,-7.0,-9.0,Income Statement
"Inter/Invest Inc, Non-Oper",,,,-590.0,-308.0,-195.0,413.0,Income Statement
OtherNon-OperatInc (Expnse),,,,-1.0,2.0,1.0,-1.0,Income Statement
"Other, Net",,,,-1.0,2.0,1.0,-1.0,Income Statement
Income Before Tax,,,,188.0,-21.0,131.0,940.0,Income Statement
Income Tax - Total,,,,-1.0,-2.0,0.0,-1.0,Income Statement
Income After Tax,,,,189.0,-20.0,131.0,942.0,Income Statement
Net Inc Before Extra Items,,,,189.0,-20.0,131.0,942.0,Income Statement
Total Extraordinary Items,,,,131.0,486.0,0.0,-60.0,Income Statement
Total Net Income,,,,320.0,466.0,131.0,882.0,Income Statement
Income Available to Common Excl. Extra. Items,,,,189.0,-20.0,131.0,942.0,Income Statement
Income Available to Common Incl. Extra. Items,,,,320.0,466.0,131.0,882.0,Income Statement
Basic/Primary Weighted Average Shares,,,,20.0,19.0,20.0,41.0,Income Statement
Basic/Primary EPS Excl. Extra. Items,,,,9.55,-1.01,6.69,22.79,Income Statement
Basic/Primary EPS Incl. Extra. Items,,,,16.15,24.14,6.69,21.34,Income Statement
Diluted Weighted Average Shares,,,,21.0,19.0,21.0,43.0,Income Statement
Diluted EPS Excl. Extra. Items,,,,9.15,-1.01,6.23,21.84,Income Statement
Diluted EPS Incl. Extra. Items,,,,15.48,24.14,6.23,20.45,Income Statement
Div/Share-ComStockPrimIssue,,,,1.63,0.59,0.59,1.25,Income Statement
Gross Divid - Common Stock,,,,117.0,73.0,379.0,70.0,Income Statement
Pro Forma Net Income,,,,,,,,Income Statement
"Interest Expense, Suppl",,,,31.0,7.0,7.0,9.0,Income Statement
"Interest Capitalized, Suppl",,,,-2.0,-1.0,-1.0,-1.0,Income Statement
"Depreciat/Amort, Suppl",,,,158.0,45.0,42.0,141.0,Income Statement
Total Special Items,,,,-223.0,-2.0,0.0,-1.0,Income Statement
Normalzd Income Before Tax,,,,-35.0,-23.0,130.0,940.0,Income Statement
Efct/SpecItemsIncTxs (STEC),,,,-78.0,-1.0,0.0,0.0,Income Statement
IncTxsExcl ImpctofSpec Itms,,,,-79.0,-2.0,0.0,-2.0,Income Statement
Normalized Income After Tax,,,,44.0,-21.0,131.0,941.0,Income Statement
Normalzd Inc Avail to Common,,,,44.0,-21.0,131.0,941.0,Income Statement
Basic Normalized EPS,,,,2.23,-1.06,6.68,22.78,Income Statement
Diluted Normalized EPS,,,,2.14,-1.06,6.22,21.83,Income Statement
Date,,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Cash Flow
Net Income,,,,355.0,468.0,599.0,1481.0,Cash Flow
Depreciation/Depletion,,,,158.0,45.0,87.0,228.0,Cash Flow
Deferred Taxes,,,,-1.0,0.0,0.0,67.0,Cash Flow
Unusual Items,,,,367.0,-152.0,-55.0,-392.0,Cash Flow
Equity in Net Earnings/Loss,,,,,-60.0,36.0,-39.0,Cash Flow
Other Non-Cash Items,,,,28.0,8.0,13.0,42.0,Cash Flow
Non-Cash Items,,,,395.0,-204.0,-5.0,-389.0,Cash Flow
Accounts Receivable,,,,-185.0,-112.0,-113.0,-13.0,Cash Flow
Inventories,,,,2.0,1.0,-14.0,2.0,Cash Flow
Prepaid Expenses,,,,6.0,0.0,1.0,8.0,Cash Flow
Payable/Accrued,,,,185.0,52.0,96.0,58.0,Cash Flow
Changes in Working Capital,,,,6.0,-43.0,-18.0,59.0,Cash Flow
Total Cash from Operations,,,,914.0,266.0,662.0,1446.0,Cash Flow
Capital Expenditures,,,,-803.0,-49.0,-114.0,-303.0,Cash Flow
Acquisition of Business,,,,,-11.0,-11.0,-160.0,Cash Flow
Sale of Fixed Assets,,,,376.0,147.0,149.0,156.0,Cash Flow
Sale/Maturity of Investment,,,,,,,428.0,Cash Flow
"Investment, Net",,,,-491.0,-71.0,-202.0,-487.0,Cash Flow
Other Investing Cash Flow,,,,-3.0,13.0,27.0,41.0,Cash Flow
"OtherInvestCashFlowItms,Tot",,,,-118.0,78.0,-37.0,-23.0,Cash Flow
Total Cash from Investing,,,,-921.0,29.0,-152.0,-326.0,Cash Flow
Financing Cash Flow Items,,,,-57.0,0.0,-5.0,-41.0,Cash Flow
Total Cash Dividends Paid,,,,-112.0,-71.0,-140.0,-500.0,Cash Flow
Sale/Issuance of Common,,,,86.0,,0.0,0.0,Cash Flow
Repurch/Retirement Common,,,,-100.0,-4.0,0.0,-125.0,Cash Flow
"Common Stock, Net",,,,-14.0,-4.0,0.0,-125.0,Cash Flow
Warrants Converted,,,,1.0,0.0,16.0,18.0,Cash Flow
"Iss (Retirmnt) of Stock,Net",,,,-12.0,-4.0,16.0,-107.0,Cash Flow
Long Term Debt Issued,,,,1250.0,15.0,15.0,1035.0,Cash Flow
Long Term Debt Reduction,,,,-908.0,0.0,0.0,-1023.0,Cash Flow
"Iss (Retirmnt) of Debt, Net",,,,342.0,15.0,15.0,12.0,Cash Flow
Total Cash From Financing,,,,161.0,-59.0,-114.0,-636.0,Cash Flow
Net Change in Cash,,,,155.0,235.0,396.0,484.0,Cash Flow
NetCash-BeginBal/RsvdforFutUse,,,,20.0,175.0,175.0,175.0,Cash Flow
NetCash-EndBal/RsrvforFutUse,,,,175.0,410.0,571.0,659.0,Cash Flow
"Depreciation, Supplemental",,,,158.0,45.0,87.0,228.0,Cash Flow
Free Cash Flow,,,,111.0,217.0,548.0,1143.0,
FCF Growth,,,,,0.954954954954955,1.5253456221198158,1.085766423357664,
