,2020,2021,2022,Q4 2021,Q1 2022,Q2 2022,Q3 2022,Report
Ret. Earn.(Accum. Deficit),,,,-498.0,-550.0,-592.0,-638.0,Balance Sheet
Total Equity,,,,1664.0,1617.0,1623.0,1655.0,Balance Sheet
Total Liabilities & Shareholders’ Equity,,,,8266.0,8361.0,8419.0,8792.0,Balance Sheet
Shr Outs.-Com. Primary Iss.,,,,405.0,408.0,420.0,442.0,Balance Sheet
Shr Outs.-Com. Stk. Iss. 3,,,,675.0,670.0,658.0,637.0,Balance Sheet
Shr Outs.-Com. Stk. Iss. 4,,,,319.0,319.0,319.0,319.0,Balance Sheet
Ttl Comm. Shares Outs.,,,,1399.0,1397.0,1397.0,1398.0,Balance Sheet
Trsy. Shrs-Comm. Primary Iss.,,,,0.0,0.0,0.0,0.0,Balance Sheet
Trsy. Shrs-Comm. Iss. 3,,,,0.0,0.0,0.0,0.0,Balance Sheet
Trsy. Shrs-Comm. Iss. 4,,,,0.0,0.0,0.0,0.0,Balance Sheet
Date,,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Income Statement
Total Revenue,,,,288519.0,275977.0,327246.0,370986.0,Income Statement
Selling/Gen/Admin Expense,,,,29443.0,33657.0,43991.0,66211.0,Income Statement
Labor & Related Expense,,,,130529.0,193892.0,218118.0,234745.0,Income Statement
"Sell/Gen/AdminExpenses,Tot",,,,159972.0,227549.0,262109.0,300956.0,Income Statement
Depreciation/Amortization,,,,46362.0,61526.0,64885.0,65835.0,Income Statement
Unusual Expense (Income),,,,17498.0,9637.0,10398.0,1761.0,Income Statement
Total Operating Expense,,,,223832.0,298712.0,337392.0,368552.0,Income Statement
Total Operating Income,,,,64687.0,-22735.0,-10146.0,2434.0,Income Statement
"Inter Expse,Net Non-Operat",,,,-9488.0,-12834.0,-15051.0,-15027.0,Income Statement
"Inter/Invest Inc, Non-Oper",,,,-4289.0,17763.0,20600.0,-3339.0,Income Statement
OtherNon-OperatInc (Expnse),,,,-86132.0,-10148.0,1162.0,1839.0,Income Statement
"Other, Net",,,,-86132.0,-10148.0,1162.0,1839.0,Income Statement
Income Before Tax,,,,-35222.0,-27954.0,-3435.0,-14093.0,Income Statement
Income Tax - Total,,,,-21809.0,-5038.0,5631.0,-4085.0,Income Statement
Income After Tax,,,,-13413.0,-22916.0,-9066.0,-10008.0,Income Statement
Minority Interest,,,,13495.0,11101.0,7940.0,12068.0,Income Statement
Net Inc Before Extra Items,,,,82.0,-11815.0,-1126.0,2060.0,Income Statement
Total Net Income,,,,82.0,-11815.0,-1126.0,2060.0,Income Statement
Income Available to Common Excl. Extra. Items,,,,82.0,-11815.0,-1126.0,2060.0,Income Statement
Income Available to Common Incl. Extra. Items,,,,82.0,-11815.0,-1126.0,2060.0,Income Statement
Basic/Primary Weighted Average Shares,,,,413378.0,417109.0,422632.0,441487.0,Income Statement
Basic/Primary EPS Excl. Extra. Items,,,,0.0,-0.03,0.0,0.0,Income Statement
Basic/Primary EPS Incl. Extra. Items,,,,0.0,-0.03,0.0,0.0,Income Statement
Diluted Weighted Average Shares,,,,413378.0,417109.0,422632.0,441487.0,Income Statement
Diluted EPS Excl. Extra. Items,,,,0.0,-0.03,0.0,0.0,Income Statement
Diluted EPS Incl. Extra. Items,,,,0.0,-0.03,0.0,0.0,Income Statement
Div/Share-ComStockPrimIssue,,,,0.09,0.1,0.1,0.11,Income Statement
Gross Divid - Common Stock,,,,47076.0,40505.0,40775.0,48633.0,Income Statement
Pro Forma Net Income,,,,,,,,Income Statement
"Interest Expense, Suppl",,,,9488.0,12834.0,15051.0,15027.0,Income Statement
"Depreciat/Amort, Suppl",,,,209.0,218.0,241.0,235.0,Income Statement
Total Special Items,,,,17498.0,9637.0,10398.0,1761.0,Income Statement
Normalzd Income Before Tax,,,,-17724.0,-18317.0,6963.0,-12332.0,Income Statement
Efct/SpecItemsIncTxs (STEC),,,,6124.0,3373.0,3639.0,616.0,Income Statement
IncTxsExcl ImpctofSpec Itms,,,,-15685.0,-1665.0,9270.0,-3469.0,Income Statement
Normalized Income After Tax,,,,-2039.0,-16652.0,-2307.0,-8863.0,Income Statement
Normalzd Inc Avail to Common,,,,11456.0,-5551.0,5633.0,3205.0,Income Statement
Basic Normalized EPS,,,,0.03,-0.01,0.01,0.01,Income Statement
Diluted Normalized EPS,,,,0.03,-0.01,0.01,0.01,Income Statement
Date,,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Cash Flow
Net Income,,,,-1802.0,-23.0,-32.0,-42.0,Cash Flow
Depreciation/Depletion,,,,1.0,0.0,0.0,1.0,Cash Flow
Amortization,,,,114.0,62.0,126.0,192.0,Cash Flow
Deferred Taxes,,,,-66.0,-8.0,-4.0,-15.0,Cash Flow
Unusual Items,,,,895.0,-8.0,-29.0,-28.0,Cash Flow
Other Non-Cash Items,,,,1188.0,108.0,224.0,345.0,Cash Flow
Non-Cash Items,,,,2083.0,100.0,195.0,317.0,Cash Flow
"Cash Interest Pd, Suppl",,,,25.0,0.0,19.0,28.0,Cash Flow
Accounts Receivable,,,,,13.0,-52.0,-138.0,Cash Flow
Other Assets,,,,-2.0,4.0,1.0,-3.0,Cash Flow
Accrued Expenses,,,,93.0,-73.0,-11.0,62.0,Cash Flow
Payable/Accrued,,,,-33.0,18.0,22.0,79.0,Cash Flow
Changes in Working Capital,,,,-47.0,-38.0,-40.0,-1.0,Cash Flow
Total Cash from Operations,,,,282.0,93.0,245.0,452.0,Cash Flow
Capital Expenditures,,,,-5.0,-18.0,-28.0,-42.0,Cash Flow
Acquisition of Business,,,,-1579.0,,-114.0,-114.0,Cash Flow
Sale/Maturity of Investment,,,,314.0,2.0,2.0,3.0,Cash Flow
Purchase of Investments,,,,-329.0,-6.0,-35.0,-193.0,Cash Flow
Other Investing Cash Flow,,,,0.0,,,,Cash Flow
"OtherInvestCashFlowItms,Tot",,,,-1594.0,-4.0,-147.0,-304.0,Cash Flow
Total Cash from Investing,,,,-1599.0,-23.0,-175.0,-346.0,Cash Flow
Financing Cash Flow Items,,,,583.0,-105.0,-201.0,-300.0,Cash Flow
Total Cash Dividends Paid,,,,-47.0,-41.0,-81.0,-130.0,Cash Flow
"Iss (Retirmnt) of Stock,Net",,,,,-24.0,-24.0,-34.0,Cash Flow
Long Term Debt Issued,,,,1390.0,395.0,395.0,583.0,Cash Flow
Long Term Debt Reduction,,,,-578.0,-153.0,-153.0,-229.0,Cash Flow
"Iss (Retirmnt) of Debt, Net",,,,812.0,242.0,242.0,354.0,Cash Flow
Total Cash From Financing,,,,1348.0,73.0,-64.0,-110.0,Cash Flow
Net Change in Cash,,,,31.0,143.0,6.0,-3.0,Cash Flow
NetCash-BeginBal/RsvdforFutUse,,,,12.0,43.0,43.0,43.0,Cash Flow
NetCash-EndBal/RsrvforFutUse,,,,43.0,186.0,49.0,40.0,Cash Flow
"Depreciation, Supplemental",,,,1.0,0.0,0.0,1.0,Cash Flow
Free Cash Flow,,,,277.0,75.0,217.0,410.0,
FCF Growth,,,,,-0.7292418772563176,1.8933333333333335,0.8894009216589862,
