,2020,2021,2022,Q4 2021,Q1 2022,Q2 2022,Q3 2022,Report
"Preferred Stock, Net",,,,0.0,,,,Cash Flow
Options Exercised,,,,730.0,125.0,408.0,598.0,Cash Flow
"Iss (Retirmnt) of Stock,Net",,,,1619.0,125.0,777.0,967.0,Cash Flow
Total Cash From Financing,,,,36237.0,125.0,777.0,967.0,Cash Flow
Foreign Exchange Effects,,,,,,,-2.0,Cash Flow
Net Change in Cash,,,,-215402.0,-85592.0,-85204.0,-88718.0,Cash Flow
NetCash-BeginBal/RsvdforFutUse,,,,365462.0,150060.0,150060.0,150060.0,Cash Flow
NetCash-EndBal/RsrvforFutUse,,,,150060.0,64468.0,64856.0,61342.0,Cash Flow
"Depreciation, Supplemental",,,,123.0,58.0,230.0,414.0,Cash Flow
Free Cash Flow,,,,-71834.0,-23103.0,-47194.0,-67915.0,
FCF Growth,,,,,-0.6783834952807862,1.0427650088733067,0.43906005000635684,
