,2021,2022,Q4 2021,Q1 2022,Q2 2022,Q3 2022,Report
IncTxsExcl ImpctofSpec Itms,,,1.0,0.0,0.0,0.0,Income Statement
Normalized Income After Tax,,,-147.0,-162.0,-179.0,-302.0,Income Statement
Normalzd Inc Avail to Common,,,-143.0,-160.0,-176.0,-298.0,Income Statement
Basic Normalized EPS,,,-0.24,-0.27,-0.3,-0.5,Income Statement
Diluted Normalized EPS,,,-0.24,-0.27,-0.3,-0.5,Income Statement
Date,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Cash Flow
Net Income,,,-503.0,-162.0,-341.0,-643.0,Cash Flow
Depreciation/Depletion,,,76.0,24.0,53.0,88.0,Cash Flow
Unusual Items,,,0.0,,,,Cash Flow
Other Non-Cash Items,,,387.0,126.0,291.0,470.0,Cash Flow
Non-Cash Items,,,387.0,126.0,291.0,470.0,Cash Flow
"Cash Taxes Pd, Supplemental",,,0.0,0.0,0.0,1.0,Cash Flow
"Cash Interest Pd, Suppl",,,0.0,0.0,20.0,20.0,Cash Flow
Accounts Receivable,,,-61.0,128.0,118.0,120.0,Cash Flow
Prepaid Expenses,,,-14.0,-11.0,-27.0,-43.0,Cash Flow
Other Assets,,,-1.0,0.0,1.0,0.0,Cash Flow
Accounts Payable,,,23.0,-4.0,-11.0,-8.0,Cash Flow
Accrued Expenses,,,24.0,-14.0,-17.0,-26.0,Cash Flow
Changes in Working Capital,,,700.0,168.0,179.0,335.0,Cash Flow
Total Cash from Operations,,,659.0,156.0,183.0,250.0,Cash Flow
Purchase of Fixed Assets,,,-93.0,-52.0,-136.0,-269.0,Cash Flow
Purchase/Acq of Intangibles,,,-8.0,0.0,0.0,-2.0,Cash Flow
Capital Expenditures,,,-101.0,-52.0,-136.0,-270.0,Cash Flow
Acquisition of Business,,,-46.0,,-6.0,-6.0,Cash Flow
Sale/Maturity of Investment,,,0.0,,,,Cash Flow
Purchase of Investments,,,0.0,,,,Cash Flow
"OtherInvestCashFlowItms,Tot",,,-46.0,,-6.0,-6.0,Cash Flow
Total Cash from Investing,,,-147.0,-52.0,-142.0,-277.0,Cash Flow
Financing Cash Flow Items,,,-2.0,0.0,-1.0,-1.0,Cash Flow
"Common Stock, Net",,,76.0,24.0,30.0,43.0,Cash Flow
"Preferred Stock, Net",,,534.0,0.0,0.0,0.0,Cash Flow
Warrants Converted,,,0.0,,,,Cash Flow
"Iss (Retirmnt) of Stock,Net",,,610.0,24.0,30.0,43.0,Cash Flow
"Iss (Retirmnt) of Debt, Net",,,990.0,,,,Cash Flow
Total Cash From Financing,,,1598.0,24.0,29.0,42.0,Cash Flow
Foreign Exchange Effects,,,0.0,0.0,1.0,2.0,Cash Flow
Net Change in Cash,,,2110.0,129.0,71.0,17.0,Cash Flow
NetCash-BeginBal/RsvdforFutUse,,,894.0,3004.0,3004.0,3004.0,Cash Flow
NetCash-EndBal/RsrvforFutUse,,,3004.0,3133.0,3075.0,3022.0,Cash Flow
"Depreciation, Supplemental",,,76.0,24.0,53.0,88.0,Cash Flow
Free Cash Flow,,,558.0,104.0,47.0,-20.0,
FCF Growth,,,,-0.8136200716845878,-0.5480769230769231,-1.425531914893617,
