,2021,2022,Q4 2021,Q1 2022,Q2 2022,Q3 2022,Report
Inventories,,,-39656.0,-30490.0,-53182.0,-59139.0,Cash Flow
Prepaid Expenses,,,-4455.0,-790.0,759.0,2458.0,Cash Flow
Other Assets,,,800.0,-328.0,-375.0,-442.0,Cash Flow
Accounts Payable,,,10678.0,17494.0,15865.0,3702.0,Cash Flow
Accrued Expenses,,,4686.0,-3234.0,-2428.0,-92.0,Cash Flow
Changes in Working Capital,,,-54780.0,-96060.0,-86174.0,-100149.0,Cash Flow
Total Cash from Operations,,,33690.0,-57468.0,-15086.0,5236.0,Cash Flow
Capital Expenditures,,,-24975.0,-6666.0,-16750.0,-29002.0,Cash Flow
Acquisition of Business,,,-90508.0,,-384.0,-384.0,Cash Flow
Sale of Fixed Assets,,,35.0,,23.0,24.0,Cash Flow
Sale/Maturity of Investment,,,6796.0,,,0.0,Cash Flow
Other Investing Cash Flow,,,447.0,,0.0,0.0,Cash Flow
"OtherInvestCashFlowItms,Tot",,,-83230.0,,-361.0,-360.0,Cash Flow
Total Cash from Investing,,,-108205.0,-6666.0,-17111.0,-29362.0,Cash Flow
Financing Cash Flow Items,,,-1250.0,-6865.0,-6865.0,-6865.0,Cash Flow
Total Cash Dividends Paid,,,-110033.0,0.0,0.0,0.0,Cash Flow
Sale/Issuance of Common,,,399264.0,257663.0,257663.0,257663.0,Cash Flow
Repurch/Retirement Common,,,-281638.0,-257663.0,-272663.0,-272663.0,Cash Flow
"Iss (Retirmnt) of Stock,Net",,,117626.0,0.0,-15000.0,-15000.0,Cash Flow
Long Term Debt Issued,,,238813.0,340125.0,345125.0,345125.0,Cash Flow
Long Term Debt Reduction,,,-185138.0,-294009.0,-309822.0,-310634.0,Cash Flow
"Iss (Retirmnt) of Debt, Net",,,53675.0,46116.0,35303.0,34491.0,Cash Flow
Total Cash From Financing,,,60018.0,39251.0,13438.0,12626.0,Cash Flow
Foreign Exchange Effects,,,-861.0,-411.0,27.0,-1832.0,Cash Flow
Net Change in Cash,,,-15358.0,-25294.0,-18732.0,-13332.0,Cash Flow
NetCash-BeginBal/RsvdforFutUse,,,59310.0,43952.0,43952.0,43952.0,Cash Flow
NetCash-EndBal/RsrvforFutUse,,,43952.0,18658.0,25220.0,30620.0,Cash Flow
"Depreciation, Supplemental",,,32230.0,9494.0,19274.0,28834.0,Cash Flow
Free Cash Flow,,,8715.0,-64134.0,-31836.0,-23766.0,
FCF Growth,,,,-8.359036144578313,-0.5036018336607728,-0.2534866189219751,
