,2021,2022,Q4 2021,Q1 2022,Q2 2022,Q3 2022,Report
Net Inc Before Extra Items,,,-36807.0,-60598.0,-44688.0,-53168.0,Income Statement
Total Net Income,,,-36807.0,-60598.0,-44688.0,-53168.0,Income Statement
Total Adjust to Net Income,,,0.0,,,,Income Statement
Income Available to Common Excl. Extra. Items,,,-36807.0,-60598.0,-44688.0,-53168.0,Income Statement
Income Available to Common Incl. Extra. Items,,,-36807.0,-60598.0,-44688.0,-53168.0,Income Statement
Basic/Primary Weighted Average Shares,,,542124.0,542566.0,544704.0,548990.0,Income Statement
Basic/Primary EPS Excl. Extra. Items,,,-0.07,-0.11,-0.08,-0.1,Income Statement
Basic/Primary EPS Incl. Extra. Items,,,-0.07,-0.11,-0.08,-0.1,Income Statement
Diluted Weighted Average Shares,,,542124.0,542566.0,544704.0,548990.0,Income Statement
Diluted EPS Excl. Extra. Items,,,-0.07,-0.11,-0.08,-0.1,Income Statement
Diluted EPS Incl. Extra. Items,,,-0.07,-0.11,-0.08,-0.1,Income Statement
Div/Share-ComStockPrimIssue,,,,0.0,0.0,0.0,Income Statement
Gross Divid - Common Stock,,,0.0,0.0,0.0,0.0,Income Statement
Pro Forma Net Income,,,,,,,Income Statement
"Depreciat/Amort, Suppl",,,967.0,979.0,921.0,935.0,Income Statement
Total Special Items,,,,11600.0,,913.0,Income Statement
Normalzd Income Before Tax,,,-37588.0,-49349.0,-44915.0,-52250.0,Income Statement
Efct/SpecItemsIncTxs (STEC),,,,4060.0,,320.0,Income Statement
IncTxsExcl ImpctofSpec Itms,,,-781.0,3709.0,-227.0,325.0,Income Statement
Normalized Income After Tax,,,-36807.0,-53058.0,-44688.0,-52575.0,Income Statement
Normalzd Inc Avail to Common,,,-36807.0,-53058.0,-44688.0,-52575.0,Income Statement
Basic Normalized EPS,,,-0.07,-0.1,-0.08,-0.1,Income Statement
Diluted Normalized EPS,,,-0.07,-0.1,-0.08,-0.1,Income Statement
Date,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Cash Flow
Net Income,,,-164.0,-61.0,-105.0,-158.0,Cash Flow
Depreciation/Depletion,,,4.0,1.0,2.0,3.0,Cash Flow
Unusual Items,,,,12.0,12.0,12.0,Cash Flow
Other Non-Cash Items,,,149.0,38.0,74.0,118.0,Cash Flow
Non-Cash Items,,,149.0,50.0,86.0,130.0,Cash Flow
"Cash Taxes Pd, Supplemental",,,0.0,0.0,0.0,0.0,Cash Flow
"Cash Interest Pd, Suppl",,,0.0,,,,Cash Flow
Accounts Receivable,,,-14.0,-9.0,23.0,5.0,Cash Flow
Prepaid Expenses,,,-8.0,-21.0,-15.0,-12.0,Cash Flow
Accounts Payable,,,43.0,8.0,-6.0,-6.0,Cash Flow
Accrued Expenses,,,47.0,-15.0,-8.0,11.0,Cash Flow
Changes in Working Capital,,,68.0,-37.0,-6.0,-2.0,Cash Flow
Total Cash from Operations,,,57.0,-47.0,-24.0,-28.0,Cash Flow
Purchase of Fixed Assets,,,-3.0,-1.0,-1.0,-2.0,Cash Flow
Purchase/Acq of Intangibles,,,,,,-1.0,Cash Flow
Capital Expenditures,,,-3.0,-1.0,-1.0,-2.0,Cash Flow
Sale/Maturity of Investment,,,149.0,10.0,13.0,25.0,Cash Flow
Purchase of Investments,,,-475.0,-10.0,-13.0,-22.0,Cash Flow
"OtherInvestCashFlowItms,Tot",,,-326.0,0.0,0.0,3.0,Cash Flow
Total Cash from Investing,,,-329.0,-1.0,-1.0,1.0,Cash Flow
Financing Cash Flow Items,,,-28.0,-5.0,-9.0,-12.0,Cash Flow
Sale/Issuance of Common,,,1320.0,,0.0,0.0,Cash Flow
Repurch/Retirement Common,,,,,,-13.0,Cash Flow
"Common Stock, Net",,,1320.0,,0.0,-13.0,Cash Flow
"Preferred Stock, Net",,,0.0,,,,Cash Flow
Options Exercised,,,8.0,2.0,6.0,9.0,Cash Flow
Warrants Converted,,,0.0,,,0.0,Cash Flow
"Iss (Retirmnt) of Stock,Net",,,1328.0,2.0,6.0,-4.0,Cash Flow
"Iss (Retirmnt) of Debt, Net",,,0.0,,,,Cash Flow
Total Cash From Financing,,,1299.0,-3.0,-2.0,-16.0,Cash Flow
Net Change in Cash,,,1027.0,-50.0,-27.0,-43.0,Cash Flow
NetCash-BeginBal/RsvdforFutUse,,,228.0,1255.0,1255.0,1255.0,Cash Flow
NetCash-EndBal/RsrvforFutUse,,,1255.0,1205.0,1228.0,1213.0,Cash Flow
"Depreciation, Supplemental",,,4.0,1.0,2.0,3.0,Cash Flow
Free Cash Flow,,,54.0,-48.0,-25.0,-30.0,
FCF Growth,,,,-1.8888888888888888,-0.47916666666666663,0.19999999999999996,
