,2020,2021,2022,Q4 2021,Q1 2022,Q2 2022,Q3 2022,Report
Basic/Primary EPS Incl. Extra. Items,,,,-0.5,-0.47,-0.48,-0.57,Income Statement
Diluted Weighted Average Shares,,,,192402.0,193019.0,194488.0,195624.0,Income Statement
Diluted EPS Excl. Extra. Items,,,,-0.5,-0.47,-0.48,-0.57,Income Statement
Diluted EPS Incl. Extra. Items,,,,-0.5,-0.47,-0.48,-0.57,Income Statement
Div/Share-ComStockPrimIssue,,,,,0.0,0.0,0.0,Income Statement
Gross Divid - Common Stock,,,,0.0,0.0,0.0,0.0,Income Statement
Pro Forma Net Income,,,,,,,,Income Statement
"Interest Expense, Suppl",,,,3608.0,5119.0,3682.0,,Income Statement
"Depreciat/Amort, Suppl",,,,20552.0,20893.0,21783.0,23314.0,Income Statement
Total Special Items,,,,3631.0,5873.0,4753.0,15713.0,Income Statement
Normalzd Income Before Tax,,,,-95747.0,-91718.0,-95972.0,-100859.0,Income Statement
Efct/SpecItemsIncTxs (STEC),,,,1271.0,2056.0,1664.0,5500.0,Income Statement
IncTxsExcl ImpctofSpec Itms,,,,-2674.0,-4676.0,-5252.0,965.0,Income Statement
Normalized Income After Tax,,,,-93073.0,-87042.0,-90720.0,-101824.0,Income Statement
Normalzd Inc Avail to Common,,,,-93073.0,-87042.0,-90720.0,-101824.0,Income Statement
Basic Normalized EPS,,,,-0.48,-0.45,-0.47,-0.52,Income Statement
Diluted Normalized EPS,,,,-0.48,-0.45,-0.47,-0.52,Income Statement
Date,,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Cash Flow
Net Income,,,,-254641.0,-90859.0,-184668.0,-296705.0,Cash Flow
Depreciation/Depletion,,,,46496.0,20893.0,42676.0,65990.0,Cash Flow
Deferred Taxes,,,,-4006.0,-6734.0,-13676.0,-16634.0,Cash Flow
Non-Cash Items,,,,139242.0,46168.0,87747.0,135605.0,Cash Flow
Accounts Receivable,,,,-16546.0,-39071.0,-49571.0,-85079.0,Cash Flow
Inventories,,,,1118.0,44.0,-481.0,-1682.0,Cash Flow
Prepaid Expenses,,,,-18979.0,-999.0,4105.0,3606.0,Cash Flow
Other Assets,,,,1687.0,2625.0,3792.0,1471.0,Cash Flow
Accounts Payable,,,,3111.0,-680.0,121.0,7049.0,Cash Flow
Accrued Expenses,,,,-9744.0,-4158.0,-8597.0,3456.0,Cash Flow
Changes in Working Capital,,,,-15657.0,-24552.0,-46957.0,-67938.0,Cash Flow
Total Cash from Operations,,,,-88566.0,-55084.0,-114878.0,-179682.0,Cash Flow
Capital Expenditures,,,,-63616.0,-19225.0,-34188.0,-54801.0,Cash Flow
Acquisition of Business,,,,-23257.0,,-10451.0,-10360.0,Cash Flow
Sale/Maturity of Investment,,,,623966.0,25000.0,50000.0,85000.0,Cash Flow
Purchase of Investments,,,,-215289.0,-54906.0,-54906.0,-54906.0,Cash Flow
Other Investing Cash Flow,,,,-30000.0,,0.0,0.0,Cash Flow
"OtherInvestCashFlowItms,Tot",,,,355420.0,-29906.0,-15357.0,19734.0,Cash Flow
Total Cash from Investing,,,,291804.0,-49131.0,-49545.0,-35067.0,Cash Flow
Financing Cash Flow Items,,,,5078.0,,1659.0,2159.0,Cash Flow
"Common Stock, Net",,,,0.0,,,,Cash Flow
Options Exercised,,,,22784.0,2235.0,5450.0,10818.0,Cash Flow
Warrants Converted,,,,0.0,,,,Cash Flow
"Iss (Retirmnt) of Stock,Net",,,,22784.0,2235.0,5450.0,10818.0,Cash Flow
Long Term Debt Issued,,,,0.0,,,,Cash Flow
Long Term Debt Reduction,,,,-51.0,-13.0,-27.0,-38.0,Cash Flow
"Iss (Retirmnt) of Debt, Net",,,,-51.0,-13.0,-27.0,-38.0,Cash Flow
Total Cash From Financing,,,,27811.0,2222.0,7082.0,12939.0,Cash Flow
Net Change in Cash,,,,231049.0,-101993.0,-157341.0,-201810.0,Cash Flow
NetCash-BeginBal/RsvdforFutUse,,,,115005.0,346054.0,346054.0,346054.0,Cash Flow
NetCash-EndBal/RsrvforFutUse,,,,346054.0,244061.0,188713.0,144244.0,Cash Flow
"Depreciation, Supplemental",,,,46496.0,20893.0,42676.0,65990.0,Cash Flow
Free Cash Flow,,,,-152182.0,-74309.0,-149066.0,-234483.0,
FCF Growth,,,,,-0.5117096634293149,1.0060288794089547,0.5730146378114391,
