,2018,2019,2020,2021,2022,Q4 2021,Q1 2022,Q2 2022,Q3 2022,Report
Other Assets,,,,,,-43.0,60.0,56.0,40.0,Cash Flow
Accounts Payable,,,,,,39.0,-32.0,-5.0,4.0,Cash Flow
Changes in Working Capital,,,,,,15.0,58.0,53.0,40.0,Cash Flow
Total Cash from Operations,,,,,,426.0,135.0,242.0,349.0,Cash Flow
Capital Expenditures,,,,,,-37.0,-10.0,-18.0,-28.0,Cash Flow
Acquisition of Business,,,,,,,,,-44.0,Cash Flow
Sale of Fixed Assets,,,,,,,202.0,263.0,263.0,Cash Flow
Other Investing Cash Flow,,,,,,3.0,,-1.0,-1.0,Cash Flow
"OtherInvestCashFlowItms,Tot",,,,,,3.0,202.0,262.0,218.0,Cash Flow
Total Cash from Investing,,,,,,-34.0,192.0,244.0,190.0,Cash Flow
Financing Cash Flow Items,,,,,,-7.0,-9.0,-11.0,-15.0,Cash Flow
Total Cash Dividends Paid,,,,,,-82.0,-30.0,-59.0,-88.0,Cash Flow
"Common Stock, Net",,,,,,-107.0,-39.0,-179.0,-313.0,Cash Flow
Options Exercised,,,,,,17.0,,,,Cash Flow
"Iss (Retirmnt) of Stock,Net",,,,,,-90.0,-39.0,-179.0,-313.0,Cash Flow
Long Term Debt Issued,,,,,,45.0,,,400.0,Cash Flow
Long Term Debt Reduction,,,,,,-574.0,-4.0,-404.0,-404.0,Cash Flow
"Long Term Debt, Net",,,,,,-534.0,-4.0,-407.0,-4.0,Cash Flow
Total Debt Issued,,,,,,,,400.0,,Cash Flow
"Iss (Retirmnt) of Debt, Net",,,,,,-534.0,-4.0,-7.0,-4.0,Cash Flow
Total Cash From Financing,,,,,,-713.0,-82.0,-256.0,-420.0,Cash Flow
Foreign Exchange Effects,,,,,,-1.0,,-1.0,-4.0,Cash Flow
Net Change in Cash,,,,,,-322.0,245.0,229.0,115.0,Cash Flow
NetCash-BeginBal/RsvdforFutUse,,,,,,493.0,171.0,171.0,171.0,Cash Flow
NetCash-EndBal/RsrvforFutUse,,,,,,171.0,416.0,400.0,286.0,Cash Flow
"Depreciation, Supplemental",,,,,,95.0,24.0,40.0,58.0,Cash Flow
Free Cash Flow,,,,,,389.0,125.0,224.0,321.0,
FCF Growth,,,,,,,-0.6786632390745502,0.792,0.4330357142857142,
