,2020,2021,2022,Q4 2021,Q1 2022,Q2 2022,Q3 2022,Report
Normalized Income After Tax,,,,0.0,-7.0,18.0,21.0,Income Statement
Normalzd Inc Avail to Common,,,,5.0,-1.0,14.0,18.0,Income Statement
Basic Normalized EPS,,,,0.08,-0.02,0.17,0.22,Income Statement
Diluted Normalized EPS,,,,0.08,-0.02,0.17,0.22,Income Statement
Date,,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Cash Flow
Net Income,,,,-74.0,-13.0,2.0,48.0,Cash Flow
Depreciation/Depletion,,,,104.0,29.0,59.0,102.0,Cash Flow
Deferred Taxes,,,,-3.0,-6.0,-6.0,-4.0,Cash Flow
Unusual Items,,,,0.0,,0.0,0.0,Cash Flow
Other Non-Cash Items,,,,59.0,22.0,35.0,15.0,Cash Flow
Non-Cash Items,,,,59.0,22.0,35.0,15.0,Cash Flow
"Cash Taxes Pd, Supplemental",,,,0.0,,0.0,0.0,Cash Flow
"Cash Interest Pd, Suppl",,,,21.0,2.0,12.0,14.0,Cash Flow
Accounts Receivable,,,,-121.0,-20.0,-50.0,-58.0,Cash Flow
Inventories,,,,2.0,2.0,3.0,3.0,Cash Flow
Prepaid Expenses,,,,0.0,1.0,2.0,-5.0,Cash Flow
Accounts Payable,,,,57.0,15.0,36.0,44.0,Cash Flow
Accrued Expenses,,,,5.0,3.0,3.0,8.0,Cash Flow
Changes in Working Capital,,,,-84.0,-1.0,-19.0,-25.0,Cash Flow
Total Cash from Operations,,,,3.0,31.0,71.0,136.0,Cash Flow
Purchase of Fixed Assets,,,,-8.0,-11.0,-27.0,-46.0,Cash Flow
Purchase/Acq of Intangibles,,,,-67.0,-8.0,-20.0,-32.0,Cash Flow
Capital Expenditures,,,,-75.0,-19.0,-47.0,-78.0,Cash Flow
Acquisition of Business,,,,-55.0,-13.0,-13.0,-135.0,Cash Flow
Purchase of Investments,,,,-31.0,-2.0,-2.0,-2.0,Cash Flow
Other Investing Cash Flow,,,,-10.0,-5.0,-12.0,-268.0,Cash Flow
"OtherInvestCashFlowItms,Tot",,,,-95.0,-19.0,-26.0,-405.0,Cash Flow
Total Cash from Investing,,,,-171.0,-38.0,-73.0,-483.0,Cash Flow
Financing Cash Flow Items,,,,-141.0,-17.0,-25.0,-26.0,Cash Flow
"Iss (Retirmnt) of Stock,Net",,,,-20.0,-19.0,-186.0,-186.0,Cash Flow
Long Term Debt Issued,,,,633.0,,,0.0,Cash Flow
Long Term Debt Reduction,,,,-1.0,,,0.0,Cash Flow
"Iss (Retirmnt) of Debt, Net",,,,632.0,,,0.0,Cash Flow
Total Cash From Financing,,,,471.0,-36.0,-211.0,-211.0,Cash Flow
Foreign Exchange Effects,,,,,,0.0,0.0,Cash Flow
Net Change in Cash,,,,304.0,-43.0,-213.0,-559.0,Cash Flow
NetCash-BeginBal/RsvdforFutUse,,,,928.0,1232.0,1232.0,1232.0,Cash Flow
NetCash-EndBal/RsrvforFutUse,,,,1232.0,1189.0,1018.0,673.0,Cash Flow
"Depreciation, Supplemental",,,,104.0,29.0,59.0,102.0,Cash Flow
Free Cash Flow,,,,-72.0,12.0,24.0,58.0,
FCF Growth,,,,,-1.1666666666666667,1.0,1.4166666666666665,
