,2020,2021,2022,Q4 2021,Q1 2022,Q2 2022,Q3 2022,Report
Income Before Tax,,,,-31742.0,-33157.0,-34971.0,-36503.0,Income Statement
Income Tax - Total,,,,0.0,0.0,0.0,0.0,Income Statement
Income After Tax,,,,-31742.0,-33157.0,-34971.0,-36503.0,Income Statement
Net Inc Before Extra Items,,,,-31742.0,-33157.0,-34971.0,-36503.0,Income Statement
Total Net Income,,,,-31742.0,-33157.0,-34971.0,-36503.0,Income Statement
Income Available to Common Excl. Extra. Items,,,,-31742.0,-33157.0,-34971.0,-36503.0,Income Statement
Income Available to Common Incl. Extra. Items,,,,-31742.0,-33157.0,-34971.0,-36503.0,Income Statement
Basic/Primary Weighted Average Shares,,,,214493.0,216017.0,216886.0,217888.0,Income Statement
Basic/Primary EPS Excl. Extra. Items,,,,-0.15,-0.15,-0.16,-0.17,Income Statement
Basic/Primary EPS Incl. Extra. Items,,,,-0.15,-0.15,-0.16,-0.17,Income Statement
Diluted Weighted Average Shares,,,,214493.0,216017.0,216886.0,217888.0,Income Statement
Diluted EPS Excl. Extra. Items,,,,-0.15,-0.15,-0.16,-0.17,Income Statement
Diluted EPS Incl. Extra. Items,,,,-0.15,-0.15,-0.16,-0.17,Income Statement
Div/Share-ComStockPrimIssue,,,,,0.0,0.0,0.0,Income Statement
Gross Divid - Common Stock,,,,0.0,0.0,0.0,0.0,Income Statement
Pro Forma Net Income,,,,,,,,Income Statement
"Depreciat/Amort, Suppl",,,,406.0,430.0,600.0,676.0,Income Statement
Total Special Items,,,,,700.0,100.0,500.0,Income Statement
Normalzd Income Before Tax,,,,-31742.0,-32457.0,-34871.0,-36003.0,Income Statement
Efct/SpecItemsIncTxs (STEC),,,,,0.0,0.0,0.0,Income Statement
IncTxsExcl ImpctofSpec Itms,,,,0.0,0.0,0.0,0.0,Income Statement
Normalized Income After Tax,,,,-31742.0,-32457.0,-34871.0,-36003.0,Income Statement
Normalzd Inc Avail to Common,,,,-31742.0,-32457.0,-34871.0,-36003.0,Income Statement
Basic Normalized EPS,,,,-0.15,-0.15,-0.16,-0.17,Income Statement
Diluted Normalized EPS,,,,-0.15,-0.15,-0.16,-0.17,Income Statement
Date,,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Cash Flow
Net Income,,,,-102.0,-33.0,-68.0,-105.0,Cash Flow
Depreciation/Depletion,,,,1.0,1.0,1.0,2.0,Cash Flow
Unusual Items,,,,-2.0,-1.0,-1.0,-1.0,Cash Flow
Other Non-Cash Items,,,,26.0,8.0,15.0,23.0,Cash Flow
Non-Cash Items,,,,24.0,7.0,14.0,22.0,Cash Flow
"Cash Taxes Pd, Supplemental",,,,0.0,0.0,0.0,0.0,Cash Flow
"Cash Interest Pd, Suppl",,,,0.0,0.0,0.0,0.0,Cash Flow
Accounts Receivable,,,,-2.0,2.0,2.0,-1.0,Cash Flow
Inventories,,,,-1.0,0.0,0.0,-1.0,Cash Flow
Other Assets,,,,-8.0,0.0,-3.0,-1.0,Cash Flow
Accounts Payable,,,,3.0,2.0,0.0,2.0,Cash Flow
Accrued Expenses,,,,3.0,-5.0,-3.0,-1.0,Cash Flow
Changes in Working Capital,,,,-5.0,-1.0,-6.0,-2.0,Cash Flow
Total Cash from Operations,,,,-82.0,-27.0,-58.0,-83.0,Cash Flow
Purchase of Fixed Assets,,,,-4.0,-1.0,-4.0,-6.0,Cash Flow
Purchase/Acq of Intangibles,,,,-5.0,,,,Cash Flow
Capital Expenditures,,,,-8.0,-1.0,-4.0,-6.0,Cash Flow
Sale/Maturity of Investment,,,,192.0,106.0,218.0,284.0,Cash Flow
Purchase of Investments,,,,-572.0,-82.0,-140.0,-144.0,Cash Flow
"OtherInvestCashFlowItms,Tot",,,,-380.0,23.0,78.0,140.0,Cash Flow
Total Cash from Investing,,,,-389.0,22.0,74.0,134.0,Cash Flow
Financing Cash Flow Items,,,,-49.0,0.0,0.0,-1.0,Cash Flow
"Common Stock, Net",,,,561.0,0.0,0.0,0.0,Cash Flow
Options Exercised,,,,1.0,0.0,0.0,0.0,Cash Flow
Warrants Converted,,,,,0.0,0.0,0.0,Cash Flow
"Iss (Retirmnt) of Stock,Net",,,,562.0,0.0,0.0,0.0,Cash Flow
Total Cash From Financing,,,,513.0,0.0,0.0,0.0,Cash Flow
Net Change in Cash,,,,42.0,-4.0,16.0,51.0,Cash Flow
NetCash-BeginBal/RsvdforFutUse,,,,25.0,67.0,67.0,67.0,Cash Flow
NetCash-EndBal/RsrvforFutUse,,,,67.0,62.0,83.0,118.0,Cash Flow
"Depreciation, Supplemental",,,,1.0,1.0,1.0,2.0,Cash Flow
Free Cash Flow,,,,-90.0,-28.0,-62.0,-89.0,
FCF Growth,,,,,-0.6888888888888889,1.2142857142857144,0.435483870967742,
