,2021,2022,Q4 2021,Q1 2022,Q2 2022,Q3 2022,Report
"Cash Taxes Pd, Supplemental",,,2637.0,334.0,949.0,2326.0,Cash Flow
Accounts Receivable,,,-14415.0,1584.0,-8740.0,-10587.0,Cash Flow
Prepaid Expenses,,,-6200.0,-2196.0,-6611.0,-4728.0,Cash Flow
Other Assets,,,-34340.0,-8309.0,-17491.0,-25799.0,Cash Flow
Payable/Accrued,,,9292.0,-1094.0,1983.0,4901.0,Cash Flow
Changes in Working Capital,,,30922.0,11104.0,15508.0,29015.0,Cash Flow
Total Cash from Operations,,,76778.0,25141.0,47393.0,80121.0,Cash Flow
Purchase of Fixed Assets,,,-3010.0,-1031.0,-2621.0,-4467.0,Cash Flow
Purchase/Acq of Intangibles,,,-2506.0,-738.0,-2260.0,-2681.0,Cash Flow
Capital Expenditures,,,-5516.0,-1769.0,-4881.0,-7148.0,Cash Flow
Acquisition of Business,,,-33824.0,,,,Cash Flow
Sale of Business,,,,40.0,40.0,40.0,Cash Flow
Purchase of Investments,,,,,-2375.0,-3375.0,Cash Flow
"OtherInvestCashFlowItms,Tot",,,-33824.0,40.0,-2335.0,-3335.0,Cash Flow
Total Cash from Investing,,,-39340.0,-1729.0,-7216.0,-10483.0,Cash Flow
Financing Cash Flow Items,,,-12628.0,-167.0,-1985.0,-2682.0,Cash Flow
Sale/Issuance of Common,,,159297.0,,2932.0,2932.0,Cash Flow
Repurch/Retirement Common,,,-1171.0,0.0,0.0,0.0,Cash Flow
"Common Stock, Net",,,158126.0,0.0,2932.0,2932.0,Cash Flow
Options Exercised,,,5774.0,1047.0,2222.0,3235.0,Cash Flow
"Iss (Retirmnt) of Stock,Net",,,163900.0,1047.0,5154.0,6167.0,Cash Flow
Long Term Debt Issued,,,0.0,,,,Cash Flow
Long Term Debt Reduction,,,-40.0,-10.0,-21.0,-31.0,Cash Flow
"Iss (Retirmnt) of Debt, Net",,,-40.0,-10.0,-21.0,-31.0,Cash Flow
Total Cash From Financing,,,151232.0,870.0,3148.0,3454.0,Cash Flow
Foreign Exchange Effects,,,-529.0,343.0,-1553.0,-2879.0,Cash Flow
Net Change in Cash,,,188141.0,24625.0,41772.0,70213.0,Cash Flow
NetCash-BeginBal/RsvdforFutUse,,,85582.0,273723.0,273723.0,273723.0,Cash Flow
NetCash-EndBal/RsrvforFutUse,,,273723.0,298348.0,315495.0,343936.0,Cash Flow
"Depreciation, Supplemental",,,13639.0,3730.0,7655.0,11440.0,Cash Flow
Free Cash Flow,,,71262.0,23372.0,42512.0,72973.0,
FCF Growth,,,,-0.6720271673542701,0.8189286325517713,0.7165270982310876,
