,2019,2020,2021,2022,Q4 2021,Q1 2022,Q2 2022,Q3 2022,Report
Normalzd Inc Avail to Common,,,,,-27234.0,-32450.0,-46519.0,-47261.0,Income Statement
Basic Normalized EPS,,,,,-0.35,-0.42,-0.59,-0.59,Income Statement
Diluted Normalized EPS,,,,,-0.35,-0.42,-0.59,-0.59,Income Statement
Date,,,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Cash Flow
Net Income,,,,,-120335.0,-32450.0,-78969.0,-126230.0,Cash Flow
Depreciation/Depletion,,,,,6089.0,1427.0,2823.0,3421.0,Cash Flow
Non-Cash Items,,,,,36809.0,9273.0,18106.0,26455.0,Cash Flow
Accounts Receivable,,,,,-3112.0,4842.0,-1729.0,565.0,Cash Flow
Prepaid Expenses,,,,,-4145.0,241.0,-4249.0,-892.0,Cash Flow
Accounts Payable,,,,,-4417.0,-431.0,1627.0,-1681.0,Cash Flow
Accrued Expenses,,,,,-1892.0,-5983.0,-12221.0,-4866.0,Cash Flow
Changes in Working Capital,,,,,4208.0,-13988.0,-27849.0,-17681.0,Cash Flow
Total Cash from Operations,,,,,-73229.0,-35738.0,-85889.0,-114035.0,Cash Flow
Capital Expenditures,,,,,-1684.0,-285.0,-1107.0,-1417.0,Cash Flow
Sale/Maturity of Investment,,,,,223500.0,80336.0,122336.0,186537.0,Cash Flow
Purchase of Investments,,,,,-293466.0,-86904.0,-144048.0,-172486.0,Cash Flow
"OtherInvestCashFlowItms,Tot",,,,,-69966.0,-6568.0,-21712.0,14051.0,Cash Flow
Total Cash from Investing,,,,,-71650.0,-6853.0,-22819.0,12634.0,Cash Flow
Financing Cash Flow Items,,,,,0.0,,,,Cash Flow
"Common Stock, Net",,,,,134776.0,0.0,17403.0,49446.0,Cash Flow
Options Exercised,,,,,14881.0,668.0,2889.0,4064.0,Cash Flow
"Iss (Retirmnt) of Stock,Net",,,,,149657.0,668.0,20292.0,53510.0,Cash Flow
Total Cash From Financing,,,,,149657.0,668.0,20292.0,53510.0,Cash Flow
Net Change in Cash,,,,,4778.0,-41923.0,-88416.0,-47891.0,Cash Flow
NetCash-BeginBal/RsvdforFutUse,,,,,148516.0,153294.0,153294.0,153294.0,Cash Flow
NetCash-EndBal/RsrvforFutUse,,,,,153294.0,111371.0,64878.0,105403.0,Cash Flow
"Depreciation, Supplemental",,,,,6089.0,1427.0,2823.0,3421.0,Cash Flow
Free Cash Flow,,,,,-74913.0,-36023.0,-86996.0,-115452.0,
FCF Growth,,,,,,-0.5191355305487699,1.415012630819199,0.32709549864361587,
