,2021,2022,Q4 2021,Q1 2022,Q2 2022,Q3 2022,Report
Income Available to Common Incl. Extra. Items,,,-9108.0,-11849.0,-20171.0,-20058.0,Income Statement
Basic/Primary Weighted Average Shares,,,60030.0,57972.0,58344.0,58641.0,Income Statement
Basic/Primary EPS Excl. Extra. Items,,,-0.15,-0.2,-0.35,-0.34,Income Statement
Basic/Primary EPS Incl. Extra. Items,,,-0.15,-0.2,-0.35,-0.34,Income Statement
Diluted Weighted Average Shares,,,60030.0,57972.0,58344.0,58641.0,Income Statement
Diluted EPS Excl. Extra. Items,,,-0.15,-0.2,-0.35,-0.34,Income Statement
Diluted EPS Incl. Extra. Items,,,-0.15,-0.2,-0.35,-0.34,Income Statement
Div/Share-ComStockPrimIssue,,,,0.0,0.0,0.0,Income Statement
Gross Divid - Common Stock,,,0.0,,0.0,0.0,Income Statement
Pro Forma Net Income,,,,,,,Income Statement
"Depreciat/Amort, Suppl",,,420.0,455.0,600.0,824.0,Income Statement
Total Special Items,,,0.0,,,,Income Statement
Normalzd Income Before Tax,,,-9137.0,-11820.0,-20127.0,-20020.0,Income Statement
Efct/SpecItemsIncTxs (STEC),,,0.0,,,,Income Statement
IncTxsExcl ImpctofSpec Itms,,,-29.0,29.0,44.0,38.0,Income Statement
Normalized Income After Tax,,,-9108.0,-11849.0,-20171.0,-20058.0,Income Statement
Normalzd Inc Avail to Common,,,-9108.0,-11849.0,-20171.0,-20058.0,Income Statement
Basic Normalized EPS,,,-0.15,-0.2,-0.35,-0.34,Income Statement
Diluted Normalized EPS,,,-0.15,-0.2,-0.35,-0.34,Income Statement
Date,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Cash Flow
Net Income,,,-24344.0,-11849.0,-32020.0,-52077.0,Cash Flow
Depreciation/Depletion,,,1674.0,455.0,1155.0,2079.0,Cash Flow
Unusual Items,,,-1.0,,-1.0,-1.0,Cash Flow
Other Non-Cash Items,,,7662.0,3641.0,10406.0,17356.0,Cash Flow
Non-Cash Items,,,7661.0,3641.0,10405.0,17355.0,Cash Flow
"Cash Taxes Pd, Supplemental",,,97.0,102.0,248.0,280.0,Cash Flow
"Cash Interest Pd, Suppl",,,105.0,0.0,0.0,0.0,Cash Flow
Accounts Receivable,,,-8662.0,-4370.0,-3935.0,-2317.0,Cash Flow
Other Assets,,,-3192.0,926.0,1284.0,-2218.0,Cash Flow
Accounts Payable,,,1091.0,2773.0,2966.0,2058.0,Cash Flow
Accrued Expenses,,,3597.0,-3516.0,-2228.0,-1943.0,Cash Flow
Changes in Working Capital,,,-6633.0,-3631.0,-1718.0,-4010.0,Cash Flow
Total Cash from Operations,,,-21642.0,-11384.0,-22178.0,-36653.0,Cash Flow
Capital Expenditures,,,-3107.0,-631.0,-1868.0,-3727.0,Cash Flow
"OtherInvestCashFlowItms,Tot",,,,-5310.0,-5310.0,-5310.0,Cash Flow
Total Cash from Investing,,,-3107.0,-5941.0,-7178.0,-9037.0,Cash Flow
Financing Cash Flow Items,,,219811.0,-284.0,-284.0,-284.0,Cash Flow
"Common Stock, Net",,,-476.0,-233.0,-264.0,-264.0,Cash Flow
"Preferred Stock, Net",,,0.0,,,,Cash Flow
Options Exercised,,,2288.0,970.0,2656.0,3923.0,Cash Flow
Warrants Converted,,,146.0,,,,Cash Flow
"Iss (Retirmnt) of Stock,Net",,,1958.0,737.0,2392.0,3659.0,Cash Flow
Long Term Debt Issued,,,0.0,,,,Cash Flow
Long Term Debt Reduction,,,-112.0,-29.0,-42.0,-40.0,Cash Flow
"Iss (Retirmnt) of Debt, Net",,,-112.0,-29.0,-42.0,-40.0,Cash Flow
Total Cash From Financing,,,221657.0,424.0,2066.0,3335.0,Cash Flow
Net Change in Cash,,,196908.0,-16901.0,-27290.0,-42355.0,Cash Flow
NetCash-BeginBal/RsvdforFutUse,,,58569.0,255477.0,255477.0,255477.0,Cash Flow
NetCash-EndBal/RsrvforFutUse,,,255477.0,238576.0,228187.0,213122.0,Cash Flow
"Depreciation, Supplemental",,,1674.0,455.0,1155.0,2079.0,Cash Flow
Free Cash Flow,,,-24749.0,-12015.0,-24046.0,-40380.0,
FCF Growth,,,,-0.5145258394278557,1.0013316687473992,0.6792813773600599,
