,2018,2019,2020,2021,2022,Q4 2021,Q1 2022,Q2 2022,Q3 2022,Report
Total Long Term Debt,,,,,,5456.0,5452.0,5422.0,5417.0,Balance Sheet
Total Debt,,,,,,5487.0,5483.0,5479.0,5475.0,Balance Sheet
Deferred Income Tax,,,,,,380.0,377.0,366.0,351.0,Balance Sheet
"Other Liabilities, Total",,,,,,519.0,414.0,346.0,274.0,Balance Sheet
Total Liabilities,,,,,,8257.0,8034.0,7795.0,7674.0,Balance Sheet
"Pref. Stock-Non Rdmbl, Net",,,,,,1393.0,1393.0,1393.0,1393.0,Balance Sheet
Common Stock,,,,,,11828.0,11815.0,11701.0,11718.0,Balance Sheet
Ret. Earn.(Accum. Deficit),,,,,,-1604.0,-1553.0,-1518.0,-5955.0,Balance Sheet
Treasury Stock - Common,,,,,,-17.0,-49.0,-16.0,-11.0,Balance Sheet
"Other Equity, Total",,,,,,327.0,104.0,-519.0,-1070.0,Balance Sheet
Total Equity,,,,,,11926.0,11710.0,11041.0,6075.0,Balance Sheet
Total Liabilities & Shareholders’ Equity,,,,,,20183.0,19744.0,18836.0,13749.0,Balance Sheet
Ttl Comm. Shares Outs.,,,,,,683.0,679.0,673.0,674.0,Balance Sheet
Trsy. Shrs-Comm. Primary Iss.,,,,,,1.0,2.0,1.0,0.0,Balance Sheet
Trsry Shrs-Pref. Iss. 1,,,,,,0.0,0.0,0.0,0.0,Balance Sheet
Date,,,,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Income Statement
Total Revenue,,,,,,561.0,662.0,687.0,636.0,Income Statement
"Cost of Revenue, Total",,,,,,188.0,249.0,244.0,224.0,Income Statement
Selling/Gen/Admin Expense,,,,,,146.0,170.0,167.0,158.0,Income Statement
Labor & Related Expense,,,,,,,17.0,14.0,15.0,Income Statement
"Sell/Gen/AdminExpenses,Tot",,,,,,146.0,187.0,181.0,173.0,Income Statement
Depreciation,,,,,,5.0,176.0,176.0,170.0,Income Statement
Amortiz of Intangibles,,,,,,141.0,,,,Income Statement
Depreciation/Amortization,,,,,,145.0,176.0,176.0,170.0,Income Statement
"Inter/Invest Inc, Operating",,,,,,36.0,-121.0,-73.0,-83.0,Income Statement
Restructuring Charge,,,,,,-2.0,10.0,19.0,26.0,Income Statement
Litigation,,,,,,6.0,1.0,0.0,0.0,Income Statement
Impair-Assets Held for Use,,,,,,0.0,,,4449.0,Income Statement
Other Unusual Expnse (In),,,,,,39.0,7.0,5.0,-4.0,Income Statement
Unusual Expense (Income),,,,,,43.0,18.0,24.0,4471.0,Income Statement
"Other Operat Expse, Total",,,,,,3.0,7.0,-1.0,3.0,Income Statement
Total Operating Expense,,,,,,561.0,517.0,551.0,4958.0,Income Statement
Total Operating Income,,,,,,0.0,145.0,135.0,-4322.0,Income Statement
"Inter Expse,Net Non-Operat",,,,,,-111.0,-60.0,-62.0,-72.0,Income Statement
Income Before Tax,,,,,,-111.0,86.0,73.0,-4393.0,Income Statement
Income Tax - Total,,,,,,0.0,16.0,11.0,22.0,Income Statement
Income After Tax,,,,,,-111.0,70.0,62.0,-4416.0,Income Statement
Net Inc Before Extra Items,,,,,,-111.0,70.0,62.0,-4416.0,Income Statement
Total Net Income,,,,,,-111.0,70.0,62.0,-4416.0,Income Statement
Total Adjust to Net Income,,,,,,-19.0,-19.0,-19.0,-19.0,Income Statement
Income Available to Common Excl. Extra. Items,,,,,,-130.0,51.0,44.0,-4434.0,Income Statement
Income Available to Common Incl. Extra. Items,,,,,,-130.0,51.0,44.0,-4434.0,Income Statement
Basic/Primary Weighted Average Shares,,,,,,676.0,683.0,674.0,674.0,Income Statement
Basic/Primary EPS Excl. Extra. Items,,,,,,-0.19,0.07,0.06,-6.58,Income Statement
Basic/Primary EPS Incl. Extra. Items,,,,,,-0.19,0.07,0.06,-6.58,Income Statement
Diluted Weighted Average Shares,,,,,,676.0,688.0,678.0,674.0,Income Statement
Diluted EPS Excl. Extra. Items,,,,,,-0.19,0.07,0.06,-6.58,Income Statement
Diluted EPS Incl. Extra. Items,,,,,,-0.19,0.07,0.06,-6.58,Income Statement
Div/Share-ComStockPrimIssue,,,,,,,0.0,0.0,0.0,Income Statement
Pro Forma Net Income,,,,,,,,,,Income Statement
"Interest Expense, Suppl",,,,,,111.0,60.0,62.0,72.0,Income Statement
"Depreciat/Amort, Suppl",,,,,,5.0,11.0,10.0,9.0,Income Statement
Total Special Items,,,,,,43.0,18.0,24.0,4471.0,Income Statement
Normalzd Income Before Tax,,,,,,-69.0,104.0,97.0,78.0,Income Statement
Efct/SpecItemsIncTxs (STEC),,,,,,15.0,3.0,4.0,1565.0,Income Statement
IncTxsExcl ImpctofSpec Itms,,,,,,15.0,20.0,14.0,1587.0,Income Statement
Normalized Income After Tax,,,,,,-84.0,84.0,83.0,-1509.0,Income Statement
Normalzd Inc Avail to Common,,,,,,-103.0,66.0,65.0,-1528.0,Income Statement
Basic Normalized EPS,,,,,,-0.15,0.1,0.1,-2.27,Income Statement
Diluted Normalized EPS,,,,,,-0.15,0.1,0.1,-2.27,Income Statement
Date,,,,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Cash Flow
Net Income,,,,,,-270.0,70.0,132.0,-4284.0,Cash Flow
Depreciation/Depletion,,,,,,538.0,176.0,352.0,522.0,Cash Flow
Deferred Taxes,,,,,,-13.0,-1.0,-1.0,-3.0,Cash Flow
Unusual Items,,,,,,-51.0,-95.0,-145.0,4277.0,Cash Flow
Other Non-Cash Items,,,,,,53.0,9.0,16.0,20.0,Cash Flow
Non-Cash Items,,,,,,2.0,-86.0,-129.0,4296.0,Cash Flow
"Cash Interest Pd, Suppl",,,,,,182.0,28.0,113.0,152.0,Cash Flow
Accounts Receivable,,,,,,-64.0,40.0,54.0,77.0,Cash Flow
Prepaid Expenses,,,,,,3.0,-21.0,-27.0,-29.0,Cash Flow
Other Assets,,,,,,31.0,-14.0,-10.0,-47.0,Cash Flow
Accounts Payable,,,,,,31.0,-10.0,-9.0,-16.0,Cash Flow
Accrued Expenses,,,,,,60.0,-149.0,-161.0,-69.0,Cash Flow
Changes in Working Capital,,,,,,68.0,-91.0,-189.0,-159.0,Cash Flow
Total Cash from Operations,,,,,,324.0,67.0,165.0,372.0,Cash Flow
Purchase of Fixed Assets,,,,,,-119.0,-41.0,-89.0,-157.0,Cash Flow
Purchase/Acq of Intangibles,,,,,,0.0,,-5.0,-5.0,Cash Flow
Capital Expenditures,,,,,,-119.0,-41.0,-94.0,-162.0,Cash Flow
Acquisition of Business,,,,,,-3930.0,-1.0,-9.0,-9.0,Cash Flow
Sale of Business,,,,,,4.0,,,,Cash Flow
"OtherInvestCashFlowItms,Tot",,,,,,-3926.0,-1.0,-9.0,-9.0,Cash Flow
Total Cash from Investing,,,,,,-4044.0,-43.0,-103.0,-171.0,Cash Flow
Financing Cash Flow Items,,,,,,-58.0,-8.0,-14.0,-16.0,Cash Flow
Total Cash Dividends Paid,,,,,,-19.0,-19.0,-38.0,-57.0,Cash Flow
Sale/Issuance of Common,,,,,,728.0,,0.0,0.0,Cash Flow
Repurch/Retirement Common,,,,,,-159.0,-55.0,-175.0,-175.0,Cash Flow
"Common Stock, Net",,,,,,709.0,-55.0,-174.0,-173.0,Cash Flow
"Preferred Stock, Net",,,,,,1393.0,,0.0,0.0,Cash Flow
Options Exercised,,,,,,19.0,0.0,1.0,1.0,Cash Flow
Warrants Converted,,,,,,0.0,,,,Cash Flow
"Iss (Retirmnt) of Stock,Net",,,,,,2120.0,-55.0,-174.0,-172.0,Cash Flow
Long Term Debt Issued,,,,,,2175.0,,0.0,0.0,Cash Flow
Long Term Debt Reduction,,,,,,-186.0,-8.0,-14.0,-23.0,Cash Flow
"Iss (Retirmnt) of Debt, Net",,,,,,1989.0,-8.0,-14.0,-23.0,Cash Flow
Total Cash From Financing,,,,,,4032.0,-89.0,-239.0,-268.0,Cash Flow
Foreign Exchange Effects,,,,,,4.0,-8.0,-37.0,-65.0,Cash Flow
Net Change in Cash,,,,,,315.0,-72.0,-215.0,-130.0,Cash Flow
NetCash-BeginBal/RsvdforFutUse,,,,,,272.0,588.0,588.0,588.0,Cash Flow
NetCash-EndBal/RsrvforFutUse,,,,,,588.0,516.0,373.0,457.0,Cash Flow
"Depreciation, Supplemental",,,,,,538.0,176.0,352.0,522.0,Cash Flow
Free Cash Flow,,,,,,205.0,26.0,71.0,210.0,
FCF Growth,,,,,,,-0.8731707317073171,1.7307692307692308,1.9577464788732395,
