,2020,2021,2022,Q4 2021,Q1 2022,Q2 2022,Q3 2022,Report
Other Long Term Assets,,,,7.0,29.0,27.0,26.0,Balance Sheet
Total Assets,,,,9506.0,8272.0,10136.0,9784.0,Balance Sheet
Accounts Payable,,,,3.0,,,,Balance Sheet
Payable/Accrued,,,,18.0,132.0,215.0,209.0,Balance Sheet
Accrued Expenses,,,,123.0,12.0,17.0,20.0,Balance Sheet
Notes Payable/ST Debt,,,,0.0,0.0,0.0,0.0,Balance Sheet
Curr. Port. LT Dbt/Cap Ls.,,,,4247.0,2670.0,3374.0,3372.0,Balance Sheet
"Other Curr. Lblts, Total",,,,9.0,,,,Balance Sheet
Total Current Liabilities,,,,4400.0,2814.0,3606.0,3601.0,Balance Sheet
Total Long Term Debt,,,,2816.0,3068.0,4132.0,4656.0,Balance Sheet
Total Debt,,,,7063.0,5738.0,7506.0,8028.0,Balance Sheet
"Other Liabilities, Total",,,,42.0,43.0,42.0,39.0,Balance Sheet
Total Liabilities,,,,7258.0,5925.0,7780.0,8296.0,Balance Sheet
Common Stock,,,,0.0,0.0,0.0,0.0,Balance Sheet
Additional Paid-In Capital,,,,3955.0,4028.0,4092.0,4152.0,Balance Sheet
Ret. Earn.(Accum. Deficit),,,,-1705.0,-1677.0,-1731.0,-2659.0,Balance Sheet
Other Equity,,,,0.0,0.0,0.0,0.0,Balance Sheet
Other Comprehensive Income,,,,-2.0,-4.0,-5.0,-5.0,Balance Sheet
"Other Equity, Total",,,,-2.0,-4.0,-5.0,-5.0,Balance Sheet
Total Equity,,,,2248.0,2347.0,2356.0,1488.0,Balance Sheet
Total Liabilities & Shareholders’ Equity,,,,9506.0,8272.0,10136.0,9784.0,Balance Sheet
Ttl Comm. Shares Outs.,,,,616.0,623.0,627.0,633.0,Balance Sheet
Trsy. Shrs-Comm. Primary Iss.,,,,0.0,0.0,0.0,0.0,Balance Sheet
Date,,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Income Statement
Total Revenue,,,,3822.0,5151.0,4198.0,3361.0,Income Statement
"Cost of Revenue, Total",,,,3550.0,4616.0,3712.0,3786.0,Income Statement
Selling/Gen/Admin Expense,,,,281.0,322.0,365.0,302.0,Income Statement
Labor & Related Expense,,,,61.0,55.0,48.0,43.0,Income Statement
"Sell/Gen/AdminExpenses,Tot",,,,342.0,377.0,413.0,345.0,Income Statement
Research & Development,,,,32.0,40.0,41.0,39.0,Income Statement
Impair-Assets Held for Use,,,,0.0,0.0,0.0,1.0,Income Statement
Other Unusual Expnse (In),,,,0.0,,,,Income Statement
Unusual Expense (Income),,,,0.0,0.0,0.0,1.0,Income Statement
Total Operating Expense,,,,3924.0,5033.0,4166.0,4171.0,Income Statement
Total Operating Income,,,,-102.0,118.0,32.0,-810.0,Income Statement
"Inter Expse,Net Non-Operat",,,,-73.0,-68.0,-89.0,-115.0,Income Statement
"Inter/Invest Inc, Non-Oper",,,,0.0,0.0,0.0,0.0,Income Statement
OtherNon-OperatInc (Expnse),,,,-16.0,-22.0,4.0,-2.0,Income Statement
"Other, Net",,,,-16.0,-22.0,4.0,-2.0,Income Statement
Income Before Tax,,,,-191.0,28.0,-53.0,-927.0,Income Statement
Income Tax - Total,,,,0.0,0.0,1.0,1.0,Income Statement
Income After Tax,,,,-191.0,28.0,-54.0,-928.0,Income Statement
Net Inc Before Extra Items,,,,-191.0,28.0,-54.0,-928.0,Income Statement
Total Net Income,,,,-191.0,28.0,-54.0,-928.0,Income Statement
Income Available to Common Excl. Extra. Items,,,,-191.0,28.0,-54.0,-928.0,Income Statement
Income Available to Common Incl. Extra. Items,,,,-191.0,28.0,-54.0,-928.0,Income Statement
Basic/Primary Weighted Average Shares,,,,613.0,619.0,625.0,630.0,Income Statement
Basic/Primary EPS Excl. Extra. Items,,,,-0.31,0.05,-0.09,-1.47,Income Statement
Basic/Primary EPS Incl. Extra. Items,,,,-0.31,0.05,-0.09,-1.47,Income Statement
Diluted Weighted Average Shares,,,,613.0,641.0,625.0,630.0,Income Statement
Diluted EPS Excl. Extra. Items,,,,-0.31,0.04,-0.09,-1.47,Income Statement
Diluted EPS Incl. Extra. Items,,,,-0.31,0.04,-0.09,-1.47,Income Statement
Div/Share-ComStockPrimIssue,,,,,0.0,0.0,0.0,Income Statement
Pro Forma Net Income,,,,,,,,Income Statement
"Interest Expense, Suppl",,,,73.0,68.0,89.0,115.0,Income Statement
"Depreciat/Amort, Suppl",,,,19.0,16.0,17.0,19.0,Income Statement
Total Special Items,,,,1.0,0.0,1.0,1.0,Income Statement
Normalzd Income Before Tax,,,,-190.0,28.0,-52.0,-926.0,Income Statement
Efct/SpecItemsIncTxs (STEC),,,,0.0,0.0,0.0,0.0,Income Statement
IncTxsExcl ImpctofSpec Itms,,,,1.0,0.0,1.0,1.0,Income Statement
Normalized Income After Tax,,,,-191.0,28.0,-53.0,-927.0,Income Statement
Normalzd Inc Avail to Common,,,,-191.0,28.0,-53.0,-927.0,Income Statement
Basic Normalized EPS,,,,-0.31,0.05,-0.09,-1.47,Income Statement
Diluted Normalized EPS,,,,-0.31,0.04,-0.09,-1.47,Income Statement
Date,,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Cash Flow
Net Income,,,,-662.0,28.0,-26.0,-954.0,Cash Flow
Depreciation/Depletion,,,,47.0,18.0,38.0,59.0,Cash Flow
Unusual Items,,,,-51.0,21.0,24.0,35.0,Cash Flow
Other Non-Cash Items,,,,596.0,74.0,218.0,857.0,Cash Flow
Non-Cash Items,,,,545.0,95.0,242.0,892.0,Cash Flow
"Cash Interest Pd, Suppl",,,,122.0,68.0,145.0,248.0,Cash Flow
Accounts Receivable,,,,-83.0,26.0,28.0,-70.0,Cash Flow
Inventories,,,,-5656.0,1416.0,-622.0,-663.0,Cash Flow
Other Assets,,,,-52.0,-28.0,-80.0,0.0,Cash Flow
Accrued Expenses,,,,-9.0,-7.0,-2.0,-2.0,Cash Flow
Payable/Accrued,,,,76.0,2.0,79.0,73.0,Cash Flow
Changes in Working Capital,,,,-5724.0,1409.0,-597.0,-662.0,Cash Flow
Total Cash from Operations,,,,-5794.0,1550.0,-343.0,-665.0,Cash Flow
Purchase of Fixed Assets,,,,-33.0,-10.0,-20.0,-33.0,Cash Flow
Purchase/Acq of Intangibles,,,,-1.0,,,0.0,Cash Flow
Capital Expenditures,,,,-34.0,-10.0,-20.0,-33.0,Cash Flow
Acquisition of Business,,,,-33.0,,,-3.0,Cash Flow
Sale/Maturity of Investment,,,,92.0,25.0,256.0,299.0,Cash Flow
Purchase of Investments,,,,-501.0,-53.0,-53.0,-53.0,Cash Flow
"OtherInvestCashFlowItms,Tot",,,,-442.0,-28.0,203.0,243.0,Cash Flow
Total Cash from Investing,,,,-476.0,-38.0,183.0,210.0,Cash Flow
Financing Cash Flow Items,,,,-76.0,-10.0,-18.0,-22.0,Cash Flow
Sale/Issuance of Common,,,,886.0,0.0,0.0,0.0,Cash Flow
Repurch/Retirement Common,,,,0.0,,,,Cash Flow
"Common Stock, Net",,,,886.0,0.0,0.0,0.0,Cash Flow
"Preferred Stock, Net",,,,0.0,,,,Cash Flow
Options Exercised,,,,15.0,2.0,3.0,4.0,Cash Flow
Warrants Converted,,,,22.0,,0.0,0.0,Cash Flow
"Iss (Retirmnt) of Stock,Net",,,,923.0,2.0,3.0,4.0,Cash Flow
Long Term Debt Issued,,,,12644.0,2337.0,6713.0,9274.0,Cash Flow
Long Term Debt Reduction,,,,-6149.0,-3663.0,-6262.0,-8300.0,Cash Flow
"Iss (Retirmnt) of Debt, Net",,,,6495.0,-1326.0,451.0,974.0,Cash Flow
Total Cash From Financing,,,,7342.0,-1334.0,436.0,956.0,Cash Flow
Net Change in Cash,,,,1072.0,178.0,276.0,501.0,Cash Flow
NetCash-BeginBal/RsvdforFutUse,,,,1506.0,2578.0,2578.0,2578.0,Cash Flow
NetCash-EndBal/RsrvforFutUse,,,,2578.0,2756.0,2854.0,3079.0,Cash Flow
"Depreciation, Supplemental",,,,47.0,18.0,38.0,59.0,Cash Flow
Free Cash Flow,,,,-5828.0,1540.0,-363.0,-698.0,
FCF Growth,,,,,-1.2642415923129717,-1.2357142857142858,0.9228650137741048,
