,2018,2019,2020,2021,2022,Q4 2021,Q1 2022,Q2 2022,Q3 2022,Report
"Cost of Revenue, Total",,,,,,182786.0,191214.0,201496.0,170171.0,Income Statement
Selling/Gen/Admin Expense,,,,,,17366.0,20854.0,17430.0,18078.0,Income Statement
Labor & Related Expense,,,,,,300.0,400.0,600.0,500.0,Income Statement
"Sell/Gen/AdminExpenses,Tot",,,,,,17666.0,21254.0,18030.0,18578.0,Income Statement
Research & Development,,,,,,801.0,880.0,723.0,1014.0,Income Statement
Total Operating Expense,,,,,,201253.0,213348.0,220249.0,189763.0,Income Statement
Total Operating Income,,,,,,162040.0,152897.0,143397.0,114077.0,Income Statement
"Inter Expse,Net Non-Operat",,,,,,-14551.0,-13129.0,-12197.0,-11278.0,Income Statement
"Inter Income, Non-Operating",,,,,,219.0,98.0,1858.0,241.0,Income Statement
"Invest Income, Non-Operat",,,,,,,3917.0,2798.0,4854.0,Income Statement
"Inter/Invest Inc, Non-Oper",,,,,,219.0,4015.0,4656.0,5095.0,Income Statement
OtherNon-OperatInc (Expnse),,,,,,15906.0,197.0,563.0,598.0,Income Statement
"Other, Net",,,,,,15906.0,197.0,563.0,598.0,Income Statement
Income Before Tax,,,,,,163614.0,143980.0,136419.0,108492.0,Income Statement
Income Tax - Total,,,,,,22134.0,19797.0,21422.0,15041.0,Income Statement
Income After Tax,,,,,,141480.0,124183.0,114997.0,93451.0,Income Statement
Net Inc Before Extra Items,,,,,,141480.0,124183.0,114997.0,93451.0,Income Statement
Total Net Income,,,,,,141480.0,124183.0,114997.0,93451.0,Income Statement
Income Available to Common Excl. Extra. Items,,,,,,141480.0,124183.0,114997.0,93451.0,Income Statement
Income Available to Common Incl. Extra. Items,,,,,,141480.0,124183.0,114997.0,93451.0,Income Statement
Basic/Primary Weighted Average Shares,,,,,,263021.0,262592.0,258846.0,256849.0,Income Statement
Basic/Primary EPS Excl. Extra. Items,,,,,,0.54,0.47,0.44,0.36,Income Statement
Basic/Primary EPS Incl. Extra. Items,,,,,,0.54,0.47,0.44,0.36,Income Statement
Diluted Weighted Average Shares,,,,,,263021.0,262658.0,258846.0,256853.0,Income Statement
Diluted EPS Excl. Extra. Items,,,,,,0.54,0.47,0.44,0.36,Income Statement
Diluted EPS Incl. Extra. Items,,,,,,0.54,0.47,0.44,0.36,Income Statement
Div/Share-ComStockPrimIssue,,,,,,0.01,0.01,0.01,0.01,Income Statement
Gross Divid - Common Stock,,,,,,2632.0,2625.0,2571.0,2566.0,Income Statement
Pro Forma Net Income,,,,,,,,,,Income Statement
"Interest Expense, Suppl",,,,,,14551.0,13129.0,12197.0,11278.0,Income Statement
"Depreciat/Amort, Suppl",,,,,,14801.0,11834.0,11412.0,10762.0,Income Statement
Total Special Items,,,,,,2884.0,0.0,100.0,,Income Statement
Normalzd Income Before Tax,,,,,,166498.0,143980.0,136519.0,108492.0,Income Statement
Efct/SpecItemsIncTxs (STEC),,,,,,390.0,0.0,16.0,,Income Statement
IncTxsExcl ImpctofSpec Itms,,,,,,22524.0,19797.0,21438.0,15041.0,Income Statement
Normalized Income After Tax,,,,,,143974.0,124183.0,115081.0,93451.0,Income Statement
Normalzd Inc Avail to Common,,,,,,143974.0,124183.0,115081.0,93451.0,Income Statement
Basic Normalized EPS,,,,,,0.55,0.47,0.44,0.36,Income Statement
Diluted Normalized EPS,,,,,,0.55,0.47,0.44,0.36,Income Statement
Date,,,,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Cash Flow
Net Income,,,,,,388330.0,124183.0,239180.0,332631.0,Cash Flow
Depreciation/Depletion,,,,,,65716.0,14434.0,28446.0,41708.0,Cash Flow
Deferred Taxes,,,,,,-3657.0,1395.0,6557.0,11216.0,Cash Flow
Unusual Items,,,,,,0.0,,,,Cash Flow
Other Non-Cash Items,,,,,,36020.0,-1278.0,775.0,-1207.0,Cash Flow
Non-Cash Items,,,,,,36020.0,-1278.0,775.0,-1207.0,Cash Flow
"Cash Taxes Pd, Supplemental",,,,,,,37733.0,49934.0,-63446.0,Cash Flow
"Cash Interest Pd, Suppl",,,,,,,22591.0,22360.0,22998.0,Cash Flow
Accounts Receivable,,,,,,-28927.0,-1221.0,-1119.0,22229.0,Cash Flow
Inventories,,,,,,-28165.0,-24215.0,-104717.0,-146501.0,Cash Flow
Prepaid Expenses,,,,,,-31921.0,-5298.0,-14028.0,1690.0,Cash Flow
Accounts Payable,,,,,,371.0,5785.0,-75.0,5813.0,Cash Flow
Payable/Accrued,,,,,,66591.0,56958.0,74386.0,35373.0,Cash Flow
Changes in Working Capital,,,,,,-43369.0,7582.0,-68519.0,-109743.0,Cash Flow
Total Cash from Operations,,,,,,443040.0,146316.0,206439.0,274605.0,Cash Flow
Capital Expenditures,,,,,,-58257.0,-16855.0,-29348.0,-45281.0,Cash Flow
"OtherInvestCashFlowItms,Tot",,,,,,397.0,73.0,139.0,161.0,Cash Flow
Total Cash from Investing,,,,,,-57860.0,-16782.0,-29209.0,-45120.0,Cash Flow
Financing Cash Flow Items,,,,,,-11005.0,-1117.0,-3895.0,1300.0,Cash Flow
Total Cash Dividends Paid,,,,,,-10645.0,-2625.0,-5196.0,-7762.0,Cash Flow
"Common Stock, Net",,,,,,-50000.0,-30000.0,-60000.0,-60000.0,Cash Flow
Options Exercised,,,,,,,225.0,225.0,225.0,Cash Flow
"Iss (Retirmnt) of Stock,Net",,,,,,-50000.0,-29775.0,-59775.0,-59775.0,Cash Flow
"Short Term Debt, Net",,,,,,-142.0,,,,Cash Flow
"Long Term Debt, Net",,,,,,-400000.0,-70000.0,-110000.0,-110000.0,Cash Flow
"Iss (Retirmnt) of Debt, Net",,,,,,-400142.0,-70000.0,-110000.0,-110000.0,Cash Flow
Total Cash From Financing,,,,,,-471792.0,-103517.0,-178866.0,-176237.0,Cash Flow
Foreign Exchange Effects,,,,,,-1316.0,1522.0,-43.0,-1368.0,Cash Flow
Net Change in Cash,,,,,,-87928.0,27539.0,-1679.0,51880.0,Cash Flow
NetCash-BeginBal/RsvdforFutUse,,,,,,145442.0,57514.0,57514.0,57514.0,Cash Flow
NetCash-EndBal/RsrvforFutUse,,,,,,57514.0,85053.0,55835.0,109394.0,Cash Flow
"Depreciation, Supplemental",,,,,,65716.0,14434.0,28446.0,41708.0,Cash Flow
Free Cash Flow,,,,,,384783.0,129461.0,177091.0,229324.0,
FCF Growth,,,,,,,-0.6635480257703692,0.36791002695792563,0.29495005392707707,
