,2020,2021,2022,Q4 2021,Q1 2022,Q2 2022,Q3 2022,Report
Ttl Comm. Shares Outs.,,,,31.0,31.0,31.0,31.0,Balance Sheet
Trsy. Shrs-Comm. Primary Iss.,,,,5.0,5.0,5.0,5.0,Balance Sheet
Date,,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Income Statement
Total Revenue,,,,445.0,456.0,610.0,593.0,Income Statement
"Cost of Revenue, Total",,,,168.0,171.0,317.0,296.0,Income Statement
Selling/Gen/Admin Expense,,,,74.0,70.0,91.0,86.0,Income Statement
Labor & Related Expense,,,,126.0,121.0,130.0,134.0,Income Statement
Advertising Expense,,,,6.0,11.0,13.0,8.0,Income Statement
"Sell/Gen/AdminExpenses,Tot",,,,207.0,202.0,234.0,227.0,Income Statement
Depreciation/Amortization,,,,1.0,1.0,3.0,3.0,Income Statement
Restructuring Charge,,,,1.0,2.0,1.0,5.0,Income Statement
Impair-Assets Held for Use,,,,0.0,1.0,4.0,23.0,Income Statement
Other Unusual Expnse (In),,,,1.0,4.0,8.0,2.0,Income Statement
Unusual Expense (Income),,,,1.0,3.0,11.0,26.0,Income Statement
Loss(Gain)/Sale Asts (Oper),,,,-1.0,-4.0,-3.0,-3.0,Income Statement
Other Operating Expense,,,,26.0,27.0,32.0,30.0,Income Statement
"Other, Net",,,,1.0,-1.0,-2.0,0.0,Income Statement
"Other Operat Expse, Total",,,,49.0,49.0,54.0,58.0,Income Statement
Total Operating Expense,,,,425.0,426.0,620.0,610.0,Income Statement
Total Operating Income,,,,20.0,30.0,-9.0,-17.0,Income Statement
"Inter Expse,Net Non-Operat",,,,0.0,0.0,-2.0,-3.0,Income Statement
OtherNon-OperatInc (Expnse),,,,1.0,-1.0,-2.0,0.0,Income Statement
Income Before Tax,,,,20.0,29.0,-13.0,-21.0,Income Statement
Income Tax - Total,,,,4.0,7.0,-8.0,-5.0,Income Statement
Income After Tax,,,,16.0,22.0,-5.0,-16.0,Income Statement
Net Inc Before Extra Items,,,,16.0,22.0,-5.0,-16.0,Income Statement
Total Net Income,,,,16.0,22.0,-5.0,-16.0,Income Statement
Income Available to Common Excl. Extra. Items,,,,16.0,22.0,-5.0,-16.0,Income Statement
Income Available to Common Incl. Extra. Items,,,,16.0,22.0,-5.0,-16.0,Income Statement
Basic/Primary Weighted Average Shares,,,,31.0,31.0,31.0,31.0,Income Statement
Basic/Primary EPS Excl. Extra. Items,,,,0.52,0.69,-0.17,-0.51,Income Statement
Basic/Primary EPS Incl. Extra. Items,,,,0.52,0.69,-0.17,-0.51,Income Statement
Diluted Weighted Average Shares,,,,32.0,32.0,31.0,31.0,Income Statement
Diluted EPS Excl. Extra. Items,,,,0.51,0.68,-0.17,-0.51,Income Statement
Diluted EPS Incl. Extra. Items,,,,0.51,0.68,-0.17,-0.51,Income Statement
Div/Share-ComStockPrimIssue,,,,0.1,0.11,0.11,0.11,Income Statement
Gross Divid - Common Stock,,,,3.0,4.0,4.0,3.0,Income Statement
Pro Forma Net Income,,,,,,,,Income Statement
"Interest Expense, Suppl",,,,0.0,0.0,2.0,3.0,Income Statement
"Depreciat/Amort, Suppl",,,,126.0,152.0,145.0,144.0,Income Statement
Total Special Items,,,,1.0,3.0,11.0,26.0,Income Statement
Normalzd Income Before Tax,,,,21.0,32.0,-2.0,6.0,Income Statement
Efct/SpecItemsIncTxs (STEC),,,,0.0,1.0,4.0,9.0,Income Statement
IncTxsExcl ImpctofSpec Itms,,,,4.0,8.0,-4.0,4.0,Income Statement
Normalized Income After Tax,,,,17.0,24.0,2.0,1.0,Income Statement
Normalzd Inc Avail to Common,,,,17.0,24.0,2.0,1.0,Income Statement
Basic Normalized EPS,,,,0.54,0.76,0.06,0.05,Income Statement
Diluted Normalized EPS,,,,0.52,0.75,0.06,0.05,Income Statement
Date,,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Cash Flow
Net Income,,,,109934.0,21532.0,16190.0,574.0,Cash Flow
Depreciation/Depletion,,,,593842.0,152862.0,300902.0,447479.0,Cash Flow
Deferred Taxes,,,,28725.0,6241.0,-1644.0,-5833.0,Cash Flow
Unusual Items,,,,5224.0,1585.0,6048.0,28929.0,Cash Flow
Other Non-Cash Items,,,,103160.0,27745.0,85063.0,125049.0,Cash Flow
Non-Cash Items,,,,108384.0,29330.0,91111.0,153978.0,Cash Flow
Accounts Receivable,,,,-26173.0,-3314.0,-16333.0,-29714.0,Cash Flow
Inventories,,,,,,-2480.0,6440.0,Cash Flow
Prepaid Expenses,,,,-6885.0,-21696.0,-11020.0,-16124.0,Cash Flow
Other Assets,,,,-665381.0,-153711.0,-279949.0,-401002.0,Cash Flow
Accrued Expenses,,,,-13015.0,-3038.0,-5792.0,-8345.0,Cash Flow
Payable/Accrued,,,,6609.0,846.0,-33909.0,-23582.0,Cash Flow
Changes in Working Capital,,,,-704845.0,-180913.0,-349483.0,-472327.0,Cash Flow
Total Cash from Operations,,,,136040.0,29052.0,57076.0,123871.0,Cash Flow
Capital Expenditures,,,,-92704.0,-25103.0,-57687.0,-83695.0,Cash Flow
Acquisition of Business,,,,-10121.0,-286.0,-267689.0,-267690.0,Cash Flow
Sale of Business,,,,158.0,,,,Cash Flow
Sale of Fixed Assets,,,,15318.0,8136.0,10191.0,18710.0,Cash Flow
Sale/Maturity of Investment,,,,1974.0,190.0,968.0,1145.0,Cash Flow
"OtherInvestCashFlowItms,Tot",,,,7329.0,8040.0,-256530.0,-247835.0,Cash Flow
Total Cash from Investing,,,,-85375.0,-17063.0,-314217.0,-331530.0,Cash Flow
Financing Cash Flow Items,,,,0.0,,-2758.0,-2758.0,Cash Flow
Total Cash Dividends Paid,,,,-9971.0,-3110.0,-6611.0,-10067.0,Cash Flow
"Common Stock, Net",,,,-105827.0,-8263.0,-14596.0,-14618.0,Cash Flow
Options Exercised,,,,2587.0,52.0,912.0,911.0,Cash Flow
"Iss (Retirmnt) of Stock,Net",,,,-103240.0,-8211.0,-13684.0,-13707.0,Cash Flow
"Long Term Debt, Net",,,,10000.0,-10000.0,289821.0,280907.0,Cash Flow
Total Debt Issued,,,,0.0,,,,Cash Flow
Total Debt Reduction,,,,-740.0,0.0,-4200.0,-31700.0,Cash Flow
"Iss (Retirmnt) of Debt, Net",,,,9260.0,-10000.0,285621.0,249207.0,Cash Flow
Total Cash From Financing,,,,-103951.0,-21321.0,262568.0,222675.0,Cash Flow
Foreign Exchange Effects,,,,-5.0,18.0,-10.0,-69.0,Cash Flow
Net Change in Cash,,,,-53291.0,-9314.0,5417.0,14947.0,Cash Flow
NetCash-BeginBal/RsvdforFutUse,,,,76123.0,22832.0,22832.0,22832.0,Cash Flow
NetCash-EndBal/RsrvforFutUse,,,,22832.0,13518.0,28249.0,37779.0,Cash Flow
"Depreciation, Supplemental",,,,593842.0,152862.0,300902.0,447479.0,Cash Flow
Free Cash Flow,,,,43336.0,3949.0,-611.0,40176.0,
FCF Growth,,,,,-0.9088748384714787,-1.154722714611294,-66.75450081833061,
