,2019,2020,2021,2022,Q4 2021,Q1 2022,Q2 2022,Q3 2022,Report
Accounts Payable,,,,,26.0,33.0,56.0,39.0,Balance Sheet
Accrued Expenses,,,,,129.0,108.0,118.0,126.0,Balance Sheet
Notes Payable/ST Debt,,,,,0.0,0.0,0.0,0.0,Balance Sheet
Curr. Port. LT Dbt/Cap Ls.,,,,,12.0,0.0,0.0,0.0,Balance Sheet
Customer Advances,,,,,117.0,132.0,156.0,171.0,Balance Sheet
Other Current Liabilities,,,,,5.0,4.0,3.0,2.0,Balance Sheet
"Other Curr. Lblts, Total",,,,,121.0,136.0,159.0,174.0,Balance Sheet
Total Current Liabilities,,,,,289.0,277.0,333.0,339.0,Balance Sheet
Total Long Term Debt,,,,,1147.0,1433.0,1434.0,1435.0,Balance Sheet
Total Debt,,,,,1159.0,1433.0,1434.0,1435.0,Balance Sheet
"Other Liabilities, Total",,,,,121.0,129.0,121.0,122.0,Balance Sheet
Total Liabilities,,,,,1556.0,1838.0,1888.0,1897.0,Balance Sheet
Common Stock,,,,,0.0,0.0,0.0,0.0,Balance Sheet
Additional Paid-In Capital,,,,,1495.0,1216.0,1348.0,1405.0,Balance Sheet
Ret. Earn.(Accum. Deficit),,,,,-681.0,-688.0,-751.0,-794.0,Balance Sheet
Other Equity,,,,,4.0,0.0,0.0,0.0,Balance Sheet
Other Comprehensive Income,,,,,-3.0,-13.0,-16.0,-17.0,Balance Sheet
"Other Equity, Total",,,,,2.0,-13.0,-16.0,-17.0,Balance Sheet
Total Equity,,,,,816.0,515.0,580.0,594.0,Balance Sheet
Total Liabilities & Shareholders’ Equity,,,,,2372.0,2354.0,2468.0,2491.0,Balance Sheet
Shr Outs.-Com. Primary Iss.,,,,,278.0,280.0,283.0,284.0,Balance Sheet
Shr Outs.-Com. Stk. Iss. 2,,,,,46.0,45.0,45.0,44.0,Balance Sheet
Ttl Comm. Shares Outs.,,,,,324.0,326.0,327.0,328.0,Balance Sheet
Trsy. Shrs-Comm. Primary Iss.,,,,,0.0,0.0,0.0,0.0,Balance Sheet
Trsy. Shrs-Comm. Iss. 2,,,,,0.0,0.0,0.0,0.0,Balance Sheet
Date,,,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Income Statement
Total Revenue,,,,,193596.0,212167.0,234517.0,253857.0,Income Statement
"Cost of Revenue, Total",,,,,42496.0,47051.0,55804.0,61967.0,Income Statement
Selling/Gen/Admin Expense,,,,,117755.0,124028.0,141872.0,138670.0,Income Statement
Labor & Related Expense,,,,,12647.0,14058.0,26268.0,22735.0,Income Statement
"Sell/Gen/AdminExpenses,Tot",,,,,130402.0,138086.0,168140.0,161405.0,Income Statement
Research & Development,,,,,61762.0,67054.0,75114.0,76432.0,Income Statement
Unusual Expense (Income),,,,,0.0,,,0.0,Income Statement
Total Operating Expense,,,,,234660.0,252191.0,299058.0,299804.0,Income Statement
Total Operating Income,,,,,-41064.0,-40024.0,-64541.0,-45947.0,Income Statement
"Inter Expse,Net Non-Operat",,,,,-16108.0,-1557.0,-1040.0,-1512.0,Income Statement
"Inter/Invest Inc, Non-Oper",,,,,668.0,1061.0,1641.0,3852.0,Income Statement
OtherNon-OperatInc (Expnse),,,,,-426.0,-487.0,233.0,2433.0,Income Statement
"Other, Net",,,,,-426.0,-487.0,233.0,2433.0,Income Statement
Income Before Tax,,,,,-56930.0,-41007.0,-63707.0,-41174.0,Income Statement
Income Tax - Total,,,,,20571.0,374.0,-170.0,1372.0,Income Statement
Income After Tax,,,,,-77501.0,-41381.0,-63537.0,-42546.0,Income Statement
Net Inc Before Extra Items,,,,,-77501.0,-41381.0,-63537.0,-42546.0,Income Statement
Total Net Income,,,,,-77501.0,-41381.0,-63537.0,-42546.0,Income Statement
Income Available to Common Excl. Extra. Items,,,,,-77501.0,-41381.0,-63537.0,-42546.0,Income Statement
Income Available to Common Incl. Extra. Items,,,,,-77501.0,-41381.0,-63537.0,-42546.0,Income Statement
Basic/Primary Weighted Average Shares,,,,,320430.0,323334.0,325197.0,326590.0,Income Statement
Basic/Primary EPS Excl. Extra. Items,,,,,-0.24,-0.13,-0.2,-0.13,Income Statement
Basic/Primary EPS Incl. Extra. Items,,,,,-0.24,-0.13,-0.2,-0.13,Income Statement
Diluted Weighted Average Shares,,,,,320430.0,323334.0,325197.0,326590.0,Income Statement
Diluted EPS Excl. Extra. Items,,,,,-0.24,-0.13,-0.2,-0.13,Income Statement
Diluted EPS Incl. Extra. Items,,,,,-0.24,-0.13,-0.2,-0.13,Income Statement
Div/Share-ComStockPrimIssue,,,,,,0.0,0.0,0.0,Income Statement
Gross Divid - Common Stock,,,,,0.0,0.0,0.0,0.0,Income Statement
Pro Forma Net Income,,,,,,,,,Income Statement
"Interest Expense, Suppl",,,,,16108.0,1557.0,1040.0,1512.0,Income Statement
"Depreciat/Amort, Suppl",,,,,17532.0,19507.0,20451.0,22461.0,Income Statement
Total Special Items,,,,,380.0,2639.0,1308.0,0.0,Income Statement
Normalzd Income Before Tax,,,,,-56550.0,-38368.0,-62399.0,-41174.0,Income Statement
Efct/SpecItemsIncTxs (STEC),,,,,133.0,924.0,458.0,0.0,Income Statement
IncTxsExcl ImpctofSpec Itms,,,,,20704.0,1298.0,288.0,1372.0,Income Statement
Normalized Income After Tax,,,,,-77254.0,-39666.0,-62687.0,-42546.0,Income Statement
Normalzd Inc Avail to Common,,,,,-77254.0,-39666.0,-62687.0,-42546.0,Income Statement
Basic Normalized EPS,,,,,-0.24,-0.12,-0.19,-0.13,Income Statement
Diluted Normalized EPS,,,,,-0.24,-0.12,-0.19,-0.13,Income Statement
Date,,,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Cash Flow
Net Income,,,,,-260.0,-41.0,-105.0,-147.0,Cash Flow
Depreciation/Depletion,,,,,67.0,20.0,45.0,73.0,Cash Flow
Deferred Taxes,,,,,9.0,0.0,-2.0,-2.0,Cash Flow
Unusual Items,,,,,72.0,,,0.0,Cash Flow
Other Non-Cash Items,,,,,174.0,57.0,136.0,212.0,Cash Flow
Non-Cash Items,,,,,246.0,57.0,136.0,212.0,Cash Flow
"Cash Taxes Pd, Supplemental",,,,,2.0,1.0,1.0,1.0,Cash Flow
"Cash Interest Pd, Suppl",,,,,4.0,0.0,1.0,1.0,Cash Flow
Accounts Receivable,,,,,-38.0,-31.0,-28.0,-34.0,Cash Flow
Prepaid Expenses,,,,,-2.0,-7.0,-5.0,-7.0,Cash Flow
Other Assets,,,,,-54.0,-16.0,-30.0,-48.0,Cash Flow
Accounts Payable,,,,,2.0,2.0,8.0,1.0,Cash Flow
Accrued Expenses,,,,,36.0,-35.0,-51.0,-55.0,Cash Flow
Changes in Working Capital,,,,,3.0,-71.0,-71.0,-91.0,Cash Flow
Total Cash from Operations,,,,,65.0,-35.0,3.0,45.0,Cash Flow
Purchase of Fixed Assets,,,,,-93.0,-24.0,-62.0,-103.0,Cash Flow
Purchase/Acq of Intangibles,,,,,-15.0,-4.0,-10.0,-15.0,Cash Flow
Capital Expenditures,,,,,-108.0,-29.0,-72.0,-119.0,Cash Flow
Acquisition of Business,,,,,-6.0,-4.0,-87.0,-88.0,Cash Flow
Sale/Maturity of Investment,,,,,993.0,187.0,414.0,746.0,Cash Flow
Purchase of Investments,,,,,-1589.0,-265.0,-422.0,-755.0,Cash Flow
Other Investing Cash Flow,,,,,0.0,0.0,0.0,0.0,Cash Flow
"OtherInvestCashFlowItms,Tot",,,,,-602.0,-82.0,-95.0,-97.0,Cash Flow
Total Cash from Investing,,,,,-709.0,-111.0,-167.0,-216.0,Cash Flow
Financing Cash Flow Items,,,,,-361.0,-1.0,7.0,7.0,Cash Flow
Sale/Issuance of Common,,,,,0.0,,,,Cash Flow
Repurch/Retirement Common,,,,,0.0,0.0,0.0,0.0,Cash Flow
"Common Stock, Net",,,,,0.0,0.0,0.0,0.0,Cash Flow
Options Exercised,,,,,22.0,3.0,6.0,8.0,Cash Flow
"Iss (Retirmnt) of Stock,Net",,,,,21.0,3.0,6.0,8.0,Cash Flow
Long Term Debt Issued,,,,,1294.0,,,0.0,Cash Flow
Long Term Debt Reduction,,,,,-106.0,,,0.0,Cash Flow
"Iss (Retirmnt) of Debt, Net",,,,,1188.0,-17.0,-17.0,-17.0,Cash Flow
Total Cash From Financing,,,,,847.0,-14.0,-3.0,-2.0,Cash Flow
Net Change in Cash,,,,,203.0,-161.0,-167.0,-172.0,Cash Flow
NetCash-BeginBal/RsvdforFutUse,,,,,118.0,321.0,321.0,321.0,Cash Flow
NetCash-EndBal/RsrvforFutUse,,,,,321.0,160.0,154.0,149.0,Cash Flow
"Depreciation, Supplemental",,,,,67.0,20.0,45.0,73.0,Cash Flow
Free Cash Flow,,,,,-43.0,-64.0,-69.0,-74.0,
FCF Growth,,,,,,0.4883720930232558,0.078125,0.07246376811594213,
