,2021,2022,Q4 2021,Q1 2022,Q2 2022,Q3 2022,Report
Total Revenue,,,31840.0,33272.0,34930.0,36230.0,Income Statement
"Cost of Revenue, Total",,,13679.0,13753.0,13749.0,13023.0,Income Statement
Selling/Gen/Admin Expense,,,20607.0,21599.0,23618.0,21928.0,Income Statement
Labor & Related Expense,,,2382.0,2725.0,3226.0,3840.0,Income Statement
Advertising Expense,,,1700.0,1500.0,1500.0,1400.0,Income Statement
"Sell/Gen/AdminExpenses,Tot",,,24689.0,25824.0,28344.0,27168.0,Income Statement
Research & Development,,,7107.0,7204.0,7428.0,7897.0,Income Statement
Total Operating Expense,,,45475.0,46781.0,49521.0,48088.0,Income Statement
Total Operating Income,,,-13635.0,-13509.0,-14591.0,-11858.0,Income Statement
"Inter Expse,Net Non-Operat",,,-308.0,-293.0,-332.0,-380.0,Income Statement
OtherNon-OperatInc (Expnse),,,-65.0,-4.0,127.0,451.0,Income Statement
"Other, Net",,,-65.0,-4.0,127.0,451.0,Income Statement
Income Before Tax,,,-14008.0,-13806.0,-14796.0,-11787.0,Income Statement
Income Tax - Total,,,60.0,32.0,19.0,31.0,Income Statement
Income After Tax,,,-14068.0,-13838.0,-14815.0,-11818.0,Income Statement
Net Inc Before Extra Items,,,-14068.0,-13838.0,-14815.0,-11818.0,Income Statement
Total Net Income,,,-14068.0,-13838.0,-14815.0,-11818.0,Income Statement
Total Adjust to Net Income,,,-270.0,,,,Income Statement
Income Available to Common Excl. Extra. Items,,,-14338.0,-13838.0,-14815.0,-11818.0,Income Statement
Income Available to Common Incl. Extra. Items,,,-14338.0,-13838.0,-14815.0,-11818.0,Income Statement
Basic/Primary Weighted Average Shares,,,62906.0,64584.0,64963.0,65144.0,Income Statement
Basic/Primary EPS Excl. Extra. Items,,,-0.23,-0.21,-0.23,-0.18,Income Statement
Basic/Primary EPS Incl. Extra. Items,,,-0.23,-0.21,-0.23,-0.18,Income Statement
Diluted Weighted Average Shares,,,62906.0,64584.0,64963.0,65144.0,Income Statement
Diluted EPS Excl. Extra. Items,,,-0.23,-0.21,-0.23,-0.18,Income Statement
Diluted EPS Incl. Extra. Items,,,-0.23,-0.21,-0.23,-0.18,Income Statement
Div/Share-ComStockPrimIssue,,,0.0,0.0,0.0,0.0,Income Statement
Gross Divid - Common Stock,,,0.0,0.0,0.0,0.0,Income Statement
Pro Forma Net Income,,,,,,,Income Statement
"Interest Expense, Suppl",,,308.0,293.0,332.0,380.0,Income Statement
"Depreciat/Amort, Suppl",,,3389.0,3400.0,3400.0,3200.0,Income Statement
Normalzd Income Before Tax,,,-14008.0,-13806.0,-14796.0,-11787.0,Income Statement
IncTxsExcl ImpctofSpec Itms,,,60.0,32.0,19.0,31.0,Income Statement
Normalized Income After Tax,,,-14068.0,-13838.0,-14815.0,-11818.0,Income Statement
Normalzd Inc Avail to Common,,,-14338.0,-13838.0,-14815.0,-11818.0,Income Statement
Basic Normalized EPS,,,-0.23,-0.21,-0.23,-0.18,Income Statement
Diluted Normalized EPS,,,-0.23,-0.21,-0.23,-0.18,Income Statement
Date,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Cash Flow
Net Income,,,-51690.0,-13838.0,-28653.0,-40471.0,Cash Flow
Depreciation/Depletion,,,12140.0,3375.0,6693.0,9844.0,Cash Flow
Unusual Items,,,,,,10.0,Cash Flow
Other Non-Cash Items,,,23856.0,7123.0,15434.0,24663.0,Cash Flow
Non-Cash Items,,,23856.0,7123.0,15434.0,24673.0,Cash Flow
"Cash Taxes Pd, Supplemental",,,,,,82.0,Cash Flow
"Cash Interest Pd, Suppl",,,1184.0,293.0,625.0,1005.0,Cash Flow
Accounts Receivable,,,-870.0,12.0,-221.0,-1052.0,Cash Flow
Prepaid Expenses,,,-4073.0,950.0,1708.0,934.0,Cash Flow
Other Assets,,,-12828.0,-2409.0,-5294.0,-8490.0,Cash Flow
Accounts Payable,,,583.0,148.0,592.0,-712.0,Cash Flow
Accrued Expenses,,,1564.0,-263.0,1050.0,2235.0,Cash Flow
Changes in Working Capital,,,-4679.0,-831.0,624.0,-3971.0,Cash Flow
Total Cash from Operations,,,-20373.0,-4171.0,-5902.0,-9925.0,Cash Flow
Capital Expenditures,,,-9809.0,-908.0,-1599.0,-2194.0,Cash Flow
"OtherInvestCashFlowItms,Tot",,,,,,9.0,Cash Flow
Total Cash from Investing,,,-9809.0,-908.0,-1599.0,-2185.0,Cash Flow
Financing Cash Flow Items,,,-3426.0,-400.0,-400.0,187.0,Cash Flow
Sale/Issuance of Common,,,111600.0,,,,Cash Flow
Repurch/Retirement Common,,,0.0,,,,Cash Flow
"Common Stock, Net",,,111600.0,,,,Cash Flow
"Preferred Stock, Net",,,0.0,,,,Cash Flow
Options Exercised,,,4166.0,559.0,693.0,979.0,Cash Flow
"Iss (Retirmnt) of Stock,Net",,,115766.0,559.0,693.0,979.0,Cash Flow
Long Term Debt Issued,,,6000.0,,,0.0,Cash Flow
Long Term Debt Reduction,,,-7860.0,-2176.0,-4460.0,-6694.0,Cash Flow
"Iss (Retirmnt) of Debt, Net",,,-1860.0,-2176.0,-4460.0,-6694.0,Cash Flow
Total Cash From Financing,,,110480.0,-2017.0,-4167.0,-5528.0,Cash Flow
Net Change in Cash,,,80298.0,-7096.0,-11668.0,-17638.0,Cash Flow
NetCash-BeginBal/RsvdforFutUse,,,55698.0,135996.0,135996.0,135996.0,Cash Flow
NetCash-EndBal/RsrvforFutUse,,,135996.0,128900.0,124328.0,118358.0,Cash Flow
"Depreciation, Supplemental",,,12140.0,3375.0,6693.0,9844.0,Cash Flow
Free Cash Flow,,,-30182.0,-5079.0,-7501.0,-12119.0,
FCF Growth,,,,-0.831720893247631,0.47686552470958854,0.6156512465004667,
