,2020,2021,2022,Q4 2021,Q1 2022,Q2 2022,Q3 2022,Report
Total Liabilities & Shareholders’ Equity,,,,250199.0,235484.0,216124.0,191864.0,Balance Sheet
Ttl Comm. Shares Outs.,,,,151839.0,152607.0,152816.0,152920.0,Balance Sheet
Trsy. Shrs-Comm. Primary Iss.,,,,0.0,0.0,0.0,0.0,Balance Sheet
Date,,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Income Statement
Total Revenue,,,,0.0,0.0,686.0,192.0,Income Statement
Selling/Gen/Admin Expense,,,,15107.0,7117.0,6339.0,5565.0,Income Statement
Labor & Related Expense,,,,5292.0,2173.0,2358.0,2231.0,Income Statement
"Sell/Gen/AdminExpenses,Tot",,,,20399.0,9290.0,8697.0,7796.0,Income Statement
Research & Development,,,,10729.0,12898.0,16165.0,20127.0,Income Statement
Total Operating Expense,,,,31128.0,22188.0,24862.0,27923.0,Income Statement
Total Operating Income,,,,-31128.0,-22188.0,-24176.0,-27731.0,Income Statement
"Inter Inc(Exp),Net Non-Oper",,,,-193.0,-29.0,247.0,781.0,Income Statement
"Other, Net",,,,-174637.0,15668.0,7903.0,-4647.0,Income Statement
Income Before Tax,,,,-180432.0,-5709.0,-15588.0,-31597.0,Income Statement
Income After Tax,,,,-180432.0,-5709.0,-15588.0,-31597.0,Income Statement
Net Inc Before Extra Items,,,,-180432.0,-5709.0,-15588.0,-31597.0,Income Statement
Total Net Income,,,,-180432.0,-5709.0,-15588.0,-31597.0,Income Statement
Income Available to Common Excl. Extra. Items,,,,-180432.0,-5709.0,-15588.0,-31597.0,Income Statement
Income Available to Common Incl. Extra. Items,,,,-180432.0,-5709.0,-15588.0,-31597.0,Income Statement
Basic/Primary Weighted Average Shares,,,,83256.0,151684.0,152724.0,152861.0,Income Statement
Basic/Primary EPS Excl. Extra. Items,,,,-2.17,-0.04,-0.1,-0.21,Income Statement
Basic/Primary EPS Incl. Extra. Items,,,,-2.17,-0.04,-0.1,-0.21,Income Statement
Diluted Weighted Average Shares,,,,83256.0,151684.0,152724.0,152861.0,Income Statement
Diluted EPS Excl. Extra. Items,,,,-2.17,-0.04,-0.1,-0.21,Income Statement
Diluted EPS Incl. Extra. Items,,,,-2.17,-0.04,-0.1,-0.21,Income Statement
Div/Share-ComStockPrimIssue,,,,0.0,0.0,0.0,0.0,Income Statement
Gross Divid - Common Stock,,,,0.0,0.0,0.0,0.0,Income Statement
Pro Forma Net Income,,,,,,,,Income Statement
"Depreciat/Amort, Suppl",,,,168.0,196.0,267.0,365.0,Income Statement
Normalzd Income Before Tax,,,,-180432.0,-5709.0,-15588.0,-31597.0,Income Statement
Normalized Income After Tax,,,,-180432.0,-5709.0,-15588.0,-31597.0,Income Statement
Normalzd Inc Avail to Common,,,,-180432.0,-5709.0,-15588.0,-31597.0,Income Statement
Basic Normalized EPS,,,,-2.17,-0.04,-0.1,-0.21,Income Statement
Diluted Normalized EPS,,,,-2.17,-0.04,-0.1,-0.21,Income Statement
Date,,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Cash Flow
Net Income,,,,-477117.0,-5709.0,-21297.0,-52894.0,Cash Flow
Depreciation/Depletion,,,,572.0,196.0,463.0,828.0,Cash Flow
Unusual Items,,,,222217.0,0.0,162.0,189.0,Cash Flow
Other Non-Cash Items,,,,200392.0,-13455.0,-18758.0,-11381.0,Cash Flow
Non-Cash Items,,,,422609.0,-13455.0,-18596.0,-11192.0,Cash Flow
"Cash Interest Pd, Suppl",,,,1799.0,,,,Cash Flow
Accounts Receivable,,,,,785.0,1841.0,437.0,Cash Flow
Prepaid Expenses,,,,-4673.0,405.0,1336.0,1497.0,Cash Flow
Accounts Payable,,,,886.0,,-786.0,-1604.0,Cash Flow
Accrued Expenses,,,,2211.0,-1596.0,3119.0,6673.0,Cash Flow
Changes in Working Capital,,,,2087.0,-406.0,4897.0,6638.0,Cash Flow
Total Cash from Operations,,,,-51849.0,-19374.0,-34533.0,-56620.0,Cash Flow
Capital Expenditures,,,,-2767.0,-4041.0,-8463.0,-11186.0,Cash Flow
"OtherInvestCashFlowItms,Tot",,,,,,-79599.0,-123467.0,Cash Flow
Total Cash from Investing,,,,-2767.0,-4041.0,-88062.0,-134653.0,Cash Flow
Financing Cash Flow Items,,,,277855.0,-2808.0,-2808.0,-2808.0,Cash Flow
Options Exercised,,,,671.0,47.0,95.0,102.0,Cash Flow
Warrants Converted,,,,10995.0,,,-15.0,Cash Flow
"Iss (Retirmnt) of Stock,Net",,,,11666.0,47.0,95.0,87.0,Cash Flow
Long Term Debt Issued,,,,20000.0,,,0.0,Cash Flow
Long Term Debt Reduction,,,,-21067.0,-483.0,-974.0,-1500.0,Cash Flow
"Iss (Retirmnt) of Debt, Net",,,,-1067.0,-483.0,-974.0,-1500.0,Cash Flow
Total Cash From Financing,,,,288454.0,-3244.0,-3687.0,-4221.0,Cash Flow
Net Change in Cash,,,,233838.0,-26659.0,-126282.0,-195494.0,Cash Flow
NetCash-BeginBal/RsvdforFutUse,,,,6394.0,240232.0,240232.0,240232.0,Cash Flow
NetCash-EndBal/RsrvforFutUse,,,,240232.0,213573.0,113950.0,44738.0,Cash Flow
"Depreciation, Supplemental",,,,572.0,196.0,463.0,828.0,Cash Flow
Free Cash Flow,,,,-54616.0,-23415.0,-42996.0,-67806.0,
FCF Growth,,,,,-0.5712794785410868,0.8362588084561178,0.5770304214345521,
