,2021,2022,Q4 2021,Q1 2022,Q2 2022,Q3 2022,Report
Total Debt,,,422.0,468.0,472.0,446.0,Balance Sheet
Deferred Income Tax,,,12.0,12.0,12.0,12.0,Balance Sheet
"Other Liabilities, Total",,,14.0,15.0,0.0,9.0,Balance Sheet
Total Liabilities,,,572.0,645.0,602.0,563.0,Balance Sheet
Common Stock,,,0.0,0.0,0.0,0.0,Balance Sheet
Additional Paid-In Capital,,,794.0,810.0,822.0,875.0,Balance Sheet
Ret. Earn.(Accum. Deficit),,,-185.0,-193.0,-326.0,-536.0,Balance Sheet
"Other Equity, Total",,,0.0,7.0,12.0,24.0,Balance Sheet
Total Equity,,,610.0,623.0,509.0,363.0,Balance Sheet
Total Liabilities & Shareholders’ Equity,,,1181.0,1269.0,1110.0,926.0,Balance Sheet
Ttl Comm. Shares Outs.,,,118.0,118.0,118.0,123.0,Balance Sheet
Trsy. Shrs-Comm. Primary Iss.,,,0.0,0.0,0.0,0.0,Balance Sheet
Date,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Income Statement
Total Revenue,,,174932.0,223710.0,200270.0,93788.0,Income Statement
"Cost of Revenue, Total",,,109481.0,140145.0,126764.0,67810.0,Income Statement
Selling/Gen/Admin Expense,,,77214.0,55718.0,58959.0,41259.0,Income Statement
Labor & Related Expense,,,,15345.0,11938.0,53219.0,Income Statement
"Sell/Gen/AdminExpenses,Tot",,,77214.0,71063.0,70897.0,94478.0,Income Statement
Research & Development,,,5700.0,4900.0,1800.0,1900.0,Income Statement
Depreciation/Amortization,,,8888.0,8889.0,8888.0,8889.0,Income Statement
"Inter/Invest Inc, Operating",,,900.0,1700.0,255.0,1820.0,Income Statement
Restructuring Charge,,,,,,8036.0,Income Statement
Impair-Assets Held for Use,,,,,111485.0,110837.0,Income Statement
Other Unusual Expnse (In),,,0.0,,0.0,0.0,Income Statement
Unusual Expense (Income),,,0.0,,111485.0,118873.0,Income Statement
Total Operating Expense,,,202183.0,226697.0,320089.0,293770.0,Income Statement
Total Operating Income,,,-27251.0,-2987.0,-119819.0,-199982.0,Income Statement
"Inter Expse,Net Non-Operat",,,-5253.0,-5837.0,-7064.0,-7337.0,Income Statement
OtherNon-OperatInc (Expnse),,,1590.0,544.0,-5350.0,-3545.0,Income Statement
"Other, Net",,,1590.0,544.0,-5350.0,-3545.0,Income Statement
Income Before Tax,,,-30914.0,-8280.0,-132233.0,-210864.0,Income Statement
Income Tax - Total,,,2744.0,152.0,46.0,-225.0,Income Statement
Income After Tax,,,-33658.0,-8432.0,-132279.0,-210639.0,Income Statement
Net Inc Before Extra Items,,,-33658.0,-8432.0,-132279.0,-210639.0,Income Statement
Total Net Income,,,-33658.0,-8432.0,-132279.0,-210639.0,Income Statement
Income Available to Common Excl. Extra. Items,,,-33658.0,-8432.0,-132279.0,-210639.0,Income Statement
Income Available to Common Incl. Extra. Items,,,-33658.0,-8432.0,-132279.0,-210639.0,Income Statement
Basic/Primary Weighted Average Shares,,,117605.0,117889.0,118211.0,119924.0,Income Statement
Basic/Primary EPS Excl. Extra. Items,,,-0.29,-0.07,-1.12,-1.76,Income Statement
Basic/Primary EPS Incl. Extra. Items,,,-0.29,-0.07,-1.12,-1.76,Income Statement
Diluted Weighted Average Shares,,,117605.0,117889.0,118211.0,119924.0,Income Statement
Diluted EPS Excl. Extra. Items,,,-0.29,-0.07,-1.12,-1.76,Income Statement
Diluted EPS Incl. Extra. Items,,,-0.29,-0.07,-1.12,-1.76,Income Statement
Div/Share-ComStockPrimIssue,,,,0.0,0.0,0.0,Income Statement
Gross Divid - Common Stock,,,,0.0,0.0,0.0,Income Statement
Pro Forma Net Income,,,,,,,Income Statement
"Interest Expense, Suppl",,,5253.0,5837.0,7064.0,7337.0,Income Statement
"Depreciat/Amort, Suppl",,,2503.0,2481.0,3542.0,3680.0,Income Statement
Total Special Items,,,5396.0,,111485.0,118873.0,Income Statement
Normalzd Income Before Tax,,,-25518.0,-8280.0,-20748.0,-91991.0,Income Statement
Efct/SpecItemsIncTxs (STEC),,,2555.0,,39020.0,41606.0,Income Statement
IncTxsExcl ImpctofSpec Itms,,,5299.0,152.0,39066.0,41381.0,Income Statement
Normalized Income After Tax,,,-30817.0,-8432.0,-59814.0,-133372.0,Income Statement
Normalzd Inc Avail to Common,,,-30817.0,-8432.0,-59814.0,-133372.0,Income Statement
Basic Normalized EPS,,,-0.26,-0.07,-0.51,-1.11,Income Statement
Diluted Normalized EPS,,,-0.26,-0.07,-0.51,-1.11,Income Statement
Date,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Cash Flow
Net Income,,,-88821.0,-8432.0,-140711.0,-351350.0,Cash Flow
Depreciation/Depletion,,,9150.0,2481.0,6023.0,9703.0,Cash Flow
Amortization,,,38350.0,10645.0,21337.0,32025.0,Cash Flow
Unusual Items,,,14080.0,2422.0,114200.0,229510.0,Cash Flow
Other Non-Cash Items,,,84103.0,16050.0,28286.0,81838.0,Cash Flow
Non-Cash Items,,,98183.0,18472.0,142486.0,311348.0,Cash Flow
"Cash Taxes Pd, Supplemental",,,1654.0,654.0,1988.0,2250.0,Cash Flow
"Cash Interest Pd, Suppl",,,23444.0,4897.0,11781.0,18403.0,Cash Flow
Accounts Receivable,,,-26365.0,-70383.0,-18709.0,58874.0,Cash Flow
Inventories,,,-70772.0,-19089.0,-18767.0,-16731.0,Cash Flow
Prepaid Expenses,,,-5787.0,1741.0,-2394.0,-7118.0,Cash Flow
Other Assets,,,-681.0,4.0,23.0,64.0,Cash Flow
Payable/Accrued,,,19182.0,17638.0,-19351.0,-42838.0,Cash Flow
Changes in Working Capital,,,-85289.0,-70077.0,-59179.0,-7727.0,Cash Flow
Total Cash from Operations,,,-28427.0,-46911.0,-30044.0,-6001.0,Cash Flow
Purchase of Fixed Assets,,,-22479.0,-4524.0,-12422.0,-15128.0,Cash Flow
Purchase/Acq of Intangibles,,,-563.0,-124.0,-305.0,-403.0,Cash Flow
Capital Expenditures,,,-23042.0,-4648.0,-12727.0,-15531.0,Cash Flow
Acquisition of Business,,,-56855.0,,,0.0,Cash Flow
Other Investing Cash Flow,,,0.0,,,,Cash Flow
"OtherInvestCashFlowItms,Tot",,,-56855.0,,,0.0,Cash Flow
Total Cash from Investing,,,-79897.0,-4648.0,-12727.0,-15531.0,Cash Flow
Financing Cash Flow Items,,,133673.0,,-9316.0,-9316.0,Cash Flow
Short Term Debt Issued,,,118000.0,46100.0,110600.0,166978.0,Cash Flow
Short Term Debt Reduction,,,-67862.0,-78.0,-73927.0,-156666.0,Cash Flow
"Short Term Debt, Net",,,50138.0,46022.0,36673.0,10312.0,Cash Flow
Long Term Debt Issued,,,510000.0,,12500.0,12500.0,Cash Flow
Long Term Debt Reduction,,,-580303.0,-105.0,-217.0,-355.0,Cash Flow
"Long Term Debt, Net",,,-70303.0,-105.0,12283.0,12145.0,Cash Flow
"Iss (Retirmnt) of Debt, Net",,,-20165.0,45917.0,48956.0,22457.0,Cash Flow
Total Cash From Financing,,,113508.0,45917.0,39640.0,13141.0,Cash Flow
Net Change in Cash,,,5184.0,-5642.0,-3131.0,-8391.0,Cash Flow
NetCash-BeginBal/RsvdforFutUse,,,11556.0,16740.0,16740.0,16740.0,Cash Flow
NetCash-EndBal/RsrvforFutUse,,,16740.0,11098.0,13609.0,8349.0,Cash Flow
"Depreciation, Supplemental",,,9150.0,2481.0,6023.0,9703.0,Cash Flow
Free Cash Flow,,,-51469.0,-51559.0,-42771.0,-21532.0,
FCF Growth,,,,0.001748625386154723,-0.17044550902849165,-0.4965747819784433,
