,2020,2021,2022,Q4 2021,Q1 2022,Q2 2022,Q3 2022,Report
Date,,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Cash Flow
Net Income,,,,-22169.0,-9415.0,-17514.0,-23772.0,Cash Flow
Depreciation/Depletion,,,,925.0,267.0,578.0,1037.0,Cash Flow
Non-Cash Items,,,,4598.0,1312.0,3228.0,5259.0,Cash Flow
"Cash Interest Pd, Suppl",,,,366.0,0.0,,,Cash Flow
Accounts Receivable,,,,-11275.0,10052.0,5277.0,1306.0,Cash Flow
Inventories,,,,-4481.0,-1958.0,-3857.0,-4108.0,Cash Flow
Prepaid Expenses,,,,-4120.0,619.0,1119.0,2198.0,Cash Flow
Other Assets,,,,645.0,341.0,617.0,1042.0,Cash Flow
Accounts Payable,,,,2753.0,,,,Cash Flow
Accrued Expenses,,,,-1190.0,-323.0,-653.0,-991.0,Cash Flow
Payable/Accrued,,,,,-1626.0,-1043.0,-175.0,Cash Flow
Changes in Working Capital,,,,-12436.0,7370.0,2832.0,1662.0,Cash Flow
Total Cash from Operations,,,,-29082.0,-466.0,-10876.0,-15814.0,Cash Flow
Capital Expenditures,,,,-737.0,-617.0,-689.0,-1433.0,Cash Flow
"OtherInvestCashFlowItms,Tot",,,,,,,-13762.0,Cash Flow
Total Cash from Investing,,,,-737.0,-617.0,-689.0,-15195.0,Cash Flow
Financing Cash Flow Items,,,,-879.0,-112.0,-112.0,-112.0,Cash Flow
"Common Stock, Net",,,,94752.0,,,,Cash Flow
Options Exercised,,,,852.0,324.0,842.0,1079.0,Cash Flow
Warrants Converted,,,,,-82.0,-133.0,-199.0,Cash Flow
"Iss (Retirmnt) of Stock,Net",,,,95604.0,242.0,709.0,880.0,Cash Flow
"Short Term Debt, Net",,,,-15000.0,-15000.0,-30000.0,,Cash Flow
Long Term Debt Issued,,,,30000.0,15000.0,30000.0,45000.0,Cash Flow
Long Term Debt Reduction,,,,-15000.0,,,-45000.0,Cash Flow
"Long Term Debt, Net",,,,15000.0,15000.0,30000.0,0.0,Cash Flow
"Iss (Retirmnt) of Debt, Net",,,,0.0,0.0,0.0,0.0,Cash Flow
Total Cash From Financing,,,,94725.0,130.0,597.0,768.0,Cash Flow
Foreign Exchange Effects,,,,,,,-23.0,Cash Flow
Net Change in Cash,,,,64906.0,-953.0,-10968.0,-30264.0,Cash Flow
NetCash-BeginBal/RsvdforFutUse,,,,159227.0,224133.0,224133.0,224133.0,Cash Flow
NetCash-EndBal/RsrvforFutUse,,,,224133.0,223180.0,213165.0,193869.0,Cash Flow
"Depreciation, Supplemental",,,,925.0,267.0,578.0,1037.0,Cash Flow
Free Cash Flow,,,,-29819.0,-1083.0,-11565.0,-17247.0,
FCF Growth,,,,,-0.9636808746101478,9.678670360110804,0.4913099870298314,
