,2018,2019,2020,2021,2022,Q4 2021,Q1 2022,Q2 2022,Q3 2022,Report
Diluted EPS Excl. Extra. Items,,,,,,0.01,-0.11,0.02,0.09,Income Statement
Diluted EPS Incl. Extra. Items,,,,,,0.01,-0.11,0.02,0.09,Income Statement
Div/Share-ComStockPrimIssue,,,,,,,0.0,0.0,0.0,Income Statement
Gross Divid - Common Stock,,,,,,0.0,0.0,0.0,0.0,Income Statement
Pro Forma Net Income,,,,,,,,,,Income Statement
"Interest Expense, Suppl",,,,,,951.0,883.0,1114.0,1414.0,Income Statement
"Depreciat/Amort, Suppl",,,,,,1609.0,1632.0,1715.0,1865.0,Income Statement
Total Special Items,,,,,,,0.0,0.0,,Income Statement
Normalzd Income Before Tax,,,,,,1235.0,-6985.0,4553.0,2374.0,Income Statement
Efct/SpecItemsIncTxs (STEC),,,,,,,0.0,0.0,,Income Statement
IncTxsExcl ImpctofSpec Itms,,,,,,354.0,-1602.0,2164.0,-666.0,Income Statement
Normalized Income After Tax,,,,,,881.0,-5383.0,2389.0,3040.0,Income Statement
Normalzd Inc Avail to Common,,,,,,276.0,-2286.0,342.0,1979.0,Income Statement
Basic Normalized EPS,,,,,,0.01,-0.11,0.02,0.09,Income Statement
Diluted Normalized EPS,,,,,,0.01,-0.11,0.02,0.09,Income Statement
Date,,,,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Cash Flow
Net Income,,,,,,8296.0,-5383.0,-2994.0,46.0,Cash Flow
Depreciation/Depletion,,,,,,5117.0,1632.0,3347.0,5212.0,Cash Flow
Deferred Taxes,,,,,,-43277.0,-2885.0,-4670.0,-12274.0,Cash Flow
Non-Cash Items,,,,,,56999.0,9823.0,19975.0,41769.0,Cash Flow
"Cash Taxes Pd, Supplemental",,,,,,272.0,9.0,398.0,444.0,Cash Flow
"Cash Interest Pd, Suppl",,,,,,2351.0,1086.0,2143.0,3242.0,Cash Flow
Accounts Receivable,,,,,,-5877.0,330.0,-1804.0,-2899.0,Cash Flow
Prepaid Expenses,,,,,,-1080.0,-5673.0,-2410.0,-788.0,Cash Flow
Other Assets,,,,,,-805.0,-1743.0,-839.0,-646.0,Cash Flow
Accounts Payable,,,,,,629.0,-461.0,474.0,310.0,Cash Flow
Payable/Accrued,,,,,,2956.0,-3762.0,-4751.0,136.0,Cash Flow
Changes in Working Capital,,,,,,8309.0,-8341.0,-5566.0,-1736.0,Cash Flow
Total Cash from Operations,,,,,,35444.0,-5154.0,10092.0,33017.0,Cash Flow
Purchase of Fixed Assets,,,,,,-12738.0,-1728.0,-5531.0,-14771.0,Cash Flow
Purchase/Acq of Intangibles,,,,,,-2669.0,-773.0,-1292.0,-2094.0,Cash Flow
Capital Expenditures,,,,,,-15407.0,-2501.0,-6823.0,-16865.0,Cash Flow
"OtherInvestCashFlowItms,Tot",,,,,,32.0,10.0,21.0,32.0,Cash Flow
Total Cash from Investing,,,,,,-15375.0,-2491.0,-6802.0,-16833.0,Cash Flow
Financing Cash Flow Items,,,,,,-666.0,,,0.0,Cash Flow
Total Cash Dividends Paid,,,,,,-60000.0,,,0.0,Cash Flow
"Iss (Retirmnt) of Stock,Net",,,,,,4590.0,470.0,1654.0,4832.0,Cash Flow
Long Term Debt Issued,,,,,,44619.0,,,0.0,Cash Flow
Long Term Debt Reduction,,,,,,-4369.0,-625.0,-1875.0,-3125.0,Cash Flow
"Iss (Retirmnt) of Debt, Net",,,,,,40250.0,-625.0,-1875.0,-3125.0,Cash Flow
Total Cash From Financing,,,,,,-15826.0,-155.0,-221.0,1707.0,Cash Flow
Net Change in Cash,,,,,,4243.0,-7800.0,3069.0,17891.0,Cash Flow
NetCash-BeginBal/RsvdforFutUse,,,,,,26236.0,30479.0,30479.0,30479.0,Cash Flow
NetCash-EndBal/RsrvforFutUse,,,,,,30479.0,22679.0,33548.0,48370.0,Cash Flow
"Depreciation, Supplemental",,,,,,5117.0,1632.0,3347.0,5212.0,Cash Flow
Free Cash Flow,,,,,,20037.0,-7655.0,3269.0,16152.0,
FCF Growth,,,,,,,-1.3820432200429207,-1.427041149575441,3.9409605383909456,
