,2020,2021,2022,Q3 2022,Q4 2022,Q1 2023,Q2 2023,Report
Minority Interest,,,,1.0,1.0,1.0,1.0,Balance Sheet
Reserves,,,,3.0,3.0,3.0,,Balance Sheet
Pension Benefits - Underfunded,,,,11.0,9.0,9.0,,Balance Sheet
Other LT Liabilities,,,,16.0,16.0,15.0,22.0,Balance Sheet
"Other Liabilities, Total",,,,30.0,28.0,26.0,22.0,Balance Sheet
Total Liabilities,,,,157.0,158.0,164.0,165.0,Balance Sheet
Common Stock,,,,2.0,2.0,2.0,2.0,Balance Sheet
Additional Paid-In Capital,,,,612.0,628.0,652.0,662.0,Balance Sheet
Ret. Earn.(Accum. Deficit),,,,97.0,123.0,133.0,184.0,Balance Sheet
"Other Equity, Total",,,,-17.0,-18.0,-25.0,-33.0,Balance Sheet
Total Equity,,,,695.0,734.0,762.0,815.0,Balance Sheet
Total Liabilities & Shareholders’ Equity,,,,851.0,893.0,926.0,980.0,Balance Sheet
Ttl Comm. Shares Outs.,,,,190.0,190.0,191.0,191.0,Balance Sheet
Trsy. Shrs-Comm. Primary Iss.,,,,0.0,0.0,0.0,0.0,Balance Sheet
Date,,,,2021-12-24 00:00:00,2022-03-25 00:00:00,2022-06-24 00:00:00,2022-09-23 00:00:00,Income Statement
Total Revenue,,,,186629.0,200293.0,217753.0,237666.0,Income Statement
"Cost of Revenue, Total",,,,85464.0,90690.0,99379.0,105644.0,Income Statement
Selling/Gen/Admin Expense,,,,32073.0,34191.0,31871.0,33725.0,Income Statement
Labor & Related Expense,,,,5859.0,12598.0,32176.0,5369.0,Income Statement
"Sell/Gen/AdminExpenses,Tot",,,,37932.0,46789.0,64047.0,39094.0,Income Statement
Research & Development,,,,30297.0,32432.0,33655.0,35567.0,Income Statement
Depreciation,,,,31.0,33.0,32.0,,Income Statement
Amortiz of Intangibles,,,,,,22.0,23.0,Income Statement
Depreciation/Amortization,,,,31.0,33.0,54.0,23.0,Income Statement
Restructuring Charge,,,,,,4186.0,,Income Statement
Impair-Assets Held for Use,,,,,0.0,,,Income Statement
Other Unusual Expnse (In),,,,0.0,0.0,1895.0,,Income Statement
Unusual Expense (Income),,,,0.0,0.0,6081.0,,Income Statement
"Other Operat Expse, Total",,,,-2700.0,100.0,-200.0,-2500.0,Income Statement
Total Operating Expense,,,,151024.0,170044.0,203016.0,177828.0,Income Statement
Total Operating Income,,,,35605.0,30249.0,14737.0,59838.0,Income Statement
"Inter Income, Non-Operating",,,,,,,467.0,Income Statement
"Invest Income, Non-Operat",,,,284.0,-298.0,1060.0,-763.0,Income Statement
"Inter Inc(Exp),Net Non-Oper",,,,-269.0,707.0,-120.0,-531.0,Income Statement
"Other, Net",,,,3634.0,-502.0,-3429.0,75.0,Income Statement
Income Before Tax,,,,39254.0,30156.0,12248.0,59086.0,Income Statement
Income Tax - Total,,,,6281.0,4504.0,1965.0,8438.0,Income Statement
Income After Tax,,,,32973.0,25652.0,10283.0,50648.0,Income Statement
Minority Interest,,,,-37.0,-36.0,-36.0,-34.0,Income Statement
Net Inc Before Extra Items,,,,32936.0,25616.0,10247.0,50614.0,Income Statement
Total Net Income,,,,32936.0,25616.0,10247.0,50614.0,Income Statement
Income Available to Common Excl. Extra. Items,,,,32936.0,25616.0,10247.0,50614.0,Income Statement
Income Available to Common Incl. Extra. Items,,,,32936.0,25616.0,10247.0,50614.0,Income Statement
Basic/Primary Weighted Average Shares,,,,189737.0,189998.0,190638.0,191285.0,Income Statement
Basic/Primary EPS Excl. Extra. Items,,,,0.17,0.13,0.05,0.26,Income Statement
Basic/Primary EPS Incl. Extra. Items,,,,0.17,0.13,0.05,0.26,Income Statement
Diluted Weighted Average Shares,,,,192068.0,192208.0,192406.0,192640.0,Income Statement
Diluted EPS Excl. Extra. Items,,,,0.17,0.13,0.05,0.26,Income Statement
Diluted EPS Incl. Extra. Items,,,,0.17,0.13,0.05,0.26,Income Statement
Div/Share-ComStockPrimIssue,,,,0.0,0.0,0.0,,Income Statement
Pro Forma Net Income,,,,,,,,Income Statement
"Depreciat/Amort, Suppl",,,,10924.0,10976.0,10882.0,11806.0,Income Statement
Total Special Items,,,,1507.0,4751.0,6078.0,607.0,Income Statement
Normalzd Income Before Tax,,,,40761.0,34907.0,18326.0,59693.0,Income Statement
Efct/SpecItemsIncTxs (STEC),,,,241.0,710.0,975.0,87.0,Income Statement
IncTxsExcl ImpctofSpec Itms,,,,6522.0,5214.0,2940.0,8525.0,Income Statement
Normalized Income After Tax,,,,34239.0,29693.0,15386.0,51168.0,Income Statement
Normalzd Inc Avail to Common,,,,34202.0,29657.0,15350.0,51134.0,Income Statement
Basic Normalized EPS,,,,0.18,0.16,0.08,0.27,Income Statement
Diluted Normalized EPS,,,,0.18,0.15,0.08,0.27,Income Statement
Date,,,,2021-12-24 00:00:00,2022-03-25 00:00:00,2022-06-24 00:00:00,2022-09-23 00:00:00,Cash Flow
Net Income,,,,93903.0,119555.0,10283.0,60931.0,Cash Flow
Depreciation/Depletion,,,,36522.0,48527.0,11918.0,24125.0,Cash Flow
Deferred Taxes,,,,-3061.0,7498.0,-7784.0,-16431.0,Cash Flow
Unusual Items,,,,-6931.0,-6071.0,3283.0,1008.0,Cash Flow
Other Non-Cash Items,,,,23509.0,39946.0,36800.0,42621.0,Cash Flow
Non-Cash Items,,,,16578.0,33875.0,40083.0,43629.0,Cash Flow
"Cash Taxes Pd, Supplemental",,,,16635.0,22195.0,-1027.0,,Cash Flow
"Cash Interest Pd, Suppl",,,,541.0,813.0,452.0,,Cash Flow
Accounts Receivable,,,,-6142.0,-21015.0,-2004.0,8066.0,Cash Flow
Inventories,,,,3251.0,-4471.0,-4888.0,-17328.0,Cash Flow
Prepaid Expenses,,,,-11870.0,-19450.0,-13102.0,-9470.0,Cash Flow
Accounts Payable,,,,-749.0,-5007.0,808.0,3247.0,Cash Flow
Accrued Expenses,,,,-9874.0,-3383.0,1239.0,-4264.0,Cash Flow
Changes in Working Capital,,,,-25384.0,-53326.0,-17947.0,-19749.0,Cash Flow
Total Cash from Operations,,,,118558.0,156129.0,36553.0,92505.0,Cash Flow
Capital Expenditures,,,,-55792.0,-69941.0,-14389.0,-35220.0,Cash Flow
Acquisition of Business,,,,-12549.0,-14549.0,,-20429.0,Cash Flow
Sale of Fixed Assets,,,,27407.0,27408.0,,0.0,Cash Flow
"Investment, Net",,,,-9189.0,-9189.0,,0.0,Cash Flow
"OtherInvestCashFlowItms,Tot",,,,5669.0,3670.0,,-20429.0,Cash Flow
Total Cash from Investing,,,,-50123.0,-66271.0,-14389.0,-55649.0,Cash Flow
Financing Cash Flow Items,,,,,2193.0,-9137.0,-8669.0,Cash Flow
"Iss (Retirmnt) of Stock,Net",,,,1291.0,0.0,,1573.0,Cash Flow
Long Term Debt Issued,,,,,0.0,,,Cash Flow
Long Term Debt Reduction,,,,,0.0,,,Cash Flow
"Long Term Debt, Net",,,,-7500.0,-7500.0,,,Cash Flow
Total Debt Reduction,,,,,,,-7500.0,Cash Flow
"Iss (Retirmnt) of Debt, Net",,,,-7500.0,-7500.0,,-7500.0,Cash Flow
Total Cash From Financing,,,,-6209.0,-5307.0,-9137.0,-14596.0,Cash Flow
Foreign Exchange Effects,,,,604.0,1373.0,-6554.0,-8777.0,Cash Flow
Net Change in Cash,,,,62830.0,85924.0,6473.0,13483.0,Cash Flow
NetCash-BeginBal/RsvdforFutUse,,,,203875.0,203875.0,289799.0,289799.0,Cash Flow
NetCash-EndBal/RsrvforFutUse,,,,266705.0,289799.0,296272.0,303282.0,Cash Flow
"Depreciation, Supplemental",,,,36522.0,48527.0,11918.0,24125.0,Cash Flow
Free Cash Flow,,,,62766.0,86188.0,22164.0,57285.0,
FCF Growth,,,,,0.37316381480419336,-0.7428412307977909,1.5845966432051974,
