,2019,2020,2021,2022,Q4 2021,Q1 2022,Q2 2022,Q3 2022,Report
Diluted Normalized EPS,,,,,0.2,0.26,0.28,0.26,Income Statement
Date,,,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Cash Flow
Net Income,,,,,573.0,190.0,378.0,545.0,Cash Flow
Depreciation/Depletion,,,,,379.0,115.0,204.0,305.0,Cash Flow
Deferred Taxes,,,,,-18.0,-22.0,-40.0,-62.0,Cash Flow
Unusual Items,,,,,12.0,2.0,8.0,11.0,Cash Flow
Other Non-Cash Items,,,,,119.0,29.0,60.0,97.0,Cash Flow
Non-Cash Items,,,,,131.0,31.0,68.0,108.0,Cash Flow
"Cash Taxes Pd, Supplemental",,,,,145.0,48.0,131.0,182.0,Cash Flow
"Cash Interest Pd, Suppl",,,,,187.0,70.0,119.0,191.0,Cash Flow
Accounts Receivable,,,,,-112.0,-137.0,-98.0,-99.0,Cash Flow
Inventories,,,,,-130.0,-46.0,-93.0,-114.0,Cash Flow
Accounts Payable,,,,,65.0,73.0,72.0,65.0,Cash Flow
Accrued Expenses,,,,,5.0,-10.0,-1.0,-11.0,Cash Flow
Changes in Working Capital,,,,,-112.0,-161.0,-231.0,-257.0,Cash Flow
Total Cash from Operations,,,,,954.0,152.0,380.0,638.0,Cash Flow
Capital Expenditures,,,,,-111.0,-25.0,-61.0,-100.0,Cash Flow
Acquisition of Business,,,,,-4014.0,-15.0,-20.0,-20.0,Cash Flow
Other Investing Cash Flow,,,,,4.0,0.0,0.0,44.0,Cash Flow
"OtherInvestCashFlowItms,Tot",,,,,-4011.0,-15.0,-20.0,23.0,Cash Flow
Total Cash from Investing,,,,,-4122.0,-40.0,-81.0,-77.0,Cash Flow
Financing Cash Flow Items,,,,,42.0,6.0,12.0,16.0,Cash Flow
Total Cash Dividends Paid,,,,,-65.0,-16.0,-32.0,-32.0,Cash Flow
Sale/Issuance of Common,,,,,967.0,,,0.0,Cash Flow
Repurch/Retirement Common,,,,,-26.0,-5.0,-13.0,-13.0,Cash Flow
"Common Stock, Net",,,,,941.0,-5.0,-13.0,-13.0,Cash Flow
"Preferred Stock, Net",,,,,0.0,,,,Cash Flow
"Iss (Retirmnt) of Stock,Net",,,,,941.0,-5.0,-13.0,-13.0,Cash Flow
Long Term Debt Issued,,,,,2835.0,,210.0,245.0,Cash Flow
Long Term Debt Reduction,,,,,-534.0,-112.0,-524.0,-783.0,Cash Flow
"Iss (Retirmnt) of Debt, Net",,,,,2301.0,-112.0,-314.0,-538.0,Cash Flow
Total Cash From Financing,,,,,3219.0,-127.0,-348.0,-567.0,Cash Flow
Foreign Exchange Effects,,,,,-13.0,-4.0,-18.0,-34.0,Cash Flow
Net Change in Cash,,,,,38.0,-19.0,-66.0,-39.0,Cash Flow
NetCash-BeginBal/RsvdforFutUse,,,,,289.0,327.0,327.0,327.0,Cash Flow
NetCash-EndBal/RsrvforFutUse,,,,,327.0,308.0,261.0,288.0,Cash Flow
"Depreciation, Supplemental",,,,,379.0,115.0,204.0,305.0,Cash Flow
Free Cash Flow,,,,,843.0,127.0,319.0,538.0,
FCF Growth,,,,,,-0.8493475682087782,1.5118110236220472,0.6865203761755485,
