,2021,2022,Q4 2021,Q1 2022,Q2 2022,Q3 2022,Report
IncTxsExcl ImpctofSpec Itms,,,4562.0,1177.0,3716.0,-640.0,Income Statement
Normalized Income After Tax,,,1204.0,1654.0,3345.0,-2812.0,Income Statement
Normalzd Inc Avail to Common,,,1204.0,1654.0,3345.0,-2812.0,Income Statement
Basic Normalized EPS,,,0.01,0.01,0.02,-0.02,Income Statement
Diluted Normalized EPS,,,0.01,0.01,0.02,-0.02,Income Statement
Date,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Cash Flow
Net Income,,,-52437.0,1159.0,3120.0,3887.0,Cash Flow
Depreciation/Depletion,,,62286.0,12458.0,24968.0,37585.0,Cash Flow
Deferred Taxes,,,-9662.0,-719.0,-728.0,-657.0,Cash Flow
Unusual Items,,,10458.0,49.0,49.0,-6926.0,Cash Flow
Other Non-Cash Items,,,63320.0,8569.0,19577.0,37605.0,Cash Flow
Non-Cash Items,,,73778.0,8618.0,19626.0,30679.0,Cash Flow
"Cash Taxes Pd, Supplemental",,,2238.0,977.0,10098.0,11817.0,Cash Flow
"Cash Interest Pd, Suppl",,,17109.0,1298.0,3025.0,5548.0,Cash Flow
Accounts Receivable,,,-17584.0,-1024.0,-8015.0,-8320.0,Cash Flow
Prepaid Expenses,,,-3617.0,-2612.0,-4560.0,-6757.0,Cash Flow
Other Assets,,,-614.0,-185.0,-326.0,-330.0,Cash Flow
Accounts Payable,,,-85.0,34.0,108.0,74.0,Cash Flow
Accrued Expenses,,,260.0,-195.0,-223.0,-502.0,Cash Flow
Payable/Accrued,,,12246.0,-6520.0,-10986.0,-8226.0,Cash Flow
Changes in Working Capital,,,-10370.0,-10329.0,-23781.0,-23934.0,Cash Flow
Total Cash from Operations,,,63595.0,11187.0,23205.0,47560.0,Cash Flow
Purchase of Fixed Assets,,,-955.0,-328.0,-460.0,-917.0,Cash Flow
Purchase/Acq of Intangibles,,,-12702.0,-2677.0,-6124.0,-9952.0,Cash Flow
Capital Expenditures,,,-13657.0,-3005.0,-6584.0,-10869.0,Cash Flow
"OtherInvestCashFlowItms,Tot",,,-186435.0,,-1604.0,-1603.0,Cash Flow
Total Cash from Investing,,,-200092.0,-3005.0,-8188.0,-12472.0,Cash Flow
Financing Cash Flow Items,,,-9551.0,,0.0,388.0,Cash Flow
Sale/Issuance of Common,,,281589.0,,,,Cash Flow
Repurch/Retirement Common,,,-1201.0,0.0,0.0,-23655.0,Cash Flow
"Common Stock, Net",,,280388.0,0.0,0.0,-23655.0,Cash Flow
Options Exercised,,,1075.0,2532.0,3381.0,5908.0,Cash Flow
"Iss (Retirmnt) of Stock,Net",,,281463.0,2532.0,3381.0,-17747.0,Cash Flow
"Short Term Debt, Net",,,,-1934.0,-1885.0,-1836.0,Cash Flow
Long Term Debt Issued,,,245000.0,,,15000.0,Cash Flow
Long Term Debt Reduction,,,-356722.0,0.0,-10000.0,-25000.0,Cash Flow
"Long Term Debt, Net",,,-111722.0,0.0,-10000.0,-10000.0,Cash Flow
"Iss (Retirmnt) of Debt, Net",,,-111722.0,-1934.0,-11885.0,-11836.0,Cash Flow
Total Cash From Financing,,,160190.0,598.0,-8504.0,-29195.0,Cash Flow
Foreign Exchange Effects,,,-2336.0,278.0,-2246.0,-5396.0,Cash Flow
Net Change in Cash,,,21357.0,9058.0,4267.0,497.0,Cash Flow
NetCash-BeginBal/RsvdforFutUse,,,54721.0,76078.0,76078.0,76078.0,Cash Flow
NetCash-EndBal/RsrvforFutUse,,,76078.0,85137.0,80345.0,76575.0,Cash Flow
"Depreciation, Supplemental",,,62286.0,12458.0,24968.0,37585.0,Cash Flow
Free Cash Flow,,,49938.0,8182.0,16621.0,36691.0,
FCF Growth,,,,-0.8361568344747488,1.031410413101931,1.2075085734913662,
