,2020,2021,2022,Q4 2021,Q1 2022,Q2 2022,Q3 2022,Report
Basic/Primary EPS Excl. Extra. Items,,,,0.04,0.07,0.02,0.03,Income Statement
Basic/Primary EPS Incl. Extra. Items,,,,0.04,0.07,0.02,0.03,Income Statement
Diluted Weighted Average Shares,,,,641654.0,639015.0,640097.0,639850.0,Income Statement
Diluted EPS Excl. Extra. Items,,,,0.04,0.07,0.02,0.03,Income Statement
Diluted EPS Incl. Extra. Items,,,,0.04,0.07,0.02,0.03,Income Statement
Div/Share-ComStockPrimIssue,,,,,0.0,0.0,0.0,Income Statement
Pro Forma Net Income,,,,,,,,Income Statement
"Interest Expense, Suppl",,,,72242.0,71445.0,72696.0,77087.0,Income Statement
"Depreciat/Amort, Suppl",,,,15929.0,16596.0,17171.0,17481.0,Income Statement
Total Special Items,,,,1695.0,4227.0,2481.0,28474.0,Income Statement
Normalzd Income Before Tax,,,,36189.0,62460.0,22450.0,37523.0,Income Statement
Efct/SpecItemsIncTxs (STEC),,,,470.0,1035.0,802.0,9966.0,Income Statement
IncTxsExcl ImpctofSpec Itms,,,,10026.0,15290.0,7259.0,-721.0,Income Statement
Normalized Income After Tax,,,,26163.0,47170.0,15191.0,38244.0,Income Statement
Normalzd Inc Avail to Common,,,,26163.0,47170.0,15191.0,38244.0,Income Statement
Basic Normalized EPS,,,,0.04,0.07,0.02,0.06,Income Statement
Diluted Normalized EPS,,,,0.04,0.07,0.02,0.06,Income Statement
Date,,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Cash Flow
Net Income,,,,102080.0,43978.0,57490.0,77226.0,Cash Flow
Depreciation/Depletion,,,,64885.0,16596.0,33767.0,51248.0,Cash Flow
Amortization,,,,340210.0,85154.0,170281.0,255408.0,Cash Flow
Deferred Taxes,,,,-81929.0,-35343.0,-59481.0,-138873.0,Cash Flow
Unusual Items,,,,18834.0,-240.0,2496.0,821.0,Cash Flow
Other Non-Cash Items,,,,4636.0,-5351.0,8173.0,-32380.0,Cash Flow
Non-Cash Items,,,,23470.0,-5591.0,10669.0,-31559.0,Cash Flow
"Cash Taxes Pd, Supplemental",,,,131517.0,2833.0,72452.0,104693.0,Cash Flow
"Cash Interest Pd, Suppl",,,,231049.0,46197.0,139013.0,187834.0,Cash Flow
Accounts Receivable,,,,-33826.0,21699.0,5900.0,27588.0,Cash Flow
Prepaid Expenses,,,,-12016.0,8666.0,14952.0,18828.0,Cash Flow
Accrued Expenses,,,,-5900.0,-1646.0,-5403.0,-4844.0,Cash Flow
Payable/Accrued,,,,7713.0,61424.0,7464.0,89653.0,Cash Flow
Changes in Working Capital,,,,-44029.0,90143.0,22913.0,131225.0,Cash Flow
Total Cash from Operations,,,,404687.0,194937.0,235639.0,344675.0,Cash Flow
Capital Expenditures,,,,-84590.0,-24454.0,-43399.0,-64209.0,Cash Flow
Acquisition of Business,,,,-149676.0,0.0,0.0,,Cash Flow
Sale of Business,,,,246.0,,,,Cash Flow
Sale/Maturity of Investment,,,,5641.0,289.0,289.0,289.0,Cash Flow
Purchase of Investments,,,,,,-15000.0,-15000.0,Cash Flow
"OtherInvestCashFlowItms,Tot",,,,-143789.0,289.0,-14711.0,-14711.0,Cash Flow
Total Cash from Investing,,,,-228379.0,-24165.0,-58110.0,-78920.0,Cash Flow
Financing Cash Flow Items,,,,-3789.0,-1957.0,,-2376.0,Cash Flow
"Iss (Retirmnt) of Stock,Net",,,,-100000.0,,-2196.0,0.0,Cash Flow
Long Term Debt Issued,,,,2333450.0,0.0,,0.0,Cash Flow
Long Term Debt Reduction,,,,-2344345.0,-3313.0,-6625.0,-9938.0,Cash Flow
"Iss (Retirmnt) of Debt, Net",,,,-10895.0,-3313.0,-6625.0,-9938.0,Cash Flow
Total Cash From Financing,,,,-114684.0,-5270.0,-8821.0,-12314.0,Cash Flow
Net Change in Cash,,,,61624.0,165502.0,168708.0,253441.0,Cash Flow
NetCash-BeginBal/RsvdforFutUse,,,,126755.0,185328.0,188379.0,188379.0,Cash Flow
NetCash-EndBal/RsrvforFutUse,,,,188379.0,350830.0,357087.0,441820.0,Cash Flow
"Depreciation, Supplemental",,,,64885.0,16596.0,33767.0,51248.0,Cash Flow
Free Cash Flow,,,,320097.0,170483.0,192240.0,280466.0,
FCF Growth,,,,,-0.4674020687479108,0.12761976267428432,0.4589367457344986,
