,2020,2021,2022,Q4 2021,Q1 2022,Q2 2022,Q3 2022,Report
Normalzd Income Before Tax,,,,-17784.0,-21406.0,-25743.0,-20486.0,Income Statement
Efct/SpecItemsIncTxs (STEC),,,,35.0,,,370.0,Income Statement
IncTxsExcl ImpctofSpec Itms,,,,-117.0,20.0,4.0,392.0,Income Statement
Normalized Income After Tax,,,,-17667.0,-21426.0,-25747.0,-20878.0,Income Statement
Normalzd Inc Avail to Common,,,,-17667.0,-21426.0,-25747.0,-20878.0,Income Statement
Basic Normalized EPS,,,,-0.26,-0.32,-0.38,-0.31,Income Statement
Diluted Normalized EPS,,,,-0.26,-0.32,-0.38,-0.31,Income Statement
Date,,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Cash Flow
Net Income,,,,-71724.0,-21426.0,-47173.0,-68739.0,Cash Flow
Depreciation/Depletion,,,,5598.0,1944.0,4431.0,6580.0,Cash Flow
Unusual Items,,,,60.0,28.0,27.0,48.0,Cash Flow
Equity in Net Earnings/Loss,,,,0.0,,,,Cash Flow
Other Non-Cash Items,,,,24294.0,6339.0,14278.0,20254.0,Cash Flow
Non-Cash Items,,,,24354.0,6367.0,14305.0,20302.0,Cash Flow
"Cash Taxes Pd, Supplemental",,,,3.0,,0.0,10.0,Cash Flow
"Cash Interest Pd, Suppl",,,,969.0,137.0,278.0,422.0,Cash Flow
Accounts Receivable,,,,-13003.0,8221.0,12128.0,5687.0,Cash Flow
Inventories,,,,-6635.0,-1317.0,-1539.0,-1390.0,Cash Flow
Prepaid Expenses,,,,-3513.0,2057.0,1340.0,1956.0,Cash Flow
Accounts Payable,,,,3878.0,298.0,1000.0,591.0,Cash Flow
Accrued Expenses,,,,793.0,-3278.0,-680.0,2659.0,Cash Flow
Changes in Working Capital,,,,-11356.0,3046.0,7849.0,4354.0,Cash Flow
Total Cash from Operations,,,,-53128.0,-10069.0,-20588.0,-37503.0,Cash Flow
Capital Expenditures,,,,-15825.0,-4375.0,-6758.0,-7732.0,Cash Flow
Sale/Maturity of Investment,,,,,,,4750.0,Cash Flow
Purchase of Investments,,,,,,-9372.0,-18793.0,Cash Flow
Other Investing Cash Flow,,,,0.0,,,,Cash Flow
"OtherInvestCashFlowItms,Tot",,,,0.0,,-9372.0,-14043.0,Cash Flow
Total Cash from Investing,,,,-15825.0,-4375.0,-16130.0,-21775.0,Cash Flow
Financing Cash Flow Items,,,,-300.0,,0.0,0.0,Cash Flow
"Common Stock, Net",,,,3644.0,610.0,610.0,719.0,Cash Flow
Options Exercised,,,,10297.0,412.0,766.0,833.0,Cash Flow
"Iss (Retirmnt) of Stock,Net",,,,13941.0,1022.0,1376.0,1552.0,Cash Flow
Total Cash From Financing,,,,13641.0,1022.0,1376.0,1552.0,Cash Flow
Net Change in Cash,,,,-55312.0,-13422.0,-35342.0,-57726.0,Cash Flow
NetCash-BeginBal/RsvdforFutUse,,,,233678.0,178366.0,178366.0,178366.0,Cash Flow
NetCash-EndBal/RsrvforFutUse,,,,178366.0,164944.0,143024.0,120640.0,Cash Flow
"Depreciation, Supplemental",,,,5598.0,1944.0,4431.0,6580.0,Cash Flow
Free Cash Flow,,,,-68953.0,-14444.0,-27346.0,-45235.0,
FCF Growth,,,,,-0.7905239801023886,0.8932428690113543,0.6541724566664229,
