,2021,2022,Q4 2021,Q1 2022,Q2 2022,Q3 2022,Report
Curr. Port. LT Dbt/Cap Ls.,,,1.0,1.0,1.0,1.0,Balance Sheet
"Other Curr. Lblts, Total",,,28.0,28.0,29.0,29.0,Balance Sheet
Total Current Liabilities,,,130.0,142.0,136.0,142.0,Balance Sheet
Long Term Debt,,,896.0,895.0,895.0,895.0,Balance Sheet
Capital Lease Obligations,,,15.0,15.0,15.0,15.0,Balance Sheet
Total Long Term Debt,,,912.0,910.0,910.0,910.0,Balance Sheet
Total Debt,,,912.0,910.0,911.0,911.0,Balance Sheet
Deferred Income Tax,,,23.0,28.0,37.0,46.0,Balance Sheet
"Other Liabilities, Total",,,726.0,722.0,730.0,758.0,Balance Sheet
Total Liabilities,,,1791.0,1802.0,1814.0,1856.0,Balance Sheet
Common Stock,,,3.0,3.0,3.0,3.0,Balance Sheet
Additional Paid-In Capital,,,758.0,759.0,769.0,775.0,Balance Sheet
Ret. Earn.(Accum. Deficit),,,-98.0,-63.0,-27.0,-3.0,Balance Sheet
Treasury Stock - Common,,,-6.0,,,,Balance Sheet
Unrealized Gain (Loss),,,0.0,2.0,2.0,1.0,Balance Sheet
Total Equity,,,657.0,701.0,747.0,776.0,Balance Sheet
Total Liabilities & Shareholders’ Equity,,,2448.0,2503.0,2561.0,2631.0,Balance Sheet
Ttl Comm. Shares Outs.,,,300.0,302.0,304.0,305.0,Balance Sheet
Trsy. Shrs-Comm. Primary Iss.,,,3.0,3.0,3.0,3.0,Balance Sheet
Date,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Income Statement
Total Revenue,,,191459.0,219419.0,225159.0,217576.0,Income Statement
Selling/Gen/Admin Expense,,,97866.0,101359.0,104333.0,107004.0,Income Statement
Labor & Related Expense,,,62120.0,65538.0,69351.0,68228.0,Income Statement
"Sell/Gen/AdminExpenses,Tot",,,159986.0,166897.0,173684.0,175232.0,Income Statement
Unusual Expense (Income),,,-15494.0,588.0,-2840.0,-567.0,Income Statement
Loss(Gain)/Sale Asts (Oper),,,-17629.0,459.0,-3146.0,-649.0,Income Statement
Total Operating Expense,,,144492.0,167485.0,170844.0,174665.0,Income Statement
Total Operating Income,,,46967.0,51934.0,54315.0,42911.0,Income Statement
"Inter Inc(Exp),Net Non-Oper",,,-5463.0,-7462.0,-8056.0,-9390.0,Income Statement
Income Before Tax,,,40959.0,43768.0,45553.0,32811.0,Income Statement
Income Tax - Total,,,4654.0,8280.0,9894.0,8814.0,Income Statement
Income After Tax,,,36305.0,35488.0,35659.0,23997.0,Income Statement
Net Inc Before Extra Items,,,36305.0,35488.0,35659.0,23997.0,Income Statement
Total Net Income,,,36305.0,35488.0,35659.0,23997.0,Income Statement
Income Available to Common Excl. Extra. Items,,,36305.0,35488.0,35659.0,23997.0,Income Statement
Income Available to Common Incl. Extra. Items,,,36305.0,35488.0,35659.0,23997.0,Income Statement
Basic/Primary Weighted Average Shares,,,297700.0,300931.0,302666.0,304291.0,Income Statement
Basic/Primary EPS Excl. Extra. Items,,,0.12,0.12,0.12,0.08,Income Statement
Basic/Primary EPS Incl. Extra. Items,,,0.12,0.12,0.12,0.08,Income Statement
Diluted Weighted Average Shares,,,297700.0,329172.0,327230.0,326881.0,Income Statement
Diluted EPS Excl. Extra. Items,,,0.12,0.11,0.11,0.07,Income Statement
Diluted EPS Incl. Extra. Items,,,0.12,0.11,0.11,0.07,Income Statement
Div/Share-ComStockPrimIssue,,,,0.0,0.0,0.0,Income Statement
Gross Divid - Common Stock,,,0.0,0.0,0.0,0.0,Income Statement
Pro Forma Net Income,,,,,,,Income Statement
"Interest Expense, Suppl",,,545.0,704.0,706.0,710.0,Income Statement
"Depreciat/Amort, Suppl",,,12617.0,13176.0,13444.0,13564.0,Income Statement
Total Special Items,,,-8344.0,2060.0,-1203.0,1904.0,Income Statement
Normalzd Income Before Tax,,,32615.0,45828.0,44350.0,34715.0,Income Statement
Efct/SpecItemsIncTxs (STEC),,,-948.0,390.0,-261.0,511.0,Income Statement
IncTxsExcl ImpctofSpec Itms,,,3706.0,8670.0,9633.0,9325.0,Income Statement
Normalized Income After Tax,,,28909.0,37158.0,34717.0,25390.0,Income Statement
Normalzd Inc Avail to Common,,,28909.0,37158.0,34717.0,25390.0,Income Statement
Basic Normalized EPS,,,0.1,0.12,0.11,0.08,Income Statement
Diluted Normalized EPS,,,0.1,0.11,0.11,0.08,Income Statement
Date,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Cash Flow
Net Income,,,-22.0,35.0,71.0,95.0,Cash Flow
Depreciation/Depletion,,,51.0,15.0,30.0,45.0,Cash Flow
Deferred Taxes,,,-27.0,5.0,14.0,22.0,Cash Flow
Unusual Items,,,-20.0,0.0,-3.0,-3.0,Cash Flow
Other Non-Cash Items,,,254.0,16.0,32.0,48.0,Cash Flow
Non-Cash Items,,,234.0,16.0,29.0,44.0,Cash Flow
"Cash Taxes Pd, Supplemental",,,9.0,0.0,2.0,2.0,Cash Flow
"Cash Interest Pd, Suppl",,,39.0,8.0,16.0,26.0,Cash Flow
Accounts Receivable,,,-17.0,10.0,7.0,7.0,Cash Flow
Inventories,,,1.0,-1.0,-1.0,-2.0,Cash Flow
Prepaid Expenses,,,-4.0,1.0,-3.0,-2.0,Cash Flow
Accounts Payable,,,2.0,6.0,6.0,6.0,Cash Flow
Accrued Expenses,,,-41.0,-5.0,-19.0,-28.0,Cash Flow
Changes in Working Capital,,,-62.0,10.0,-10.0,-21.0,Cash Flow
Total Cash from Operations,,,173.0,82.0,135.0,185.0,Cash Flow
Capital Expenditures,,,-126.0,-30.0,-76.0,-132.0,Cash Flow
Acquisition of Business,,,-514.0,,-47.0,-66.0,Cash Flow
Sale of Fixed Assets,,,96.0,0.0,4.0,64.0,Cash Flow
"OtherInvestCashFlowItms,Tot",,,-418.0,0.0,-43.0,-2.0,Cash Flow
Total Cash from Investing,,,-544.0,-30.0,-120.0,-134.0,Cash Flow
Financing Cash Flow Items,,,-33.0,0.0,0.0,0.0,Cash Flow
Sale/Issuance of Common,,,469.0,,0.0,0.0,Cash Flow
Repurch/Retirement Common,,,0.0,0.0,0.0,0.0,Cash Flow
"Common Stock, Net",,,468.0,0.0,0.0,0.0,Cash Flow
Options Exercised,,,5.0,1.0,5.0,6.0,Cash Flow
"Iss (Retirmnt) of Stock,Net",,,473.0,1.0,5.0,6.0,Cash Flow
Long Term Debt Issued,,,290.0,,,,Cash Flow
Long Term Debt Reduction,,,-457.0,-2.0,-2.0,-3.0,Cash Flow
"Iss (Retirmnt) of Debt, Net",,,-167.0,-2.0,-2.0,-3.0,Cash Flow
Total Cash From Financing,,,272.0,-1.0,3.0,3.0,Cash Flow
Net Change in Cash,,,-98.0,51.0,18.0,55.0,Cash Flow
NetCash-BeginBal/RsvdforFutUse,,,118.0,20.0,20.0,20.0,Cash Flow
NetCash-EndBal/RsrvforFutUse,,,20.0,70.0,38.0,75.0,Cash Flow
"Depreciation, Supplemental",,,51.0,15.0,30.0,45.0,Cash Flow
Free Cash Flow,,,47.0,52.0,59.0,53.0,
FCF Growth,,,,0.1063829787234043,0.13461538461538458,-0.10169491525423724,
