,2020,2021,2022,Q4 2021,Q1 2022,Q2 2022,Q3 2022,Report
Selling/Gen/Admin Expense,,,,42862.0,42911.0,45888.0,48424.0,Income Statement
Labor & Related Expense,,,,5172.0,5574.0,6571.0,6481.0,Income Statement
"Sell/Gen/AdminExpenses,Tot",,,,48034.0,48485.0,52459.0,54905.0,Income Statement
Research & Development,,,,19755.0,20944.0,22394.0,22245.0,Income Statement
Depreciation/Amortization,,,,1882.0,2037.0,2009.0,2016.0,Income Statement
Unusual Expense (Income),,,,12400.0,13660.0,13621.0,6260.0,Income Statement
Total Operating Expense,,,,98712.0,102229.0,107343.0,102951.0,Income Statement
Total Operating Income,,,,-33815.0,-36179.0,-39140.0,-30560.0,Income Statement
"Inter Expse,Net Non-Operat",,,,-703.0,-709.0,-705.0,-706.0,Income Statement
"Inter Income, Non-Operating",,,,65.0,122.0,577.0,1431.0,Income Statement
"Invest Income, Non-Operat",,,,0.0,,,,Income Statement
"Inter/Invest Inc, Non-Oper",,,,65.0,122.0,577.0,1431.0,Income Statement
OtherNon-OperatInc (Expnse),,,,-88.0,-156.0,-297.0,-376.0,Income Statement
"Other, Net",,,,-88.0,-156.0,-297.0,-376.0,Income Statement
Income Before Tax,,,,-34541.0,-36922.0,-39565.0,-30211.0,Income Statement
Income Tax - Total,,,,-297.0,115.0,40.0,86.0,Income Statement
Income After Tax,,,,-34244.0,-37037.0,-39605.0,-30297.0,Income Statement
Net Inc Before Extra Items,,,,-34244.0,-37037.0,-39605.0,-30297.0,Income Statement
Total Net Income,,,,-34244.0,-37037.0,-39605.0,-30297.0,Income Statement
Total Adjust to Net Income,,,,0.0,,,,Income Statement
Income Available to Common Excl. Extra. Items,,,,-34244.0,-37037.0,-39605.0,-30297.0,Income Statement
Income Available to Common Incl. Extra. Items,,,,-34244.0,-37037.0,-39605.0,-30297.0,Income Statement
Basic/Primary Weighted Average Shares,,,,71938.0,72476.0,73084.0,,Income Statement
Basic/Primary EPS Excl. Extra. Items,,,,-0.48,-0.51,-0.54,,Income Statement
Basic/Primary EPS Incl. Extra. Items,,,,-0.48,-0.51,-0.54,,Income Statement
Diluted Weighted Average Shares,,,,71938.0,72476.0,73084.0,73508.0,Income Statement
Diluted EPS Excl. Extra. Items,,,,-0.48,-0.51,-0.54,-0.41,Income Statement
Diluted EPS Incl. Extra. Items,,,,-0.48,-0.51,-0.54,-0.41,Income Statement
Div/Share-ComStockPrimIssue,,,,,0.0,0.0,0.0,Income Statement
Gross Divid - Common Stock,,,,0.0,0.0,0.0,0.0,Income Statement
Pro Forma Net Income,,,,,,,,Income Statement
"Interest Expense, Suppl",,,,703.0,709.0,705.0,706.0,Income Statement
"Depreciat/Amort, Suppl",,,,649.0,789.0,812.0,967.0,Income Statement
Total Special Items,,,,12400.0,13660.0,13621.0,6260.0,Income Statement
Normalzd Income Before Tax,,,,-22141.0,-23262.0,-25944.0,-23951.0,Income Statement
Efct/SpecItemsIncTxs (STEC),,,,4340.0,4781.0,4767.0,2191.0,Income Statement
IncTxsExcl ImpctofSpec Itms,,,,4043.0,4896.0,4807.0,2277.0,Income Statement
Normalized Income After Tax,,,,-26184.0,-28158.0,-30751.0,-26228.0,Income Statement
Normalzd Inc Avail to Common,,,,-26184.0,-28158.0,-30751.0,-26228.0,Income Statement
Basic Normalized EPS,,,,-0.36,-0.39,-0.42,,Income Statement
Diluted Normalized EPS,,,,-0.36,-0.39,-0.42,-0.36,Income Statement
Date,,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Cash Flow
Net Income,,,,-76677.0,-37037.0,-76642.0,-106939.0,Cash Flow
Depreciation/Depletion,,,,6151.0,2826.0,5647.0,8630.0,Cash Flow
Non-Cash Items,,,,29472.0,10763.0,23917.0,38661.0,Cash Flow
"Cash Taxes Pd, Supplemental",,,,,32.0,32.0,32.0,Cash Flow
"Cash Interest Pd, Suppl",,,,0.0,472.0,472.0,903.0,Cash Flow
Accounts Receivable,,,,-17279.0,-2502.0,-9501.0,-15265.0,Cash Flow
Prepaid Expenses,,,,-2413.0,-806.0,1010.0,-3951.0,Cash Flow
Other Assets,,,,-3525.0,-658.0,-2055.0,-2514.0,Cash Flow
Accounts Payable,,,,2137.0,-287.0,-1929.0,-994.0,Cash Flow
Accrued Expenses,,,,20437.0,5702.0,21252.0,-7386.0,Cash Flow
Changes in Working Capital,,,,754.0,1463.0,11218.0,-27016.0,Cash Flow
Total Cash from Operations,,,,-40300.0,-21985.0,-35860.0,-86664.0,Cash Flow
Capital Expenditures,,,,-3304.0,-1340.0,-3486.0,-4206.0,Cash Flow
Acquisition of Business,,,,-81067.0,,-696.0,-696.0,Cash Flow
Sale/Maturity of Investment,,,,4500.0,9000.0,42600.0,64650.0,Cash Flow
Purchase of Investments,,,,-107006.0,-32473.0,-79273.0,-169887.0,Cash Flow
"OtherInvestCashFlowItms,Tot",,,,-183573.0,-23473.0,-37369.0,-105933.0,Cash Flow
Total Cash from Investing,,,,-186877.0,-24813.0,-40855.0,-110139.0,Cash Flow
Financing Cash Flow Items,,,,-45607.0,,,0.0,Cash Flow
"Iss (Retirmnt) of Stock,Net",,,,5881.0,184.0,-108.0,64.0,Cash Flow
"Iss (Retirmnt) of Debt, Net",,,,345000.0,,,0.0,Cash Flow
Total Cash From Financing,,,,305274.0,184.0,-108.0,64.0,Cash Flow
Net Change in Cash,,,,78097.0,-46614.0,-76823.0,-196739.0,Cash Flow
NetCash-BeginBal/RsvdforFutUse,,,,220607.0,298704.0,298704.0,298704.0,Cash Flow
NetCash-EndBal/RsrvforFutUse,,,,298704.0,252090.0,221881.0,101965.0,Cash Flow
"Depreciation, Supplemental",,,,6151.0,2826.0,5647.0,8630.0,Cash Flow
Free Cash Flow,,,,-43604.0,-23325.0,-39346.0,-90870.0,
FCF Growth,,,,,-0.46507201174204205,0.6868595927116827,1.3095104966197328,
