,2020,2021,2022,Q4 2021,Q1 2022,Q2 2022,Q3 2022,Report
Normalzd Inc Avail to Common,,,,59948.0,168573.0,-6785.0,26624.0,Income Statement
Basic Normalized EPS,,,,0.21,0.59,-0.02,0.09,Income Statement
Diluted Normalized EPS,,,,0.2,0.54,-0.02,0.08,Income Statement
Date,,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Cash Flow
Net Income,,,,153464.0,168573.0,161788.0,188412.0,Cash Flow
Depreciation/Depletion,,,,4403.0,1391.0,3681.0,6212.0,Cash Flow
Amortization,,,,10062.0,2606.0,5213.0,7844.0,Cash Flow
Deferred Taxes,,,,-2018.0,,,,Cash Flow
Non-Cash Items,,,,37001.0,12675.0,26226.0,43148.0,Cash Flow
Accounts Receivable,,,,22478.0,-176665.0,99620.0,40291.0,Cash Flow
Other Assets,,,,,-7557.0,-4139.0,-1226.0,Cash Flow
Accrued Expenses,,,,-778.0,,,,Cash Flow
Payable/Accrued,,,,1400.0,751.0,-1882.0,-1151.0,Cash Flow
Changes in Working Capital,,,,41672.0,-85026.0,176326.0,832.0,Cash Flow
Total Cash from Operations,,,,244584.0,100219.0,373234.0,246448.0,Cash Flow
Purchase of Fixed Assets,,,,-58452.0,-14495.0,-45817.0,-58330.0,Cash Flow
Purchase/Acq of Intangibles,,,,0.0,,,-2000.0,Cash Flow
Capital Expenditures,,,,-58452.0,-14495.0,-45817.0,-60330.0,Cash Flow
Acquisition of Business,,,,-11457.0,,,0.0,Cash Flow
Sale/Maturity of Investment,,,,27608.0,57294.0,145808.0,418238.0,Cash Flow
Purchase of Investments,,,,-322567.0,-71766.0,-161657.0,-707570.0,Cash Flow
Other Investing Cash Flow,,,,32621.0,2596.0,8098.0,14100.0,Cash Flow
"OtherInvestCashFlowItms,Tot",,,,-273795.0,-11876.0,-7751.0,-275232.0,Cash Flow
Total Cash from Investing,,,,-332247.0,-26371.0,-53568.0,-335562.0,Cash Flow
Financing Cash Flow Items,,,,-7550.0,-5000.0,-4060.0,-4060.0,Cash Flow
"Common Stock, Net",,,,0.0,,,,Cash Flow
"Preferred Stock, Net",,,,0.0,,,,Cash Flow
Options Exercised,,,,4615.0,1941.0,2175.0,2406.0,Cash Flow
"Iss (Retirmnt) of Stock,Net",,,,4615.0,1941.0,2175.0,2406.0,Cash Flow
"Short Term Debt, Net",,,,0.0,,,,Cash Flow
Long Term Debt Issued,,,,0.0,,,,Cash Flow
Long Term Debt Reduction,,,,-1823.0,-72.0,-73.0,-323.0,Cash Flow
"Long Term Debt, Net",,,,-951.0,-72.0,-73.0,-323.0,Cash Flow
"Iss (Retirmnt) of Debt, Net",,,,-951.0,-72.0,-73.0,-323.0,Cash Flow
Total Cash From Financing,,,,-3886.0,-3131.0,-1958.0,-1977.0,Cash Flow
Foreign Exchange Effects,,,,-1425.0,-204.0,-1411.0,-9963.0,Cash Flow
Net Change in Cash,,,,-92974.0,70513.0,316297.0,-101054.0,Cash Flow
NetCash-BeginBal/RsvdforFutUse,,,,594116.0,501142.0,501142.0,501142.0,Cash Flow
NetCash-EndBal/RsrvforFutUse,,,,501142.0,571655.0,817439.0,400088.0,Cash Flow
"Depreciation, Supplemental",,,,4403.0,1391.0,3681.0,6212.0,Cash Flow
Free Cash Flow,,,,186132.0,85724.0,327417.0,186118.0,
FCF Growth,,,,,-0.5394451249650786,2.8194321310251507,-0.43155669986592027,
