,2020,2021,2022,Q4 2021,Q1 2022,Q2 2022,Q3 2022,Report
OtherNon-OperatInc (Expnse),,,,7854.0,2967.0,-485.0,1713.0,Income Statement
"Other, Net",,,,7854.0,2967.0,-485.0,1713.0,Income Statement
Income Before Tax,,,,58734.0,45267.0,48108.0,42016.0,Income Statement
Income Tax - Total,,,,22737.0,14626.0,17690.0,16926.0,Income Statement
Income After Tax,,,,35997.0,30641.0,30418.0,25090.0,Income Statement
Minority Interest,,,,0.0,0.0,0.0,0.0,Income Statement
Net Inc Before Extra Items,,,,35997.0,30641.0,30418.0,25090.0,Income Statement
Total Net Income,,,,35997.0,30641.0,30418.0,25090.0,Income Statement
Total Adjust to Net Income,,,,-435.0,-338.0,-308.0,-223.0,Income Statement
Income Available to Common Excl. Extra. Items,,,,35562.0,30303.0,30110.0,24867.0,Income Statement
Income Available to Common Incl. Extra. Items,,,,35562.0,30303.0,30110.0,24867.0,Income Statement
Basic/Primary Weighted Average Shares,,,,279621.0,279829.0,279990.0,280142.0,Income Statement
Basic/Primary EPS Excl. Extra. Items,,,,0.13,0.11,0.11,0.09,Income Statement
Basic/Primary EPS Incl. Extra. Items,,,,0.13,0.11,0.11,0.09,Income Statement
Diluted Weighted Average Shares,,,,279769.0,279908.0,280171.0,280172.0,Income Statement
Diluted EPS Excl. Extra. Items,,,,0.13,0.11,0.11,0.09,Income Statement
Diluted EPS Incl. Extra. Items,,,,0.13,0.11,0.11,0.09,Income Statement
Div/Share-ComStockPrimIssue,,,,,0.0,0.0,0.0,Income Statement
Pro Forma Net Income,,,,,,,,Income Statement
"Interest Expense, Suppl",,,,15607.0,10404.0,14044.0,23427.0,Income Statement
"Depreciat/Amort, Suppl",,,,16703.0,15867.0,15744.0,15885.0,Income Statement
Total Special Items,,,,9249.0,18777.0,28975.0,18616.0,Income Statement
Normalzd Income Before Tax,,,,67983.0,64044.0,77083.0,60632.0,Income Statement
Efct/SpecItemsIncTxs (STEC),,,,3580.0,6067.0,10655.0,7499.0,Income Statement
IncTxsExcl ImpctofSpec Itms,,,,26317.0,20693.0,28345.0,24425.0,Income Statement
Normalized Income After Tax,,,,41666.0,43351.0,48738.0,36207.0,Income Statement
Normalzd Inc Avail to Common,,,,41231.0,43013.0,48430.0,35984.0,Income Statement
Basic Normalized EPS,,,,0.15,0.15,0.17,0.13,Income Statement
Diluted Normalized EPS,,,,0.15,0.15,0.17,0.13,Income Statement
Date,,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Cash Flow
Net Income,,,,117121.0,30641.0,61059.0,86149.0,Cash Flow
Depreciation/Depletion,,,,64160.0,15867.0,31611.0,47496.0,Cash Flow
Amortization,,,,86742.0,20182.0,41378.0,61596.0,Cash Flow
Deferred Taxes,,,,-3716.0,5633.0,10416.0,17153.0,Cash Flow
Unusual Items,,,,19486.0,-7364.0,1584.0,5290.0,Cash Flow
Other Non-Cash Items,,,,10343.0,6913.0,11524.0,9140.0,Cash Flow
Non-Cash Items,,,,29829.0,-451.0,13108.0,14430.0,Cash Flow
"Cash Taxes Pd, Supplemental",,,,52007.0,13505.0,37340.0,56474.0,Cash Flow
"Cash Interest Pd, Suppl",,,,58772.0,15809.0,42057.0,65045.0,Cash Flow
Accounts Receivable,,,,-15509.0,-6387.0,-13921.0,-8558.0,Cash Flow
Inventories,,,,-20245.0,9323.0,14012.0,13896.0,Cash Flow
Other Assets,,,,-7928.0,-9275.0,-11109.0,-17325.0,Cash Flow
Accounts Payable,,,,19761.0,-12742.0,-9993.0,-13367.0,Cash Flow
Accrued Expenses,,,,1596.0,2479.0,-11869.0,-1874.0,Cash Flow
Changes in Working Capital,,,,-12591.0,-21905.0,-49316.0,-50789.0,Cash Flow
Total Cash from Operations,,,,281545.0,49967.0,108256.0,176035.0,Cash Flow
Capital Expenditures,,,,-102162.0,-35546.0,-71642.0,-110642.0,Cash Flow
Acquisition of Business,,,,-44545.0,0.0,0.0,0.0,Cash Flow
Sale of Business,,,,,63.0,450.0,450.0,Cash Flow
Other Investing Cash Flow,,,,-13126.0,0.0,0.0,34.0,Cash Flow
"OtherInvestCashFlowItms,Tot",,,,-57671.0,63.0,450.0,484.0,Cash Flow
Total Cash from Investing,,,,-159833.0,-35483.0,-71192.0,-110158.0,Cash Flow
Financing Cash Flow Items,,,,-17286.0,-449.0,-1083.0,-1483.0,Cash Flow
Sale/Issuance of Common,,,,0.0,,,,Cash Flow
Repurch/Retirement Common,,,,0.0,,,,Cash Flow
"Iss (Retirmnt) of Stock,Net",,,,0.0,,,,Cash Flow
Long Term Debt Issued,,,,0.0,,,,Cash Flow
Long Term Debt Reduction,,,,-100000.0,,,0.0,Cash Flow
"Iss (Retirmnt) of Debt, Net",,,,-100000.0,,,0.0,Cash Flow
Total Cash From Financing,,,,-117286.0,-449.0,-1083.0,-1483.0,Cash Flow
Foreign Exchange Effects,,,,44.0,487.0,-2287.0,-6357.0,Cash Flow
Net Change in Cash,,,,4470.0,14522.0,33694.0,58037.0,Cash Flow
NetCash-BeginBal/RsvdforFutUse,,,,102454.0,106924.0,106924.0,106924.0,Cash Flow
NetCash-EndBal/RsrvforFutUse,,,,106924.0,121446.0,140618.0,164961.0,Cash Flow
"Depreciation, Supplemental",,,,64160.0,15867.0,31611.0,47496.0,Cash Flow
Free Cash Flow,,,,179383.0,14421.0,36614.0,65393.0,
FCF Growth,,,,,-0.9196077666222552,1.5389362734900494,0.7860108155350412,
