,2020,2021,2022,Q4 2021,Q1 2022,Q2 2022,Q3 2022,Report
"Depreciat/Amort, Suppl",,,,8300.0,10500.0,10100.0,10600.0,Income Statement
Total Special Items,,,,-1275.0,4537.0,9657.0,4113.0,Income Statement
Normalzd Income Before Tax,,,,-77825.0,-84503.0,-82783.0,-82540.0,Income Statement
Efct/SpecItemsIncTxs (STEC),,,,-446.0,0.0,3380.0,1440.0,Income Statement
IncTxsExcl ImpctofSpec Itms,,,,-388.0,0.0,3700.0,1625.0,Income Statement
Normalized Income After Tax,,,,-77437.0,-84503.0,-86483.0,-84165.0,Income Statement
Normalzd Inc Avail to Common,,,,-76799.0,-84116.0,-86483.0,-84165.0,Income Statement
Basic Normalized EPS,,,,-0.31,-0.34,-0.35,-0.34,Income Statement
Diluted Normalized EPS,,,,-0.31,-0.34,-0.35,-0.34,Income Statement
Date,,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Cash Flow
Net Income,,,,-197230.0,-89040.0,-181800.0,-268637.0,Cash Flow
Depreciation/Depletion,,,,54198.0,14228.0,30362.0,46862.0,Cash Flow
Unusual Items,,,,-15572.0,-5602.0,-8394.0,-12215.0,Cash Flow
Other Non-Cash Items,,,,53555.0,22170.0,43535.0,65350.0,Cash Flow
Non-Cash Items,,,,37983.0,16568.0,35141.0,53135.0,Cash Flow
Accounts Receivable,,,,-21779.0,2235.0,-21444.0,-32333.0,Cash Flow
Inventories,,,,-3418.0,-277.0,-33218.0,-41775.0,Cash Flow
Prepaid Expenses,,,,-11360.0,-8747.0,-9442.0,-8065.0,Cash Flow
Other Assets,,,,-34218.0,-25688.0,-28016.0,-30011.0,Cash Flow
Accounts Payable,,,,13116.0,7599.0,9345.0,-2885.0,Cash Flow
Accrued Expenses,,,,12667.0,-6809.0,-7542.0,-1755.0,Cash Flow
Changes in Working Capital,,,,231539.0,-62972.0,-23878.0,-119701.0,Cash Flow
Total Cash from Operations,,,,126490.0,-121216.0,-140175.0,-288341.0,Cash Flow
Purchase of Fixed Assets,,,,-46903.0,-117416.0,-120238.0,-119933.0,Cash Flow
Software Development Costs,,,,-13179.0,-5548.0,-12901.0,-18532.0,Cash Flow
Capital Expenditures,,,,-60082.0,-122964.0,-133139.0,-138465.0,Cash Flow
Acquisition of Business,,,,,-11530.0,-75093.0,-75093.0,Cash Flow
Sale of Business,,,,7844.0,,,,Cash Flow
Sale of Fixed Assets,,,,13568.0,14942.0,27135.0,41833.0,Cash Flow
"OtherInvestCashFlowItms,Tot",,,,21412.0,3412.0,-47958.0,-33260.0,Cash Flow
Total Cash from Investing,,,,-38670.0,-119552.0,-181097.0,-171725.0,Cash Flow
Financing Cash Flow Items,,,,585898.0,,0.0,0.0,Cash Flow
"Common Stock, Net",,,,,-6107.0,-6689.0,-7347.0,Cash Flow
Options Exercised,,,,2107.0,,,0.0,Cash Flow
"Iss (Retirmnt) of Stock,Net",,,,2107.0,-6107.0,-6689.0,-7347.0,Cash Flow
Long Term Debt Issued,,,,0.0,,0.0,0.0,Cash Flow
Long Term Debt Reduction,,,,-214081.0,0.0,,0.0,Cash Flow
"Iss (Retirmnt) of Debt, Net",,,,-213979.0,0.0,0.0,0.0,Cash Flow
Total Cash From Financing,,,,374026.0,-6107.0,-6689.0,-7347.0,Cash Flow
Foreign Exchange Effects,,,,,,-4345.0,-7395.0,Cash Flow
Net Change in Cash,,,,461846.0,-246875.0,-332306.0,-474808.0,Cash Flow
NetCash-BeginBal/RsvdforFutUse,,,,324876.0,786722.0,786722.0,786722.0,Cash Flow
NetCash-EndBal/RsrvforFutUse,,,,786722.0,539847.0,454416.0,311914.0,Cash Flow
"Depreciation, Supplemental",,,,54198.0,14228.0,30362.0,46862.0,Cash Flow
Free Cash Flow,,,,66408.0,-244180.0,-273314.0,-426806.0,
FCF Growth,,,,,-4.676966630526443,0.1193136210991892,0.56159582019216,
