,2020,2021,2022,Q3 2021,Q4 2021,Q1 2022,Q2 2022,Report
"Preferred Stock, Net",,,,0.0,,,,Cash Flow
Sale/Issue of Common/Prefrd,,,,,0.0,,,Cash Flow
Options Exercised,,,,,,,1416.0,Cash Flow
"Iss (Retirmnt) of Stock,Net",,,,166254.0,179667.0,1258.0,210713.0,Cash Flow
Total Cash From Financing,,,,166254.0,178521.0,1258.0,210713.0,Cash Flow
Net Change in Cash,,,,-12200.0,6313.0,-29142.0,-4814.0,Cash Flow
NetCash-BeginBal/RsvdforFutUse,,,,56271.0,56271.0,62584.0,62584.0,Cash Flow
NetCash-EndBal/RsrvforFutUse,,,,44071.0,62584.0,33442.0,57770.0,Cash Flow
"Depreciation, Supplemental",,,,335.0,544.0,344.0,692.0,Cash Flow
Free Cash Flow,,,,-120988.0,-160200.0,-50646.0,-93951.0,
FCF Growth,,,,,0.32409825767844747,-0.6838576779026218,0.8550527188721715,
