,2018,2019,2020,2021,2022,Q4 2021,Q1 2022,Q2 2022,Q3 2022,Report
Equity in Net Earnings/Loss,,,,,,0.0,,,,Cash Flow
Other Non-Cash Items,,,,,,63.0,21.0,40.0,58.0,Cash Flow
Non-Cash Items,,,,,,63.0,23.0,42.0,59.0,Cash Flow
"Cash Taxes Pd, Supplemental",,,,,,,,,3.0,Cash Flow
Accounts Receivable,,,,,,-17.0,715.0,709.0,716.0,Cash Flow
Prepaid Expenses,,,,,,-6.0,-6.0,4.0,-2.0,Cash Flow
Other Assets,,,,,,3.0,-2.0,-1.0,-2.0,Cash Flow
Accounts Payable,,,,,,-5.0,8.0,12.0,0.0,Cash Flow
Accrued Expenses,,,,,,17.0,-3.0,-3.0,6.0,Cash Flow
Changes in Working Capital,,,,,,-376.0,697.0,678.0,644.0,Cash Flow
Total Cash from Operations,,,,,,-256.0,654.0,589.0,508.0,Cash Flow
Capital Expenditures,,,,,,-26.0,-3.0,-4.0,-6.0,Cash Flow
Sale/Maturity of Investment,,,,,,741.0,112.0,290.0,634.0,Cash Flow
Purchase of Investments,,,,,,-719.0,-378.0,-763.0,-1085.0,Cash Flow
Other Investing Cash Flow,,,,,,,,-6.0,-3.0,Cash Flow
"OtherInvestCashFlowItms,Tot",,,,,,22.0,-265.0,-479.0,-454.0,Cash Flow
Total Cash from Investing,,,,,,-4.0,-268.0,-483.0,-460.0,Cash Flow
Financing Cash Flow Items,,,,,,5.0,5.0,5.0,5.0,Cash Flow
Sale/Issuance of Common,,,,,,232.0,10.0,14.0,17.0,Cash Flow
Repurch/Retirement Common,,,,,,0.0,,0.0,0.0,Cash Flow
"Iss (Retirmnt) of Stock,Net",,,,,,232.0,10.0,14.0,17.0,Cash Flow
Total Cash From Financing,,,,,,237.0,15.0,19.0,22.0,Cash Flow
Net Change in Cash,,,,,,-23.0,401.0,125.0,70.0,Cash Flow
NetCash-BeginBal/RsvdforFutUse,,,,,,174.0,151.0,151.0,151.0,Cash Flow
NetCash-EndBal/RsrvforFutUse,,,,,,151.0,552.0,276.0,221.0,Cash Flow
"Depreciation, Supplemental",,,,,,4.0,1.0,3.0,5.0,Cash Flow
Free Cash Flow,,,,,,-282.0,651.0,585.0,502.0,
FCF Growth,,,,,,,-3.3085106382978724,-0.10138248847926268,-0.14188034188034193,
