,2021,2022,Q2 2022,Q3 2022,Q4 2022,Q1 2023,Report
Ret. Earn.(Accum. Deficit),,,-355.0,-372.0,-395.0,-424.0,Balance Sheet
Treasury Stock - Common,,,-245.0,-245.0,-245.0,-245.0,Balance Sheet
"Other Equity, Total",,,1.0,-1.0,-2.0,-4.0,Balance Sheet
Total Equity,,,1292.0,1294.0,1285.0,1274.0,Balance Sheet
Total Liabilities & Shareholders’ Equity,,,2372.0,3327.0,3131.0,2413.0,Balance Sheet
Ttl Comm. Shares Outs.,,,174.0,175.0,175.0,176.0,Balance Sheet
Trsy. Shrs-Comm. Primary Iss.,,,11.0,11.0,11.0,11.0,Balance Sheet
Date,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Income Statement
Total Revenue,,,103067.0,122597.0,110991.0,118303.0,Income Statement
"Cost of Revenue, Total",,,41082.0,41157.0,40338.0,43185.0,Income Statement
Selling/Gen/Admin Expense,,,44132.0,46385.0,47449.0,50021.0,Income Statement
Labor & Related Expense,,,14223.0,13480.0,11637.0,12770.0,Income Statement
Advertising Expense,,,4889.0,5354.0,6901.0,5918.0,Income Statement
"Sell/Gen/AdminExpenses,Tot",,,63244.0,65219.0,65987.0,68709.0,Income Statement
Research & Development,,,10605.0,9324.0,13020.0,12402.0,Income Statement
Depreciation/Amortization,,,20500.0,20703.0,21115.0,21315.0,Income Statement
Restructuring Charge,,,200.0,200.0,0.0,,Income Statement
Other Unusual Expnse (In),,,1200.0,9455.0,35622.0,6082.0,Income Statement
Unusual Expense (Income),,,1400.0,9655.0,35622.0,6082.0,Income Statement
Total Operating Expense,,,136831.0,146058.0,176082.0,151693.0,Income Statement
Total Operating Income,,,-33764.0,-23461.0,-65091.0,-33390.0,Income Statement
"Inter Expse,Net Non-Operat",,,-112.0,-101.0,-93.0,-1087.0,Income Statement
OtherNon-OperatInc (Expnse),,,328.0,-12.0,34995.0,445.0,Income Statement
"Other, Net",,,328.0,-12.0,34995.0,445.0,Income Statement
Income Before Tax,,,-33548.0,-23574.0,-30189.0,-34032.0,Income Statement
Income Tax - Total,,,-8084.0,-6876.0,-6370.0,-4980.0,Income Statement
Income After Tax,,,-25464.0,-16698.0,-23819.0,-29052.0,Income Statement
Minority Interest,,,0.0,0.0,0.0,0.0,Income Statement
Net Inc Before Extra Items,,,-25464.0,-16698.0,-23819.0,-29052.0,Income Statement
Total Net Income,,,-25464.0,-16698.0,-23819.0,-29052.0,Income Statement
Income Available to Common Excl. Extra. Items,,,-25464.0,-16698.0,-23819.0,-29052.0,Income Statement
Income Available to Common Incl. Extra. Items,,,-25464.0,-16698.0,-23819.0,-29052.0,Income Statement
Basic/Primary Weighted Average Shares,,,174430.0,174820.0,174901.0,175513.0,Income Statement
Basic/Primary EPS Excl. Extra. Items,,,-0.15,-0.1,-0.14,-0.17,Income Statement
Basic/Primary EPS Incl. Extra. Items,,,-0.15,-0.1,-0.14,-0.17,Income Statement
Diluted Weighted Average Shares,,,174430.0,174820.0,174901.0,175513.0,Income Statement
Diluted EPS Excl. Extra. Items,,,-0.15,-0.1,-0.14,-0.17,Income Statement
Diluted EPS Incl. Extra. Items,,,-0.15,-0.1,-0.14,-0.17,Income Statement
Div/Share-ComStockPrimIssue,,,0.0,0.0,,0.0,Income Statement
Gross Divid - Common Stock,,,0.0,0.0,0.0,0.0,Income Statement
Pro Forma Net Income,,,,,,,Income Statement
"Interest Expense, Suppl",,,112.0,101.0,93.0,1087.0,Income Statement
"Depreciat/Amort, Suppl",,,1730.0,1665.0,1344.0,1265.0,Income Statement
Total Special Items,,,1400.0,9655.0,35622.0,6591.0,Income Statement
Normalzd Income Before Tax,,,-32148.0,-13919.0,5433.0,-27441.0,Income Statement
Efct/SpecItemsIncTxs (STEC),,,490.0,3379.0,12468.0,2307.0,Income Statement
IncTxsExcl ImpctofSpec Itms,,,-7594.0,-3497.0,6098.0,-2673.0,Income Statement
Normalized Income After Tax,,,-24554.0,-10422.0,-665.0,-24768.0,Income Statement
Normalzd Inc Avail to Common,,,-24554.0,-10422.0,-665.0,-24768.0,Income Statement
Basic Normalized EPS,,,-0.14,-0.06,0.0,-0.14,Income Statement
Diluted Normalized EPS,,,-0.14,-0.06,0.0,-0.14,Income Statement
Date,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Cash Flow
Net Income,,,-68.0,-84.0,-108.0,-29.0,Cash Flow
Depreciation/Depletion,,,3.0,5.0,6.0,1.0,Cash Flow
Amortization,,,68.0,96.0,124.0,30.0,Cash Flow
Deferred Taxes,,,-17.0,-24.0,-31.0,-5.0,Cash Flow
Unusual Items,,,-1.0,8.0,8.0,1.0,Cash Flow
Other Non-Cash Items,,,54.0,79.0,105.0,28.0,Cash Flow
Non-Cash Items,,,53.0,87.0,113.0,29.0,Cash Flow
"Cash Interest Pd, Suppl",,,0.0,0.0,0.0,0.0,Cash Flow
Accounts Receivable,,,-4.0,-5.0,-7.0,-2.0,Cash Flow
Prepaid Expenses,,,-7.0,-6.0,-3.0,-2.0,Cash Flow
Other Assets,,,-37.0,-58.0,-79.0,-22.0,Cash Flow
Accounts Payable,,,0.0,0.0,2.0,1.0,Cash Flow
Accrued Expenses,,,-4.0,6.0,12.0,-25.0,Cash Flow
Changes in Working Capital,,,-58.0,-68.0,-80.0,-49.0,Cash Flow
Total Cash from Operations,,,-19.0,12.0,24.0,-24.0,Cash Flow
Purchase of Fixed Assets,,,-1.0,-2.0,-2.0,0.0,Cash Flow
Purchase/Acq of Intangibles,,,-17.0,-27.0,-41.0,-14.0,Cash Flow
Capital Expenditures,,,-19.0,-29.0,-42.0,-14.0,Cash Flow
Acquisition of Business,,,0.0,0.0,0.0,,Cash Flow
Sale/Maturity of Investment,,,75.0,128.0,166.0,143.0,Cash Flow
Purchase of Investments,,,-75.0,-178.0,-211.0,-248.0,Cash Flow
Other Investing Cash Flow,,,3.0,3.0,3.0,0.0,Cash Flow
"OtherInvestCashFlowItms,Tot",,,3.0,-48.0,-42.0,-105.0,Cash Flow
Total Cash from Investing,,,-16.0,-77.0,-85.0,-119.0,Cash Flow
Financing Cash Flow Items,,,268.0,1201.0,1034.0,-777.0,Cash Flow
Sale/Issuance of Common,,,455.0,455.0,455.0,0.0,Cash Flow
Repurch/Retirement Common,,,0.0,0.0,0.0,,Cash Flow
"Common Stock, Net",,,455.0,455.0,455.0,0.0,Cash Flow
"Preferred Stock, Net",,,-260.0,-260.0,-260.0,0.0,Cash Flow
Options Exercised,,,,3.0,3.0,5.0,Cash Flow
"Iss (Retirmnt) of Stock,Net",,,195.0,198.0,198.0,5.0,Cash Flow
Short Term Debt Issued,,,0.0,0.0,0.0,,Cash Flow
Short Term Debt Reduction,,,,0.0,0.0,,Cash Flow
"Short Term Debt, Net",,,0.0,0.0,0.0,,Cash Flow
Long Term Debt Issued,,,4.0,4.0,4.0,0.0,Cash Flow
Long Term Debt Reduction,,,-53.0,-53.0,-53.0,0.0,Cash Flow
"Long Term Debt, Net",,,-49.0,-49.0,-49.0,0.0,Cash Flow
"Iss (Retirmnt) of Debt, Net",,,-49.0,-49.0,-49.0,0.0,Cash Flow
Total Cash From Financing,,,413.0,1350.0,1183.0,-773.0,Cash Flow
Foreign Exchange Effects,,,0.0,0.0,0.0,0.0,Cash Flow
Net Change in Cash,,,379.0,1285.0,1123.0,-916.0,Cash Flow
NetCash-BeginBal/RsvdforFutUse,,,560.0,560.0,560.0,1683.0,Cash Flow
NetCash-EndBal/RsrvforFutUse,,,939.0,1845.0,1683.0,767.0,Cash Flow
"Depreciation, Supplemental",,,3.0,5.0,6.0,1.0,Cash Flow
Free Cash Flow,,,-38.0,-17.0,-18.0,-38.0,
FCF Growth,,,,-0.5526315789473684,0.05882352941176472,1.1111111111111112,
