,2021,2022,Q3 2022,Q4 2022,Q1 2023,Q2 2023,Report
Date,,,2021-10-30 00:00:00,2022-01-29 00:00:00,2022-04-30 00:00:00,2022-07-30 00:00:00,Cash Flow
Net Income,,,400.0,646.0,76.0,143.0,Cash Flow
Depreciation/Depletion,,,233.0,303.0,70.0,140.0,Cash Flow
Deferred Taxes,,,58.0,1.0,5.0,-2.0,Cash Flow
Unusual Items,,,0.0,0.0,,,Cash Flow
Other Non-Cash Items,,,24.0,33.0,12.0,26.0,Cash Flow
Non-Cash Items,,,24.0,33.0,12.0,26.0,Cash Flow
Accounts Receivable,,,-4.0,-21.0,10.0,12.0,Cash Flow
Inventories,,,-318.0,-247.0,-98.0,-138.0,Cash Flow
Payable/Accrued,,,163.0,173.0,-200.0,-137.0,Cash Flow
Changes in Working Capital,,,-337.0,-132.0,-309.0,-358.0,Cash Flow
Total Cash from Operations,,,378.0,851.0,-146.0,-51.0,Cash Flow
Capital Expenditures,,,-117.0,-169.0,-21.0,-58.0,Cash Flow
Purchase of Investments,,,,,-18.0,-18.0,Cash Flow
Other Investing Cash Flow,,,0.0,0.0,-9.0,-7.0,Cash Flow
"OtherInvestCashFlowItms,Tot",,,0.0,0.0,-27.0,-25.0,Cash Flow
Total Cash from Investing,,,-117.0,-169.0,-48.0,-83.0,Cash Flow
Financing Cash Flow Items,,,-1251.0,-1263.0,16.0,14.0,Cash Flow
"Common Stock, Net",,,,-250.0,-109.0,-169.0,Cash Flow
Options Exercised,,,3.0,5.0,3.0,4.0,Cash Flow
"Iss (Retirmnt) of Stock,Net",,,3.0,-245.0,-106.0,-165.0,Cash Flow
Long Term Debt Issued,,,982.0,982.0,,0.0,Cash Flow
Long Term Debt Reduction,,,0.0,-1.0,-1.0,-2.0,Cash Flow
"Iss (Retirmnt) of Debt, Net",,,982.0,981.0,-1.0,-2.0,Cash Flow
Total Cash From Financing,,,-266.0,-527.0,-91.0,-153.0,Cash Flow
Foreign Exchange Effects,,,1.0,0.0,-1.0,-2.0,Cash Flow
Net Change in Cash,,,-4.0,155.0,-286.0,-289.0,Cash Flow
NetCash-BeginBal/RsvdforFutUse,,,335.0,335.0,490.0,490.0,Cash Flow
NetCash-EndBal/RsrvforFutUse,,,331.0,490.0,204.0,201.0,Cash Flow
"Depreciation, Supplemental",,,233.0,303.0,70.0,140.0,Cash Flow
Free Cash Flow,,,261.0,682.0,-167.0,-109.0,
FCF Growth,,,,1.6130268199233715,-1.2448680351906158,-0.34730538922155685,
