,2020,2021,2022,Q4 2021,Q1 2022,Q2 2022,Q3 2022,Report
Ttl Comm. Shares Outs.,,,,30.0,30.0,30.0,30.0,Balance Sheet
Trsy. Shrs-Comm. Primary Iss.,,,,0.0,0.0,0.0,0.0,Balance Sheet
Trsry Shrs-Pref. Iss. 1,,,,0.0,0.0,0.0,0.0,Balance Sheet
Date,,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Income Statement
Total Revenue,,,,143794.0,134680.0,139910.0,130312.0,Income Statement
"Cost of Revenue, Total",,,,96366.0,88386.0,90429.0,82234.0,Income Statement
Selling/Gen/Admin Expense,,,,31363.0,31176.0,35395.0,31543.0,Income Statement
Labor & Related Expense,,,,3430.0,10131.0,10561.0,10614.0,Income Statement
"Sell/Gen/AdminExpenses,Tot",,,,34793.0,41307.0,45956.0,42157.0,Income Statement
Depreciation/Amortization,,,,11665.0,12144.0,12280.0,11504.0,Income Statement
Unusual Expense (Income),,,,4437.0,479.0,-3010.0,759.0,Income Statement
Total Operating Expense,,,,147261.0,142316.0,145655.0,136654.0,Income Statement
Total Operating Income,,,,-3467.0,-7636.0,-5745.0,-6342.0,Income Statement
"Inter Inc(Exp),Net Non-Oper",,,,3794.0,,,,Income Statement
"Other, Net",,,,-637.0,2461.0,343.0,1814.0,Income Statement
Income Before Tax,,,,-411.0,-6267.0,-6920.0,-5928.0,Income Statement
Income Tax - Total,,,,1061.0,1269.0,831.0,-208.0,Income Statement
Income After Tax,,,,-1472.0,-7536.0,-7751.0,-5720.0,Income Statement
Net Inc Before Extra Items,,,,-1472.0,-7536.0,-7751.0,-5720.0,Income Statement
Total Net Income,,,,-1472.0,-7536.0,-7751.0,-5720.0,Income Statement
Preferred Dividends,,,,-4100.0,-4100.0,-4100.0,-4100.0,Income Statement
Misc Earnings Adjustment,,,,0.0,,,,Income Statement
Total Adjust to Net Income,,,,-4100.0,-4100.0,-4100.0,-4100.0,Income Statement
Income Available to Common Excl. Extra. Items,,,,-5572.0,-11636.0,-11851.0,-9820.0,Income Statement
Income Available to Common Incl. Extra. Items,,,,-5572.0,-11636.0,-11851.0,-9820.0,Income Statement
Basic/Primary Weighted Average Shares,,,,29502.0,29662.0,29678.0,29691.0,Income Statement
Basic/Primary EPS Excl. Extra. Items,,,,-0.19,-0.39,-0.4,-0.33,Income Statement
Basic/Primary EPS Incl. Extra. Items,,,,-0.19,-0.39,-0.4,-0.33,Income Statement
Diluted Weighted Average Shares,,,,29502.0,29662.0,29678.0,29691.0,Income Statement
Diluted EPS Excl. Extra. Items,,,,-0.19,-0.39,-0.4,-0.33,Income Statement
Diluted EPS Incl. Extra. Items,,,,-0.19,-0.39,-0.4,-0.33,Income Statement
Div/Share-ComStockPrimIssue,,,,,0.0,0.0,0.0,Income Statement
Gross Divid - Common Stock,,,,0.0,0.0,0.0,0.0,Income Statement
Pro Forma Net Income,,,,,,,,Income Statement
"Interest Expense, Suppl",,,,101.0,1092.0,1518.0,1400.0,Income Statement
"Depreciat/Amort, Suppl",,,,2365.0,2744.0,2812.0,2804.0,Income Statement
Total Special Items,,,,5568.0,1265.0,-2125.0,2037.0,Income Statement
Normalzd Income Before Tax,,,,5157.0,-5002.0,-9045.0,-3891.0,Income Statement
Efct/SpecItemsIncTxs (STEC),,,,1949.0,443.0,-744.0,713.0,Income Statement
IncTxsExcl ImpctofSpec Itms,,,,3010.0,1712.0,87.0,505.0,Income Statement
Normalized Income After Tax,,,,2147.0,-6714.0,-9132.0,-4396.0,Income Statement
Normalzd Inc Avail to Common,,,,-1953.0,-10814.0,-13232.0,-8496.0,Income Statement
Basic Normalized EPS,,,,-0.07,-0.36,-0.45,-0.29,Income Statement
Diluted Normalized EPS,,,,-0.07,-0.36,-0.45,-0.29,Income Statement
Date,,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Cash Flow
Net Income,,,,-25325.0,-7536.0,-15287.0,-21007.0,Cash Flow
Depreciation/Depletion,,,,44810.0,12144.0,24424.0,35928.0,Cash Flow
Deferred Taxes,,,,1709.0,1269.0,2100.0,1892.0,Cash Flow
Unusual Items,,,,30619.0,-2470.0,-6387.0,-8136.0,Cash Flow
Other Non-Cash Items,,,,19150.0,12311.0,26138.0,38948.0,Cash Flow
Non-Cash Items,,,,49769.0,9841.0,19751.0,30812.0,Cash Flow
"Cash Taxes Pd, Supplemental",,,,412.0,0.0,699.0,587.0,Cash Flow
"Cash Interest Pd, Suppl",,,,5012.0,184.0,3196.0,4852.0,Cash Flow
Accounts Receivable,,,,-36164.0,10037.0,8248.0,7301.0,Cash Flow
Prepaid Expenses,,,,-886.0,-1776.0,-433.0,-1364.0,Cash Flow
Accrued Expenses,,,,-4700.0,-9998.0,-12117.0,-12997.0,Cash Flow
Payable/Accrued,,,,23996.0,-12852.0,-10171.0,-12943.0,Cash Flow
Changes in Working Capital,,,,-33382.0,-34046.0,-33930.0,-39460.0,Cash Flow
Total Cash from Operations,,,,37581.0,-18328.0,-2942.0,8165.0,Cash Flow
Purchase of Fixed Assets,,,,-6885.0,-262.0,-3501.0,-5414.0,Cash Flow
Software Development Costs,,,,-699.0,-50.0,-147.0,-397.0,Cash Flow
Capital Expenditures,,,,-7584.0,-312.0,-3648.0,-5811.0,Cash Flow
Acquisition of Business,,,,-65067.0,-14328.0,-14328.0,-21342.0,Cash Flow
Sale of Fixed Assets,,,,597.0,,,,Cash Flow
Other Investing Cash Flow,,,,413.0,-365.0,-354.0,-162.0,Cash Flow
"OtherInvestCashFlowItms,Tot",,,,-64057.0,-14693.0,-14682.0,-21504.0,Cash Flow
Total Cash from Investing,,,,-71641.0,-15005.0,-18330.0,-27315.0,Cash Flow
Financing Cash Flow Items,,,,-3036.0,-10726.0,-10905.0,-10905.0,Cash Flow
Total Cash Dividends Paid,,,,-16400.0,-4100.0,-8200.0,-12300.0,Cash Flow
"Iss (Retirmnt) of Stock,Net",,,,177020.0,429.0,483.0,812.0,Cash Flow
Long Term Debt Issued,,,,284000.0,,0.0,0.0,Cash Flow
Long Term Debt Reduction,,,,-295481.0,-5318.0,-8474.0,-11657.0,Cash Flow
"Iss (Retirmnt) of Debt, Net",,,,-11481.0,-5318.0,-8474.0,-11657.0,Cash Flow
Total Cash From Financing,,,,146103.0,-19715.0,-27096.0,-34050.0,Cash Flow
Foreign Exchange Effects,,,,-183.0,98.0,41.0,25.0,Cash Flow
Net Change in Cash,,,,111860.0,-52950.0,-48327.0,-53175.0,Cash Flow
NetCash-BeginBal/RsvdforFutUse,,,,34881.0,146741.0,146741.0,146741.0,Cash Flow
NetCash-EndBal/RsrvforFutUse,,,,146741.0,93791.0,98414.0,93566.0,Cash Flow
"Depreciation, Supplemental",,,,44810.0,12144.0,24424.0,35928.0,Cash Flow
Free Cash Flow,,,,29997.0,-18640.0,-6590.0,2354.0,
FCF Growth,,,,,-1.6213954728806215,-0.6464592274678111,-1.3572078907435507,
