,2020,2021,2022,Q3 2021,Q4 2021,Q1 2022,Q2 2022,Report
"Other Curr. Lblts, Total",,,,20.0,49.0,43.0,39.0,Balance Sheet
Total Current Liabilities,,,,849.0,819.0,941.0,997.0,Balance Sheet
Long Term Debt,,,,4175.0,4167.0,4162.0,4158.0,Balance Sheet
Capital Lease Obligations,,,,45.0,53.0,51.0,49.0,Balance Sheet
Total Long Term Debt,,,,4220.0,4220.0,4213.0,4207.0,Balance Sheet
Total Debt,,,,4247.0,4250.0,4243.0,4237.0,Balance Sheet
Deferred Income Tax,,,,217.0,246.0,231.0,257.0,Balance Sheet
Minority Interest,,,,4.0,4.0,4.0,5.0,Balance Sheet
Pension Benefits - Underfunded,,,,152.0,79.0,194.0,196.0,Balance Sheet
Other LT Liabilities,,,,355.0,369.0,366.0,359.0,Balance Sheet
"Other Liabilities, Total",,,,507.0,448.0,560.0,555.0,Balance Sheet
Total Liabilities,,,,5797.0,5737.0,5949.0,6021.0,Balance Sheet
Common Stock,,,,0.0,0.0,0.0,0.0,Balance Sheet
Additional Paid-In Capital,,,,623.0,625.0,628.0,634.0,Balance Sheet
Ret. Earn.(Accum. Deficit),,,,745.0,758.0,783.0,838.0,Balance Sheet
Cum. Trans. Adjustment,,,,-209.0,-207.0,-203.0,-213.0,Balance Sheet
Other Equity,,,,0.0,0.0,0.0,0.0,Balance Sheet
Min. Pension Lblty Adj.,,,,51.0,108.0,5.0,5.0,Balance Sheet
"Other Equity, Total",,,,-158.0,-99.0,-198.0,-208.0,Balance Sheet
Total Equity,,,,1210.0,1284.0,1213.0,1264.0,Balance Sheet
Total Liabilities & Shareholders’ Equity,,,,7007.0,7021.0,7162.0,7285.0,Balance Sheet
Ttl Comm. Shares Outs.,,,,177.0,177.0,178.0,178.0,Balance Sheet
Trsy. Shrs-Comm. Primary Iss.,,,,0.0,0.0,0.0,0.0,Balance Sheet
Date,,,,2021-09-30 00:00:00,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,Income Statement
Total Revenue,,,,1394.0,1527.0,1495.0,1640.0,Income Statement
"Cost of Revenue, Total",,,,1291.0,1314.0,1263.0,1332.0,Income Statement
"Sell/Gen/AdminExpenses,Tot",,,,86.0,98.0,121.0,127.0,Income Statement
Depreciation,,,,5.0,7.0,6.0,6.0,Income Statement
Amortiz of Intangibles,,,,13.0,16.0,15.0,15.0,Income Statement
Depreciation/Amortization,,,,18.0,23.0,21.0,21.0,Income Statement
"Inter/Invest Inc, Operating",,,,0.0,3.0,2.0,0.0,Income Statement
Restructuring Charge,,,,0.0,1.0,0.0,1.0,Income Statement
Litigation,,,,,,,-15.0,Income Statement
Impair-Assets Held for Use,,,,0.0,0.0,,,Income Statement
Other Unusual Expnse (In),,,,-2.0,-1.0,-1.0,0.0,Income Statement
Unusual Expense (Income),,,,-2.0,0.0,-28.0,-14.0,Income Statement
Loss(Gain)/Sale Asts (Oper),,,,,0.0,-27.0,0.0,Income Statement
"Other, Net",,,,24.0,8.0,9.0,-4.0,Income Statement
"Other Operat Expse, Total",,,,-4.0,-4.0,-2.0,3.0,Income Statement
Total Operating Expense,,,,1389.0,1434.0,1377.0,1469.0,Income Statement
Total Operating Income,,,,5.0,93.0,118.0,171.0,Income Statement
"Inter Expse,Net Non-Operat",,,,-41.0,-56.0,-47.0,-49.0,Income Statement
"Inter Income, Non-Operating",,,,1.0,0.0,0.0,1.0,Income Statement
"Invest Income, Non-Operat",,,,,-1.0,-1.0,0.0,Income Statement
"Inter/Invest Inc, Non-Oper",,,,1.0,-1.0,-1.0,1.0,Income Statement
"Inter Inc(Exp),Net Non-Oper",,,,,12.0,,,Income Statement
Income Before Tax,,,,-11.0,56.0,79.0,119.0,Income Statement
Income Tax - Total,,,,-13.0,22.0,36.0,45.0,Income Statement
Income After Tax,,,,2.0,34.0,43.0,74.0,Income Statement
Minority Interest,,,,0.0,-1.0,0.0,-1.0,Income Statement
Net Inc Before Extra Items,,,,2.0,33.0,43.0,73.0,Income Statement
Total Extraordinary Items,,,,-2.0,-2.0,0.0,0.0,Income Statement
Total Net Income,,,,0.0,31.0,43.0,73.0,Income Statement
Income Available to Common Excl. Extra. Items,,,,2.0,33.0,43.0,73.0,Income Statement
Income Available to Common Incl. Extra. Items,,,,0.0,31.0,43.0,73.0,Income Statement
Basic/Primary Weighted Average Shares,,,,178.0,177.0,178.0,178.0,Income Statement
Basic/Primary EPS Excl. Extra. Items,,,,0.01,0.19,0.24,0.41,Income Statement
Basic/Primary EPS Incl. Extra. Items,,,,0.0,0.17,0.24,0.41,Income Statement
Diluted Weighted Average Shares,,,,178.0,179.0,178.0,178.0,Income Statement
Diluted EPS Excl. Extra. Items,,,,0.01,0.18,0.24,0.41,Income Statement
Diluted EPS Incl. Extra. Items,,,,0.0,0.17,0.24,0.41,Income Statement
Div/Share-ComStockPrimIssue,,,,0.1,0.1,0.1,0.1,Income Statement
Gross Divid - Common Stock,,,,18.0,18.0,18.0,18.0,Income Statement
Pro Forma Net Income,,,,,,,,Income Statement
"Interest Expense, Suppl",,,,41.0,56.0,47.0,49.0,Income Statement
"Depreciat/Amort, Suppl",,,,90.0,75.0,69.0,71.0,Income Statement
Total Special Items,,,,-2.0,0.0,-28.0,-14.0,Income Statement
Normalzd Income Before Tax,,,,-13.0,56.0,51.0,105.0,Income Statement
Efct/SpecItemsIncTxs (STEC),,,,-1.0,0.0,-13.0,-5.0,Income Statement
IncTxsExcl ImpctofSpec Itms,,,,-14.0,22.0,23.0,40.0,Income Statement
Normalized Income After Tax,,,,1.0,34.0,28.0,65.0,Income Statement
Normalzd Inc Avail to Common,,,,1.0,33.0,28.0,64.0,Income Statement
Basic Normalized EPS,,,,0.0,0.19,0.16,0.36,Income Statement
Diluted Normalized EPS,,,,0.0,0.18,0.16,0.36,Income Statement
Date,,,,2021-09-30 00:00:00,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,Cash Flow
Net Income,,,,-7.0,25.0,43.0,117.0,Cash Flow
Depreciation/Depletion,,,,253.0,344.0,84.0,170.0,Cash Flow
Deferred Taxes,,,,-48.0,-27.0,18.0,45.0,Cash Flow
Unusual Items,,,,7.0,9.0,-32.0,-33.0,Cash Flow
Other Non-Cash Items,,,,-14.0,-4.0,16.0,57.0,Cash Flow
Non-Cash Items,,,,-7.0,5.0,-16.0,24.0,Cash Flow
"Cash Taxes Pd, Supplemental",,,,-25.0,19.0,19.0,35.0,Cash Flow
"Cash Interest Pd, Suppl",,,,99.0,166.0,22.0,98.0,Cash Flow
Accounts Receivable,,,,-98.0,-77.0,-11.0,-54.0,Cash Flow
Inventories,,,,-20.0,-8.0,-115.0,-269.0,Cash Flow
Other Assets,,,,2.0,-2.0,9.0,-12.0,Cash Flow
Accounts Payable,,,,87.0,50.0,66.0,127.0,Cash Flow
Accrued Expenses,,,,-23.0,-88.0,40.0,18.0,Cash Flow
Changes in Working Capital,,,,-1.0,-86.0,-9.0,-190.0,Cash Flow
Total Cash from Operations,,,,190.0,261.0,120.0,166.0,Cash Flow
Capital Expenditures,,,,-199.0,-282.0,-50.0,-114.0,Cash Flow
Acquisition of Business,,,,-6.0,-380.0,-2.0,-2.0,Cash Flow
Sale of Business,,,,,,47.0,47.0,Cash Flow
Sale of Fixed Assets,,,,1.0,1.0,,,Cash Flow
Other Investing Cash Flow,,,,3.0,3.0,,,Cash Flow
"OtherInvestCashFlowItms,Tot",,,,-2.0,-376.0,45.0,45.0,Cash Flow
Total Cash from Investing,,,,-201.0,-658.0,-5.0,-69.0,Cash Flow
Financing Cash Flow Items,,,,-8.0,-11.0,-3.0,-6.0,Cash Flow
Total Cash Dividends Paid,,,,-53.0,-71.0,-18.0,-36.0,Cash Flow
"Iss (Retirmnt) of Stock,Net",,,,0.0,,,,Cash Flow
Long Term Debt Issued,,,,1510.0,1510.0,,,Cash Flow
Long Term Debt Reduction,,,,-1276.0,-1281.0,-6.0,-11.0,Cash Flow
"Iss (Retirmnt) of Debt, Net",,,,234.0,229.0,-6.0,-11.0,Cash Flow
Total Cash From Financing,,,,173.0,147.0,-27.0,-53.0,Cash Flow
Foreign Exchange Effects,,,,-3.0,-4.0,0.0,-3.0,Cash Flow
Net Change in Cash,,,,159.0,-254.0,88.0,41.0,Cash Flow
NetCash-BeginBal/RsvdforFutUse,,,,468.0,468.0,214.0,214.0,Cash Flow
NetCash-EndBal/RsrvforFutUse,,,,627.0,214.0,302.0,255.0,Cash Flow
"Depreciation, Supplemental",,,,253.0,344.0,84.0,170.0,Cash Flow
Free Cash Flow,,,,-9.0,-21.0,70.0,52.0,
FCF Growth,,,,,1.3333333333333335,-4.333333333333334,-0.2571428571428571,
