,2020,2021,2022,Q4 2021,Q1 2022,Q2 2022,Q3 2022,Report
Total Net Income,,,,38541.0,16707.0,35818.0,27476.0,Income Statement
Income Available to Common Excl. Extra. Items,,,,38541.0,16707.0,35818.0,27476.0,Income Statement
Income Available to Common Incl. Extra. Items,,,,38541.0,16707.0,35818.0,27476.0,Income Statement
Basic/Primary Weighted Average Shares,,,,154241.0,154407.0,154661.0,153493.0,Income Statement
Basic/Primary EPS Excl. Extra. Items,,,,0.25,0.11,0.23,0.18,Income Statement
Basic/Primary EPS Incl. Extra. Items,,,,0.25,0.11,0.23,0.18,Income Statement
Diluted Weighted Average Shares,,,,156690.0,156855.0,156121.0,153891.0,Income Statement
Diluted EPS Excl. Extra. Items,,,,0.25,0.11,0.23,0.18,Income Statement
Diluted EPS Incl. Extra. Items,,,,0.25,0.11,0.23,0.18,Income Statement
Div/Share-ComStockPrimIssue,,,,,0.0,0.0,0.0,Income Statement
Gross Divid - Common Stock,,,,0.0,0.0,0.0,0.0,Income Statement
Pro Forma Net Income,,,,,,,,Income Statement
"Interest Expense, Suppl",,,,3380.0,4148.0,4010.0,10618.0,Income Statement
"Interest Capitalized, Suppl",,,,-730.0,-1115.0,-1216.0,-1577.0,Income Statement
"Depreciat/Amort, Suppl",,,,14214.0,15917.0,17297.0,17977.0,Income Statement
Total Special Items,,,,1671.0,982.0,5313.0,4365.0,Income Statement
Normalzd Income Before Tax,,,,49155.0,22274.0,52941.0,41397.0,Income Statement
Efct/SpecItemsIncTxs (STEC),,,,-3642.0,-3772.0,-4716.0,-5694.0,Income Statement
IncTxsExcl ImpctofSpec Itms,,,,5301.0,813.0,7094.0,3862.0,Income Statement
Normalized Income After Tax,,,,43854.0,21461.0,45847.0,37535.0,Income Statement
Normalzd Inc Avail to Common,,,,43854.0,21461.0,45847.0,37535.0,Income Statement
Basic Normalized EPS,,,,0.28,0.14,0.3,0.24,Income Statement
Diluted Normalized EPS,,,,0.28,0.14,0.29,0.24,Income Statement
Date,,,,2021-09-30 00:00:00,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,Cash Flow
Net Income,,,,93150.0,16707.0,52525.0,80001.0,Cash Flow
Depreciation/Depletion,,,,51802.0,15202.0,31680.0,48764.0,Cash Flow
Amortization,,,,49802.0,12880.0,25444.0,37966.0,Cash Flow
Deferred Taxes,,,,25529.0,4381.0,15132.0,21520.0,Cash Flow
Unusual Items,,,,1025.0,18.0,425.0,317.0,Cash Flow
Other Non-Cash Items,,,,25614.0,5085.0,14078.0,23526.0,Cash Flow
Non-Cash Items,,,,26639.0,5103.0,14503.0,23843.0,Cash Flow
"Cash Taxes Pd, Supplemental",,,,4620.0,129.0,5484.0,5608.0,Cash Flow
"Cash Interest Pd, Suppl",,,,17119.0,2782.0,5792.0,10269.0,Cash Flow
Accounts Receivable,,,,-6772.0,18057.0,-90571.0,-20399.0,Cash Flow
Inventories,,,,-58819.0,-88515.0,-98616.0,-121574.0,Cash Flow
Prepaid Expenses,,,,-5892.0,-3330.0,-8677.0,-7732.0,Cash Flow
Accounts Payable,,,,16071.0,606.0,12213.0,4512.0,Cash Flow
Accrued Expenses,,,,14910.0,-11626.0,-22294.0,-3733.0,Cash Flow
Changes in Working Capital,,,,-39243.0,-84893.0,-206827.0,-146394.0,Cash Flow
Total Cash from Operations,,,,207679.0,-30620.0,-67543.0,65700.0,Cash Flow
Capital Expenditures,,,,-175119.0,-65333.0,-113995.0,-139491.0,Cash Flow
Acquisition of Business,,,,,-91310.0,-86935.0,-86935.0,Cash Flow
Sale of Business,,,,0.0,,,,Cash Flow
Sale of Fixed Assets,,,,46.0,32.0,497.0,617.0,Cash Flow
"OtherInvestCashFlowItms,Tot",,,,46.0,-91278.0,-86438.0,-86318.0,Cash Flow
Total Cash from Investing,,,,-175073.0,-156611.0,-200433.0,-225809.0,Cash Flow
Financing Cash Flow Items,,,,-939.0,,-429.0,-3871.0,Cash Flow
Sale/Issuance of Common,,,,0.0,,,,Cash Flow
Repurch/Retirement Common,,,,-210.0,0.0,0.0,-58468.0,Cash Flow
"Common Stock, Net",,,,-210.0,0.0,0.0,-58468.0,Cash Flow
Options Exercised,,,,5988.0,3310.0,4923.0,5995.0,Cash Flow
"Iss (Retirmnt) of Stock,Net",,,,5778.0,3310.0,4923.0,-52473.0,Cash Flow
Long Term Debt Issued,,,,0.0,,40000.0,635500.0,Cash Flow
Long Term Debt Reduction,,,,0.0,,,-507654.0,Cash Flow
"Iss (Retirmnt) of Debt, Net",,,,-1921.0,-559.0,38758.0,125538.0,Cash Flow
Total Cash From Financing,,,,2918.0,2751.0,43252.0,69194.0,Cash Flow
Net Change in Cash,,,,35524.0,-184480.0,-224724.0,-90915.0,Cash Flow
NetCash-BeginBal/RsvdforFutUse,,,,215012.0,250536.0,250536.0,250536.0,Cash Flow
NetCash-EndBal/RsrvforFutUse,,,,250536.0,66056.0,25812.0,159621.0,Cash Flow
"Depreciation, Supplemental",,,,51802.0,15202.0,31680.0,48764.0,Cash Flow
Free Cash Flow,,,,32560.0,-95953.0,-181538.0,-73791.0,
FCF Growth,,,,,-3.9469594594594595,0.8919470991006013,-0.5935231191265741,
