,2019,2020,2021,2022,Q4 2021,Q1 2022,Q2 2022,Q3 2022,Report
Date,,,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Cash Flow
Net Income,,,,,37421.0,-1568.0,754.0,10189.0,Cash Flow
Depreciation/Depletion,,,,,3356.0,870.0,1853.0,2874.0,Cash Flow
Amortization,,,,,3621.0,920.0,1841.0,2750.0,Cash Flow
Deferred Taxes,,,,,-6065.0,-1373.0,-1293.0,-1987.0,Cash Flow
Non-Cash Items,,,,,8651.0,2630.0,5216.0,9639.0,Cash Flow
"Cash Taxes Pd, Supplemental",,,,,779.0,116.0,422.0,908.0,Cash Flow
"Cash Interest Pd, Suppl",,,,,2062.0,95.0,284.0,497.0,Cash Flow
Accounts Receivable,,,,,-11174.0,6152.0,-3930.0,-9436.0,Cash Flow
Inventories,,,,,174.0,-6485.0,-13797.0,-18583.0,Cash Flow
Prepaid Expenses,,,,,-8034.0,-578.0,8170.0,4054.0,Cash Flow
Accounts Payable,,,,,-2710.0,-12109.0,-210.0,-347.0,Cash Flow
Accrued Expenses,,,,,4402.0,-8147.0,-9612.0,-9873.0,Cash Flow
Changes in Working Capital,,,,,-17024.0,-20704.0,-17610.0,-30545.0,Cash Flow
Total Cash from Operations,,,,,29960.0,-19225.0,-9239.0,-7080.0,Cash Flow
Purchase of Fixed Assets,,,,,-6259.0,-714.0,-2268.0,-3242.0,Cash Flow
Purchase/Acq of Intangibles,,,,,-3907.0,-1068.0,-2001.0,-3441.0,Cash Flow
Total Cash from Investing,,,,,-10166.0,-1782.0,-4269.0,-6683.0,Cash Flow
Financing Cash Flow Items,,,,,-4036.0,-42.0,-529.0,-760.0,Cash Flow
"Common Stock, Net",,,,,1756.0,,1127.0,1127.0,Cash Flow
Options Exercised,,,,,4807.0,146.0,249.0,362.0,Cash Flow
"Iss (Retirmnt) of Stock,Net",,,,,6563.0,146.0,1376.0,1489.0,Cash Flow
Long Term Debt Issued,,,,,29812.0,,,,Cash Flow
Long Term Debt Reduction,,,,,-55292.0,0.0,-656.0,-1312.0,Cash Flow
"Iss (Retirmnt) of Debt, Net",,,,,-25480.0,0.0,-656.0,-1312.0,Cash Flow
Total Cash From Financing,,,,,-22953.0,104.0,191.0,-583.0,Cash Flow
Foreign Exchange Effects,,,,,-22.0,9.0,-45.0,-86.0,Cash Flow
Net Change in Cash,,,,,-3181.0,-20894.0,-13362.0,-14432.0,Cash Flow
NetCash-BeginBal/RsvdforFutUse,,,,,62472.0,59291.0,59291.0,59291.0,Cash Flow
NetCash-EndBal/RsrvforFutUse,,,,,59291.0,38397.0,45929.0,44859.0,Cash Flow
"Depreciation, Supplemental",,,,,3356.0,870.0,1853.0,2874.0,Cash Flow
Free Cash Flow,,,,,,,,,
FCF Growth,,,,,,,,,
