,2019,2020,2021,2022,Q4 2021,Q1 2022,Q2 2022,Q3 2022,Report
Basic Normalized EPS,,,,,0.83,-0.27,0.16,-0.66,Income Statement
Diluted Normalized EPS,,,,,0.83,-0.27,0.16,-0.66,Income Statement
Date,,,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Cash Flow
Net Income,,,,,-158389.0,-48739.0,-33557.0,-343333.0,Cash Flow
Depreciation/Depletion,,,,,469417.0,114051.0,224839.0,334144.0,Cash Flow
Deferred Taxes,,,,,-10874.0,-23788.0,-60587.0,-31304.0,Cash Flow
Discontinued Operations,,,,,0.0,,,,Cash Flow
Unusual Items,,,,,40932.0,3683.0,1134.0,316422.0,Cash Flow
Equity in Net Earnings/Loss,,,,,1138.0,29.0,58.0,190.0,Cash Flow
Other Non-Cash Items,,,,,29831.0,2306.0,14332.0,13638.0,Cash Flow
Non-Cash Items,,,,,71901.0,6018.0,15524.0,330250.0,Cash Flow
"Cash Taxes Pd, Supplemental",,,,,11130.0,1123.0,6835.0,12054.0,Cash Flow
"Cash Interest Pd, Suppl",,,,,328101.0,76104.0,160003.0,249910.0,Cash Flow
Accounts Receivable,,,,,-205200.0,121339.0,54240.0,38685.0,Cash Flow
Prepaid Expenses,,,,,4746.0,-39983.0,-24996.0,-47561.0,Cash Flow
Other Assets,,,,,-5505.0,-2610.0,-5371.0,-5817.0,Cash Flow
Accounts Payable,,,,,153938.0,-49129.0,-6963.0,-927.0,Cash Flow
Accrued Expenses,,,,,-72.0,-150024.0,-76860.0,-88832.0,Cash Flow
Changes in Working Capital,,,,,-41482.0,-99754.0,-42630.0,-83058.0,Cash Flow
Total Cash from Operations,,,,,330573.0,-52212.0,103589.0,206699.0,Cash Flow
Capital Expenditures,,,,,-183372.0,-22557.0,-72210.0,-112567.0,Cash Flow
Acquisition of Business,,,,,-245462.0,,,,Cash Flow
Sale of Business,,,,,,0.0,0.0,0.0,Cash Flow
Sale of Fixed Assets,,,,,37463.0,6009.0,26754.0,34690.0,Cash Flow
Sale/Maturity of Investment,,,,,50757.0,,0.0,32.0,Cash Flow
Other Investing Cash Flow,,,,,-6176.0,-3142.0,-4201.0,-4962.0,Cash Flow
"OtherInvestCashFlowItms,Tot",,,,,-163418.0,2867.0,22553.0,29760.0,Cash Flow
Total Cash from Investing,,,,,-346790.0,-19690.0,-49657.0,-82807.0,Cash Flow
Financing Cash Flow Items,,,,,259.0,-293.0,-4962.0,-5667.0,Cash Flow
Long Term Debt Issued,,,,,0.0,,,,Cash Flow
Long Term Debt Reduction,,,,,-352383.0,-168.0,-105749.0,-173990.0,Cash Flow
"Iss (Retirmnt) of Debt, Net",,,,,-352383.0,-168.0,-105749.0,-173990.0,Cash Flow
Total Cash From Financing,,,,,-352124.0,-461.0,-110711.0,-179657.0,Cash Flow
Foreign Exchange Effects,,,,,-292.0,-83.0,-519.0,-965.0,Cash Flow
Net Change in Cash,,,,,-368633.0,-72446.0,-57298.0,-56730.0,Cash Flow
NetCash-BeginBal/RsvdforFutUse,,,,,721187.0,352554.0,352554.0,352554.0,Cash Flow
NetCash-EndBal/RsrvforFutUse,,,,,352554.0,280108.0,295256.0,295824.0,Cash Flow
"Depreciation, Supplemental",,,,,469417.0,114051.0,224839.0,334144.0,Cash Flow
Free Cash Flow,,,,,147201.0,-74769.0,31379.0,94132.0,
FCF Growth,,,,,,-1.5079381254203437,-1.4196792788455108,1.999840657764747,
