,2020,2021,2022,Q2 2022,Q3 2022,Q4 2022,Q1 2023,Report
Total Revenue,,,,516.0,460.0,454.0,401.0,Income Statement
"Cost of Revenue, Total",,,,285.0,251.0,270.0,254.0,Income Statement
"Sell/Gen/AdminExpenses,Tot",,,,174.0,169.0,202.0,164.0,Income Statement
Depreciation,,,,26.0,24.0,25.0,25.0,Income Statement
Amortiz of Intangibles,,,,4.0,4.0,11.0,4.0,Income Statement
Depreciation/Amortization,,,,31.0,29.0,36.0,30.0,Income Statement
Restructuring Charge,,,,0.0,15.0,0.0,,Income Statement
Impair-Assets Held for Use,,,,-8.0,-5.0,2.0,-2.0,Income Statement
Other Unusual Expnse (In),,,,,,36.0,,Income Statement
Unusual Expense (Income),,,,-8.0,9.0,38.0,-2.0,Income Statement
Loss(Gain)/Sale Asts (Oper),,,,,,0.0,,Income Statement
Total Operating Expense,,,,481.0,458.0,546.0,446.0,Income Statement
Total Operating Income,,,,35.0,2.0,-93.0,-45.0,Income Statement
"Inter Expse,Net Non-Operat",,,,-8.0,-6.0,-4.0,-2.0,Income Statement
"Inter Income, Non-Operating",,,,1.0,1.0,2.0,4.0,Income Statement
"Invest Income, Non-Operat",,,,-2.0,-2.0,-1.0,,Income Statement
"Inter/Invest Inc, Non-Oper",,,,-1.0,-1.0,1.0,4.0,Income Statement
OtherNon-OperatInc (Expnse),,,,-17.0,-8.0,-21.0,2.0,Income Statement
"Other, Net",,,,-17.0,-8.0,-21.0,2.0,Income Statement
Income Before Tax,,,,9.0,-13.0,-116.0,-42.0,Income Statement
Income Tax - Total,,,,4.0,6.0,-17.0,3.0,Income Statement
Income After Tax,,,,5.0,-19.0,-99.0,-44.0,Income Statement
Minority Interest,,,,-3.0,2.0,-1.0,-1.0,Income Statement
Net Inc Before Extra Items,,,,2.0,-17.0,-100.0,-45.0,Income Statement
Total Net Income,,,,2.0,-17.0,-100.0,-45.0,Income Statement
Total Adjust to Net Income,,,,,,-3.0,,Income Statement
Income Available to Common Excl. Extra. Items,,,,2.0,-17.0,-103.0,-45.0,Income Statement
Income Available to Common Incl. Extra. Items,,,,2.0,-17.0,-103.0,-45.0,Income Statement
Basic/Primary Weighted Average Shares,,,,34.0,34.0,34.0,34.0,Income Statement
Basic/Primary EPS Excl. Extra. Items,,,,0.07,-0.51,-3.0,-1.3,Income Statement
Basic/Primary EPS Incl. Extra. Items,,,,0.07,-0.51,-3.0,-1.3,Income Statement
Diluted Weighted Average Shares,,,,34.0,34.0,34.0,34.0,Income Statement
Diluted EPS Excl. Extra. Items,,,,0.07,-0.51,-3.0,-1.3,Income Statement
Diluted EPS Incl. Extra. Items,,,,0.07,-0.51,-3.0,-1.3,Income Statement
Div/Share-ComStockPrimIssue,,,,0.0,0.0,,0.0,Income Statement
Pro Forma Net Income,,,,,,,,Income Statement
"Interest Expense, Suppl",,,,8.0,6.0,4.0,2.0,Income Statement
"Depreciat/Amort, Suppl",,,,26.0,24.0,25.0,25.0,Income Statement
Total Special Items,,,,-6.0,12.0,45.0,3.0,Income Statement
Normalzd Income Before Tax,,,,3.0,-1.0,-72.0,-39.0,Income Statement
Efct/SpecItemsIncTxs (STEC),,,,-3.0,4.0,16.0,1.0,Income Statement
IncTxsExcl ImpctofSpec Itms,,,,2.0,11.0,-2.0,3.0,Income Statement
Normalized Income After Tax,,,,2.0,-11.0,-70.0,-42.0,Income Statement
Normalzd Inc Avail to Common,,,,-1.0,-10.0,-74.0,-43.0,Income Statement
Basic Normalized EPS,,,,-0.02,-0.28,-2.16,-1.25,Income Statement
Diluted Normalized EPS,,,,-0.02,-0.28,-2.16,-1.25,Income Statement
Date,,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Cash Flow
Net Income,,,,-72.0,-91.0,-190.0,-44.0,Cash Flow
Depreciation/Depletion,,,,60.0,89.0,125.0,30.0,Cash Flow
Deferred Taxes,,,,-17.0,-12.0,-31.0,1.0,Cash Flow
Unusual Items,,,,20.0,23.0,83.0,-3.0,Cash Flow
Equity in Net Earnings/Loss,,,,3.0,5.0,5.0,,Cash Flow
Other Non-Cash Items,,,,52.0,70.0,87.0,27.0,Cash Flow
Non-Cash Items,,,,74.0,97.0,175.0,23.0,Cash Flow
Accounts Receivable,,,,-4.0,-39.0,-16.0,14.0,Cash Flow
Prepaid Expenses,,,,-12.0,-49.0,,-30.0,Cash Flow
Other Assets,,,,,,-44.0,,Cash Flow
Accounts Payable,,,,23.0,17.0,7.0,,Cash Flow
Accrued Expenses,,,,26.0,33.0,98.0,-101.0,Cash Flow
Changes in Working Capital,,,,88.0,23.0,63.0,-91.0,Cash Flow
Total Cash from Operations,,,,133.0,106.0,141.0,-81.0,Cash Flow
Capital Expenditures,,,,-313.0,-516.0,-757.0,-270.0,Cash Flow
Sale of Business,,,,,,0.0,,Cash Flow
Sale/Maturity of Investment,,,,0.0,0.0,0.0,4.0,Cash Flow
Purchase of Investments,,,,,,0.0,,Cash Flow
Other Investing Cash Flow,,,,-19.0,-31.0,-47.0,-19.0,Cash Flow
"OtherInvestCashFlowItms,Tot",,,,-19.0,-31.0,-47.0,-15.0,Cash Flow
Total Cash from Investing,,,,-333.0,-548.0,-804.0,-285.0,Cash Flow
Financing Cash Flow Items,,,,-12.0,-17.0,-54.0,-15.0,Cash Flow
"Common Stock, Net",,,,,,0.0,,Cash Flow
Options Exercised,,,,-1.0,,,,Cash Flow
"Iss (Retirmnt) of Stock,Net",,,,-1.0,,0.0,,Cash Flow
Short Term Debt Issued,,,,0.0,0.0,39.0,8.0,Cash Flow
Short Term Debt Reduction,,,,,,,0.0,Cash Flow
"Short Term Debt, Net",,,,0.0,0.0,39.0,8.0,Cash Flow
Long Term Debt Issued,,,,0.0,0.0,725.0,,Cash Flow
Long Term Debt Reduction,,,,-46.0,-61.0,-740.0,-13.0,Cash Flow
"Long Term Debt, Net",,,,-46.0,-61.0,-15.0,-13.0,Cash Flow
"Iss (Retirmnt) of Debt, Net",,,,-46.0,-61.0,24.0,-5.0,Cash Flow
Total Cash From Financing,,,,-58.0,-78.0,-30.0,-20.0,Cash Flow
Foreign Exchange Effects,,,,-1.0,0.0,-1.0,-1.0,Cash Flow
Net Change in Cash,,,,-258.0,-519.0,-694.0,-387.0,Cash Flow
NetCash-BeginBal/RsvdforFutUse,,,,1540.0,1540.0,1540.0,846.0,Cash Flow
NetCash-EndBal/RsrvforFutUse,,,,1282.0,1021.0,846.0,459.0,Cash Flow
"Depreciation, Supplemental",,,,60.0,89.0,125.0,30.0,Cash Flow
Free Cash Flow,,,,-180.0,-410.0,-616.0,-351.0,
FCF Growth,,,,,1.2777777777777777,0.5024390243902439,-0.43019480519480524,
