,2021,2022,Q4 2021,Q1 2022,Q2 2022,Q3 2022,Report
Total Liabilities & Shareholders’ Equity,,,83748.0,164974.0,148782.0,131370.0,Balance Sheet
Shr Outs.-Com. Primary Iss.,,,20968.0,26756.0,26998.0,27607.0,Balance Sheet
Shr Outs.-Com. Stk. Iss. 2,,,309.0,309.0,99.0,0.0,Balance Sheet
Ttl Comm. Shares Outs.,,,21278.0,27065.0,27098.0,27607.0,Balance Sheet
Trsy. Shrs-Comm. Primary Iss.,,,0.0,0.0,0.0,0.0,Balance Sheet
Trsy. Shrs-Comm. Iss. 2,,,0.0,0.0,0.0,0.0,Balance Sheet
Date,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Income Statement
Total Revenue,,,0.0,0.0,0.0,0.0,Income Statement
Selling/Gen/Admin Expense,,,3179.0,3712.0,3989.0,4391.0,Income Statement
Labor & Related Expense,,,653.0,760.0,956.0,1197.0,Income Statement
"Sell/Gen/AdminExpenses,Tot",,,3832.0,4472.0,4945.0,5588.0,Income Statement
Research & Development,,,12753.0,12549.0,10112.0,19656.0,Income Statement
Restructuring Charge,,,0.0,,,,Income Statement
Other Unusual Expnse (In),,,0.0,,0.0,0.0,Income Statement
Unusual Expense (Income),,,0.0,,0.0,0.0,Income Statement
Total Operating Expense,,,16585.0,17021.0,15057.0,25244.0,Income Statement
Total Operating Income,,,-16585.0,-17021.0,-15057.0,-25244.0,Income Statement
"Inter Expse,Net Non-Operat",,,-20.0,-118.0,-128.0,-147.0,Income Statement
"Inter/Invest Inc, Non-Oper",,,6.0,26.0,263.0,567.0,Income Statement
OtherNon-OperatInc (Expnse),,,-247.0,28.0,69.0,145.0,Income Statement
"Other, Net",,,-247.0,28.0,69.0,145.0,Income Statement
Income Before Tax,,,-16846.0,-17085.0,-14853.0,-24679.0,Income Statement
Income Tax - Total,,,1.0,,,,Income Statement
Income After Tax,,,-16847.0,-17085.0,-14853.0,-24679.0,Income Statement
Net Inc Before Extra Items,,,-16847.0,-17085.0,-14853.0,-24679.0,Income Statement
Total Net Income,,,-16847.0,-17085.0,-14853.0,-24679.0,Income Statement
Income Available to Common Excl. Extra. Items,,,-16847.0,-17085.0,-14853.0,-24679.0,Income Statement
Income Available to Common Incl. Extra. Items,,,-16847.0,-17085.0,-14853.0,-24679.0,Income Statement
Basic/Primary Weighted Average Shares,,,21278.0,24227.0,27078.0,27216.0,Income Statement
Basic/Primary EPS Excl. Extra. Items,,,-0.79,-0.71,-0.55,-0.91,Income Statement
Basic/Primary EPS Incl. Extra. Items,,,-0.79,-0.71,-0.55,-0.91,Income Statement
Diluted Weighted Average Shares,,,21278.0,24227.0,27078.0,27216.0,Income Statement
Diluted EPS Excl. Extra. Items,,,-0.79,-0.71,-0.55,-0.91,Income Statement
Diluted EPS Incl. Extra. Items,,,-0.79,-0.71,-0.55,-0.91,Income Statement
Div/Share-ComStockPrimIssue,,,,0.0,0.0,0.0,Income Statement
Gross Divid - Common Stock,,,0.0,0.0,0.0,0.0,Income Statement
Pro Forma Net Income,,,,,,,Income Statement
"Interest Expense, Suppl",,,20.0,118.0,128.0,147.0,Income Statement
"Depreciat/Amort, Suppl",,,32.0,9.0,,,Income Statement
Total Special Items,,,0.0,,0.0,0.0,Income Statement
Normalzd Income Before Tax,,,-16846.0,-17085.0,-14853.0,-24679.0,Income Statement
Efct/SpecItemsIncTxs (STEC),,,0.0,,0.0,0.0,Income Statement
IncTxsExcl ImpctofSpec Itms,,,1.0,,0.0,0.0,Income Statement
Normalized Income After Tax,,,-16847.0,-17085.0,-14853.0,-24679.0,Income Statement
Normalzd Inc Avail to Common,,,-16847.0,-17085.0,-14853.0,-24679.0,Income Statement
Basic Normalized EPS,,,-0.79,-0.71,-0.55,-0.91,Income Statement
Diluted Normalized EPS,,,-0.79,-0.71,-0.55,-0.91,Income Statement
Date,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Cash Flow
Net Income,,,-32609.0,-17085.0,-31938.0,-56617.0,Cash Flow
Depreciation/Depletion,,,176.0,9.0,,,Cash Flow
Unusual Items,,,-2798.0,0.0,543.0,745.0,Cash Flow
Other Non-Cash Items,,,8012.0,2226.0,4705.0,11227.0,Cash Flow
Non-Cash Items,,,5214.0,2226.0,5248.0,11972.0,Cash Flow
"Cash Interest Pd, Suppl",,,17.0,104.0,217.0,336.0,Cash Flow
Prepaid Expenses,,,-2306.0,-3942.0,-7546.0,-7700.0,Cash Flow
Other Assets,,,-51.0,271.0,-32.0,-98.0,Cash Flow
Accounts Payable,,,475.0,5943.0,5699.0,5627.0,Cash Flow
Accrued Expenses,,,5393.0,3597.0,555.0,382.0,Cash Flow
Changes in Working Capital,,,3511.0,5869.0,-1324.0,-1789.0,Cash Flow
Total Cash from Operations,,,-23708.0,-8981.0,-28014.0,-46434.0,Cash Flow
Capital Expenditures,,,-5000.0,-18.0,-24.0,-62.0,Cash Flow
Sale of Fixed Assets,,,796.0,,0.0,0.0,Cash Flow
Sale/Maturity of Investment,,,,,15999.0,54000.0,Cash Flow
Purchase of Investments,,,,-39437.0,-97524.0,-137927.0,Cash Flow
"OtherInvestCashFlowItms,Tot",,,796.0,-39437.0,-81525.0,-83927.0,Cash Flow
Total Cash from Investing,,,-4204.0,-39455.0,-81549.0,-83989.0,Cash Flow
Financing Cash Flow Items,,,-2765.0,-6096.0,-6095.0,-6164.0,Cash Flow
"Common Stock, Net",,,,86130.0,86130.0,86132.0,Cash Flow
"Preferred Stock, Net",,,51176.0,,,0.0,Cash Flow
Sale/Issue of Common/Prefrd,,,0.0,,,,Cash Flow
Options Exercised,,,550.0,234.0,281.0,1256.0,Cash Flow
"Iss (Retirmnt) of Stock,Net",,,51726.0,86364.0,86411.0,87388.0,Cash Flow
Long Term Debt Issued,,,4921.0,,,,Cash Flow
Long Term Debt Reduction,,,0.0,0.0,,,Cash Flow
"Iss (Retirmnt) of Debt, Net",,,4921.0,0.0,,,Cash Flow
Total Cash From Financing,,,53882.0,80268.0,80316.0,81224.0,Cash Flow
Net Change in Cash,,,25970.0,31832.0,-29247.0,-49199.0,Cash Flow
NetCash-BeginBal/RsvdforFutUse,,,53997.0,79967.0,79967.0,79967.0,Cash Flow
NetCash-EndBal/RsrvforFutUse,,,79967.0,111799.0,50720.0,30768.0,Cash Flow
"Depreciation, Supplemental",,,176.0,9.0,,,Cash Flow
Free Cash Flow,,,-28708.0,-8999.0,-28038.0,-46496.0,
FCF Growth,,,,-0.6865333704890623,2.115679519946661,0.6583208502746274,
