,2021,2022,Q4 2021,Q1 2022,Q2 2022,Q3 2022,Report
Income After Tax,,,-20654.0,-5545.0,-12919.0,-10055.0,Income Statement
Net Inc Before Extra Items,,,-20654.0,-5545.0,-12919.0,-10055.0,Income Statement
Total Net Income,,,-20654.0,-5545.0,-12919.0,-10055.0,Income Statement
Income Available to Common Excl. Extra. Items,,,-20654.0,-5545.0,-12919.0,-10055.0,Income Statement
Income Available to Common Incl. Extra. Items,,,-20654.0,-5545.0,-12919.0,-10055.0,Income Statement
Basic/Primary Weighted Average Shares,,,140741.0,140952.0,141534.0,142108.0,Income Statement
Basic/Primary EPS Excl. Extra. Items,,,-0.15,-0.04,-0.09,-0.07,Income Statement
Basic/Primary EPS Incl. Extra. Items,,,-0.15,-0.04,-0.09,-0.07,Income Statement
Diluted Weighted Average Shares,,,140741.0,140952.0,141534.0,142108.0,Income Statement
Diluted EPS Excl. Extra. Items,,,-0.15,-0.04,-0.09,-0.07,Income Statement
Diluted EPS Incl. Extra. Items,,,-0.15,-0.04,-0.09,-0.07,Income Statement
Div/Share-ComStockPrimIssue,,,,0.0,0.0,0.0,Income Statement
Gross Divid - Common Stock,,,0.0,0.0,0.0,0.0,Income Statement
Pro Forma Net Income,,,,,,,Income Statement
"Interest Expense, Suppl",,,6182.0,4553.0,4611.0,7173.0,Income Statement
"Depreciat/Amort, Suppl",,,985.0,1004.0,1053.0,1088.0,Income Statement
Total Special Items,,,26252.0,2762.0,4865.0,8109.0,Income Statement
Normalzd Income Before Tax,,,-8099.0,-5136.0,-9764.0,-5002.0,Income Statement
Efct/SpecItemsIncTxs (STEC),,,9188.0,967.0,1703.0,2838.0,Income Statement
IncTxsExcl ImpctofSpec Itms,,,-4509.0,-1386.0,-7.0,-218.0,Income Statement
Normalized Income After Tax,,,-3590.0,-3750.0,-9757.0,-4784.0,Income Statement
Normalzd Inc Avail to Common,,,-3590.0,-3750.0,-9757.0,-4784.0,Income Statement
Basic Normalized EPS,,,-0.03,-0.03,-0.07,-0.03,Income Statement
Diluted Normalized EPS,,,-0.03,-0.03,-0.07,-0.03,Income Statement
Date,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Cash Flow
Net Income,,,-88679.0,-5545.0,-18464.0,-28519.0,Cash Flow
Depreciation/Depletion,,,3713.0,1004.0,2057.0,3145.0,Cash Flow
Amortization,,,134003.0,33741.0,67934.0,102195.0,Cash Flow
Deferred Taxes,,,-36485.0,-3411.0,-5422.0,-10064.0,Cash Flow
Unusual Items,,,23642.0,0.0,,0.0,Cash Flow
Other Non-Cash Items,,,22192.0,7747.0,19157.0,30468.0,Cash Flow
Non-Cash Items,,,45834.0,7747.0,19157.0,30468.0,Cash Flow
"Cash Taxes Pd, Supplemental",,,646.0,69.0,2775.0,3034.0,Cash Flow
"Cash Interest Pd, Suppl",,,48058.0,1424.0,5766.0,9950.0,Cash Flow
Accounts Receivable,,,-4314.0,14779.0,-115316.0,-20357.0,Cash Flow
Prepaid Expenses,,,2094.0,-34733.0,-21176.0,-10941.0,Cash Flow
Other Assets,,,371.0,1501.0,2606.0,2305.0,Cash Flow
Accrued Expenses,,,-6363.0,-1468.0,-3487.0,-5343.0,Cash Flow
Payable/Accrued,,,8038.0,-11746.0,-9131.0,-2395.0,Cash Flow
Changes in Working Capital,,,46757.0,-99481.0,-122802.0,24249.0,Cash Flow
Total Cash from Operations,,,105143.0,-65945.0,-57540.0,121474.0,Cash Flow
Capital Expenditures,,,-4259.0,-1333.0,-3415.0,-4979.0,Cash Flow
Acquisition of Business,,,-26584.0,,-19484.0,-19484.0,Cash Flow
Sale of Business,,,46018.0,0.0,0.0,0.0,Cash Flow
Sale of Fixed Assets,,,53.0,22.0,36.0,41.0,Cash Flow
Sale/Maturity of Investment,,,0.0,,,,Cash Flow
Purchase of Investments,,,0.0,,,,Cash Flow
"OtherInvestCashFlowItms,Tot",,,19487.0,22.0,-19448.0,-19443.0,Cash Flow
Total Cash from Investing,,,15228.0,-1311.0,-22863.0,-24422.0,Cash Flow
Financing Cash Flow Items,,,-937.0,0.0,,,Cash Flow
Total Cash Dividends Paid,,,-930.0,,0.0,0.0,Cash Flow
Sale/Issuance of Common,,,259254.0,4076.0,4076.0,7327.0,Cash Flow
Repurch/Retirement Common,,,-1568.0,-1263.0,-1688.0,-3333.0,Cash Flow
"Iss (Retirmnt) of Stock,Net",,,257686.0,2813.0,2388.0,3994.0,Cash Flow
Long Term Debt Issued,,,493090.0,,,,Cash Flow
Long Term Debt Reduction,,,-851080.0,0.0,-1250.0,-2500.0,Cash Flow
"Iss (Retirmnt) of Debt, Net",,,-357990.0,0.0,-1250.0,-2500.0,Cash Flow
Total Cash From Financing,,,-102171.0,2813.0,1138.0,1494.0,Cash Flow
Foreign Exchange Effects,,,,590.0,-2291.0,-4256.0,Cash Flow
Net Change in Cash,,,18200.0,-63853.0,-81556.0,94290.0,Cash Flow
NetCash-BeginBal/RsvdforFutUse,,,150953.0,169152.0,169152.0,169152.0,Cash Flow
NetCash-EndBal/RsrvforFutUse,,,169153.0,105299.0,87596.0,263442.0,Cash Flow
"Depreciation, Supplemental",,,3713.0,1004.0,2057.0,3145.0,Cash Flow
Free Cash Flow,,,100884.0,-67278.0,-60955.0,116495.0,
FCF Growth,,,,-1.6668847389080528,-0.09398317429174474,-2.911163973423017,
