,2020,2021,2022,Q4 2021,Q1 2022,Q2 2022,Q3 2022,Report
Date,,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Cash Flow
Net Income,,,,-8475.0,-9848.0,-22870.0,-44096.0,Cash Flow
Depreciation/Depletion,,,,369.0,98.0,197.0,295.0,Cash Flow
Amortization,,,,2984.0,683.0,2360.0,4064.0,Cash Flow
Deferred Taxes,,,,919.0,1110.0,1630.0,1054.0,Cash Flow
Unusual Items,,,,0.0,,-2845.0,-6591.0,Cash Flow
Other Non-Cash Items,,,,48543.0,13441.0,29675.0,53290.0,Cash Flow
Non-Cash Items,,,,48543.0,13441.0,26830.0,46699.0,Cash Flow
"Cash Taxes Pd, Supplemental",,,,,-1365.0,-2152.0,2144.0,Cash Flow
"Cash Interest Pd, Suppl",,,,5600.0,2834.0,2865.0,4628.0,Cash Flow
Accounts Receivable,,,,20058.0,15019.0,38691.0,42840.0,Cash Flow
Prepaid Expenses,,,,-2703.0,2613.0,4057.0,5451.0,Cash Flow
Other Assets,,,,500.0,47.0,198.0,322.0,Cash Flow
Accounts Payable,,,,-36476.0,-10261.0,-28354.0,-19452.0,Cash Flow
Accrued Expenses,,,,2902.0,-4813.0,-2845.0,-2439.0,Cash Flow
Changes in Working Capital,,,,-15719.0,2605.0,11747.0,26722.0,Cash Flow
Total Cash from Operations,,,,28621.0,8089.0,19894.0,34738.0,Cash Flow
Purchase of Fixed Assets,,,,-650.0,-40.0,-79.0,-93.0,Cash Flow
Purchase/Acq of Intangibles,,,,0.0,,,,Cash Flow
Capital Expenditures,,,,-650.0,-40.0,-79.0,-93.0,Cash Flow
Acquisition of Business,,,,,,-49677.0,-49677.0,Cash Flow
Purchase of Investments,,,,0.0,,,,Cash Flow
"OtherInvestCashFlowItms,Tot",,,,0.0,,-49677.0,-49677.0,Cash Flow
Total Cash from Investing,,,,-650.0,-40.0,-49756.0,-49770.0,Cash Flow
Financing Cash Flow Items,,,,-4586.0,-950.0,-2376.0,-3191.0,Cash Flow
Sale/Issuance of Common,,,,0.0,,,,Cash Flow
Repurch/Retirement Common,,,,,,-3382.0,-5008.0,Cash Flow
"Iss (Retirmnt) of Stock,Net",,,,0.0,,-3382.0,-5008.0,Cash Flow
Long Term Debt Issued,,,,190000.0,,,0.0,Cash Flow
Long Term Debt Reduction,,,,-186375.0,-2375.0,-4750.0,-7125.0,Cash Flow
"Long Term Debt, Net",,,,3625.0,-2375.0,-4750.0,-7125.0,Cash Flow
Total Debt Issued,,,,0.0,,25000.0,25000.0,Cash Flow
Total Debt Reduction,,,,0.0,,,-15000.0,Cash Flow
"Iss (Retirmnt) of Debt, Net",,,,3625.0,-2375.0,20250.0,2875.0,Cash Flow
Total Cash From Financing,,,,-961.0,-3325.0,14492.0,-5324.0,Cash Flow
Net Change in Cash,,,,27010.0,4724.0,-15370.0,-20356.0,Cash Flow
NetCash-BeginBal/RsvdforFutUse,,,,23554.0,50564.0,50564.0,50564.0,Cash Flow
NetCash-EndBal/RsrvforFutUse,,,,50564.0,55288.0,35194.0,30208.0,Cash Flow
"Depreciation, Supplemental",,,,369.0,98.0,197.0,295.0,Cash Flow
Free Cash Flow,,,,27971.0,8049.0,19815.0,34645.0,
FCF Growth,,,,,-0.7122376747345465,1.4617964964591876,0.7484229119354024,
