,2020,2021,2022,Q4 2021,Q1 2022,Q2 2022,Q3 2022,Report
Total Long Term Debt,,,,70470.0,109141.0,169800.0,170819.0,Balance Sheet
Total Debt,,,,70470.0,109141.0,169800.0,170819.0,Balance Sheet
"Other Liabilities, Total",,,,5143.0,4587.0,4131.0,3657.0,Balance Sheet
Total Liabilities,,,,98067.0,133833.0,198132.0,199902.0,Balance Sheet
Redeemable Preferred Stock,,,,,,,0.0,Balance Sheet
Common Stock,,,,4.0,4.0,4.0,4.0,Balance Sheet
Additional Paid-In Capital,,,,279526.0,285747.0,291207.0,296404.0,Balance Sheet
Ret. Earn.(Accum. Deficit),,,,-227147.0,-258401.0,-296133.0,-331458.0,Balance Sheet
Total Equity,,,,52383.0,27350.0,-4922.0,-35050.0,Balance Sheet
Total Liabilities & Shareholders’ Equity,,,,150450.0,161183.0,193210.0,164852.0,Balance Sheet
Ttl Comm. Shares Outs.,,,,38991.0,39026.0,39042.0,39087.0,Balance Sheet
Trsy. Shrs-Comm. Primary Iss.,,,,0.0,0.0,0.0,0.0,Balance Sheet
Date,,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Income Statement
Total Revenue,,,,2856.0,929.0,711.0,278.0,Income Statement
Selling/Gen/Admin Expense,,,,2613.0,3573.0,3587.0,4143.0,Income Statement
Labor & Related Expense,,,,1032.0,1429.0,1756.0,1146.0,Income Statement
"Sell/Gen/AdminExpenses,Tot",,,,3645.0,5002.0,5343.0,5289.0,Income Statement
Research & Development,,,,18615.0,24637.0,29658.0,24683.0,Income Statement
Depreciation/Amortization,,,,,307.0,307.0,309.0,Income Statement
Total Operating Expense,,,,22260.0,29946.0,35308.0,30281.0,Income Statement
Total Operating Income,,,,-19404.0,-29017.0,-34597.0,-30003.0,Income Statement
"Inter Expse,Net Non-Operat",,,,-1779.0,-2274.0,-3148.0,-5340.0,Income Statement
"Inter/Invest Inc, Non-Oper",,,,0.0,,,,Income Statement
OtherNon-OperatInc (Expnse),,,,-6.0,37.0,17.0,18.0,Income Statement
"Other, Net",,,,-6.0,37.0,17.0,18.0,Income Statement
Income Before Tax,,,,-21189.0,-31254.0,-37728.0,-35325.0,Income Statement
Income Tax - Total,,,,2.0,0.0,4.0,0.0,Income Statement
Income After Tax,,,,-21191.0,-31254.0,-37732.0,-35325.0,Income Statement
Equity In Affiliates,,,,0.0,,,,Income Statement
Net Inc Before Extra Items,,,,-21191.0,-31254.0,-37732.0,-35325.0,Income Statement
Total Net Income,,,,-21191.0,-31254.0,-37732.0,-35325.0,Income Statement
Total Adjust to Net Income,,,,2.0,,,,Income Statement
Income Available to Common Excl. Extra. Items,,,,-21189.0,-31254.0,-37732.0,-35325.0,Income Statement
Income Available to Common Incl. Extra. Items,,,,-21189.0,-31254.0,-37732.0,-35325.0,Income Statement
Basic/Primary Weighted Average Shares,,,,38586.0,39017.0,39040.0,39071.0,Income Statement
Basic/Primary EPS Excl. Extra. Items,,,,-0.55,-0.8,-0.97,-0.9,Income Statement
Basic/Primary EPS Incl. Extra. Items,,,,-0.55,-0.8,-0.97,-0.9,Income Statement
Diluted Weighted Average Shares,,,,38586.0,39017.0,39040.0,39071.0,Income Statement
Diluted EPS Excl. Extra. Items,,,,-0.55,-0.8,-0.97,-0.9,Income Statement
Diluted EPS Incl. Extra. Items,,,,-0.55,-0.8,-0.97,-0.9,Income Statement
Div/Share-ComStockPrimIssue,,,,,0.0,0.0,0.0,Income Statement
Gross Divid - Common Stock,,,,,0.0,0.0,0.0,Income Statement
Pro Forma Net Income,,,,,,,,Income Statement
"Interest Expense, Suppl",,,,1779.0,2274.0,3148.0,5340.0,Income Statement
"Depreciat/Amort, Suppl",,,,307.0,307.0,307.0,309.0,Income Statement
Normalzd Income Before Tax,,,,-21189.0,-31254.0,-37728.0,-35325.0,Income Statement
IncTxsExcl ImpctofSpec Itms,,,,2.0,0.0,4.0,0.0,Income Statement
Normalized Income After Tax,,,,-21191.0,-31254.0,-37732.0,-35325.0,Income Statement
Normalzd Inc Avail to Common,,,,-21189.0,-31254.0,-37732.0,-35325.0,Income Statement
Basic Normalized EPS,,,,-0.55,-0.8,-0.97,-0.9,Income Statement
Diluted Normalized EPS,,,,-0.55,-0.8,-0.97,-0.9,Income Statement
Date,,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Cash Flow
Net Income,,,,-81768.0,-31254.0,-68986.0,-104311.0,Cash Flow
Depreciation/Depletion,,,,1195.0,307.0,614.0,923.0,Cash Flow
Unusual Items,,,,-9.0,,6.0,18.0,Cash Flow
Equity in Net Earnings/Loss,,,,0.0,,,,Cash Flow
Other Non-Cash Items,,,,17775.0,6010.0,12368.0,18488.0,Cash Flow
Non-Cash Items,,,,17766.0,6010.0,12374.0,18506.0,Cash Flow
"Cash Taxes Pd, Supplemental",,,,2.0,0.0,4.0,4.0,Cash Flow
"Cash Interest Pd, Suppl",,,,3889.0,1502.0,3975.0,7834.0,Cash Flow
Accounts Receivable,,,,-139.0,445.0,594.0,563.0,Cash Flow
Prepaid Expenses,,,,-4040.0,481.0,2029.0,-383.0,Cash Flow
Other Assets,,,,-1602.0,,-1317.0,-1317.0,Cash Flow
Accounts Payable,,,,-4642.0,-1257.0,216.0,-724.0,Cash Flow
Accrued Expenses,,,,-5239.0,-757.0,2040.0,3746.0,Cash Flow
Changes in Working Capital,,,,-17516.0,-2004.0,2135.0,181.0,Cash Flow
Total Cash from Operations,,,,-80323.0,-26941.0,-53863.0,-84701.0,Cash Flow
Capital Expenditures,,,,-864.0,-117.0,-439.0,-419.0,Cash Flow
"OtherInvestCashFlowItms,Tot",,,,55.0,,0.0,0.0,Cash Flow
Total Cash from Investing,,,,-809.0,-117.0,-439.0,-419.0,Cash Flow
Financing Cash Flow Items,,,,-382.0,-50.0,-50.0,-50.0,Cash Flow
"Common Stock, Net",,,,40203.0,,,,Cash Flow
Options Exercised,,,,3956.0,401.0,565.0,1071.0,Cash Flow
"Iss (Retirmnt) of Stock,Net",,,,44159.0,401.0,565.0,1071.0,Cash Flow
"Short Term Debt, Net",,,,0.0,,,,Cash Flow
Long Term Debt Issued,,,,39992.0,38873.0,98871.0,98871.0,Cash Flow
Long Term Debt Reduction,,,,0.0,,,,Cash Flow
"Long Term Debt, Net",,,,39992.0,38873.0,98871.0,98871.0,Cash Flow
"Iss (Retirmnt) of Debt, Net",,,,39992.0,38873.0,98871.0,98871.0,Cash Flow
Total Cash From Financing,,,,83769.0,39224.0,99386.0,99892.0,Cash Flow
Net Change in Cash,,,,2637.0,12166.0,45084.0,14772.0,Cash Flow
NetCash-BeginBal/RsvdforFutUse,,,,128664.0,131301.0,131301.0,131301.0,Cash Flow
NetCash-EndBal/RsrvforFutUse,,,,131301.0,143467.0,176385.0,146073.0,Cash Flow
"Depreciation, Supplemental",,,,1195.0,307.0,614.0,923.0,Cash Flow
Free Cash Flow,,,,-81187.0,-27058.0,-54302.0,-85120.0,
FCF Growth,,,,,-0.6667200413859362,1.0068741222558946,0.5675297410776767,
