,2018,2019,2020,2021,2022,Q4 2021,Q1 2022,Q2 2022,Q3 2022,Report
Capital Lease Obligations,,,,,,,11.0,15.0,14.0,Balance Sheet
Total Long Term Debt,,,,,,665.0,666.0,699.0,697.0,Balance Sheet
Total Debt,,,,,,680.0,681.0,713.0,711.0,Balance Sheet
Deferred Income Tax,,,,,,134.0,138.0,148.0,154.0,Balance Sheet
"Other Liabilities, Total",,,,,,72.0,72.0,77.0,75.0,Balance Sheet
Total Liabilities,,,,,,1235.0,1279.0,1341.0,1349.0,Balance Sheet
Common Stock,,,,,,1.0,1.0,1.0,1.0,Balance Sheet
Additional Paid-In Capital,,,,,,1693.0,1697.0,1703.0,1709.0,Balance Sheet
Ret. Earn.(Accum. Deficit),,,,,,280.0,297.0,334.0,363.0,Balance Sheet
Treasury Stock - Common,,,,,,0.0,0.0,-25.0,-25.0,Balance Sheet
Cum. Trans. Adjustment,,,,,,-16.0,-16.0,-16.0,-17.0,Balance Sheet
Other Comprehensive Income,,,,,,-3.0,-1.0,0.0,1.0,Balance Sheet
"Other Equity, Total",,,,,,-19.0,-17.0,-16.0,-16.0,Balance Sheet
Total Equity,,,,,,1953.0,1978.0,1996.0,2031.0,Balance Sheet
Total Liabilities & Shareholders’ Equity,,,,,,3188.0,3257.0,3337.0,3381.0,Balance Sheet
Ttl Comm. Shares Outs.,,,,,,48.0,48.0,48.0,49.0,Balance Sheet
Trsy. Shrs-Comm. Primary Iss.,,,,,,0.0,0.0,1.0,0.0,Balance Sheet
Date,,,,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Income Statement
Total Revenue,,,,,,522.0,536.0,603.0,604.0,Income Statement
"Cost of Revenue, Total",,,,,,433.0,439.0,479.0,487.0,Income Statement
"Sell/Gen/AdminExpenses,Tot",,,,,,71.0,63.0,66.0,68.0,Income Statement
Unusual Expense (Income),,,,,,3.0,,,,Income Statement
Total Operating Expense,,,,,,506.0,501.0,546.0,555.0,Income Statement
Total Operating Income,,,,,,16.0,35.0,57.0,49.0,Income Statement
"Inter Expse,Net Non-Operat",,,,,,-7.0,-7.0,-8.0,-9.0,Income Statement
"Inter Income, Non-Operating",,,,,,,0.0,0.0,0.0,Income Statement
"Invest Income, Non-Operat",,,,,,0.0,-1.0,-1.0,0.0,Income Statement
"Inter/Invest Inc, Non-Oper",,,,,,0.0,-1.0,-1.0,0.0,Income Statement
"Inter Inc(Exp),Net Non-Oper",,,,,,0.0,,,,Income Statement
"Other, Net",,,,,,0.0,0.0,0.0,0.0,Income Statement
Income Before Tax,,,,,,8.0,27.0,49.0,41.0,Income Statement
Income Tax - Total,,,,,,-1.0,6.0,10.0,9.0,Income Statement
Income After Tax,,,,,,9.0,20.0,39.0,32.0,Income Statement
Net Inc Before Extra Items,,,,,,9.0,20.0,39.0,32.0,Income Statement
Total Net Income,,,,,,9.0,20.0,39.0,32.0,Income Statement
Total Adjust to Net Income,,,,,,0.0,,,,Income Statement
Income Available to Common Excl. Extra. Items,,,,,,9.0,20.0,39.0,32.0,Income Statement
Income Available to Common Incl. Extra. Items,,,,,,9.0,20.0,39.0,32.0,Income Statement
Basic/Primary Weighted Average Shares,,,,,,48.0,48.0,48.0,48.0,Income Statement
Basic/Primary EPS Excl. Extra. Items,,,,,,0.18,0.42,0.81,0.66,Income Statement
Basic/Primary EPS Incl. Extra. Items,,,,,,0.18,0.42,0.81,0.66,Income Statement
Diluted Weighted Average Shares,,,,,,49.0,49.0,49.0,49.0,Income Statement
Diluted EPS Excl. Extra. Items,,,,,,0.18,0.41,0.8,0.66,Income Statement
Diluted EPS Incl. Extra. Items,,,,,,0.18,0.41,0.8,0.66,Income Statement
Div/Share-ComStockPrimIssue,,,,,,0.05,0.05,0.05,0.05,Income Statement
Gross Divid - Common Stock,,,,,,2.0,2.0,3.0,2.0,Income Statement
Pro Forma Net Income,,,,,,,,,,Income Statement
"Interest Expense, Suppl",,,,,,7.0,7.0,8.0,9.0,Income Statement
"Depreciat/Amort, Suppl",,,,,,37.0,38.0,40.0,40.0,Income Statement
Total Special Items,,,,,,3.0,1.0,3.0,2.0,Income Statement
Normalzd Income Before Tax,,,,,,11.0,28.0,52.0,42.0,Income Statement
Efct/SpecItemsIncTxs (STEC),,,,,,1.0,0.0,1.0,0.0,Income Statement
IncTxsExcl ImpctofSpec Itms,,,,,,0.0,7.0,11.0,9.0,Income Statement
Normalized Income After Tax,,,,,,11.0,21.0,41.0,33.0,Income Statement
Normalzd Inc Avail to Common,,,,,,11.0,21.0,41.0,33.0,Income Statement
Basic Normalized EPS,,,,,,0.22,0.43,0.85,0.69,Income Statement
Diluted Normalized EPS,,,,,,0.22,0.43,0.84,0.69,Income Statement
Date,,,,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Cash Flow
Net Income,,,,,,70.0,20.0,59.0,91.0,Cash Flow
Depreciation/Depletion,,,,,,144.0,38.0,77.0,117.0,Cash Flow
Deferred Taxes,,,,,,12.0,5.0,12.0,20.0,Cash Flow
Unusual Items,,,,,,-7.0,-1.0,-5.0,-7.0,Cash Flow
Other Non-Cash Items,,,,,,-2.0,1.0,-2.0,-5.0,Cash Flow
Non-Cash Items,,,,,,-9.0,-1.0,-7.0,-11.0,Cash Flow
Accounts Receivable,,,,,,-26.0,-69.0,-75.0,-52.0,Cash Flow
Inventories,,,,,,-25.0,-18.0,-17.0,-39.0,Cash Flow
Other Assets,,,,,,-13.0,3.0,8.0,-3.0,Cash Flow
Accounts Payable,,,,,,9.0,46.0,51.0,55.0,Cash Flow
Accrued Expenses,,,,,,5.0,1.0,4.0,5.0,Cash Flow
Changes in Working Capital,,,,,,-50.0,-38.0,-30.0,-34.0,Cash Flow
Total Cash from Operations,,,,,,167.0,25.0,111.0,183.0,Cash Flow
Capital Expenditures,,,,,,-85.0,-26.0,-53.0,-86.0,Cash Flow
Acquisition of Business,,,,,,-523.0,,-75.0,-75.0,Cash Flow
Sale of Business,,,,,,18.0,,,,Cash Flow
Sale of Fixed Assets,,,,,,20.0,21.0,29.0,32.0,Cash Flow
"OtherInvestCashFlowItms,Tot",,,,,,-485.0,21.0,-46.0,-44.0,Cash Flow
Total Cash from Investing,,,,,,-570.0,-5.0,-99.0,-130.0,Cash Flow
Financing Cash Flow Items,,,,,,-7.0,,0.0,0.0,Cash Flow
Total Cash Dividends Paid,,,,,,-10.0,-2.0,-5.0,-7.0,Cash Flow
"Iss (Retirmnt) of Stock,Net",,,,,,-20.0,0.0,-25.0,-25.0,Cash Flow
Long Term Debt Issued,,,,,,500.0,,80.0,80.0,Cash Flow
Long Term Debt Reduction,,,,,,-83.0,-1.0,-56.0,-60.0,Cash Flow
"Iss (Retirmnt) of Debt, Net",,,,,,417.0,-1.0,24.0,20.0,Cash Flow
Total Cash From Financing,,,,,,381.0,-4.0,-6.0,-12.0,Cash Flow
Net Change in Cash,,,,,,-23.0,16.0,7.0,41.0,Cash Flow
NetCash-BeginBal/RsvdforFutUse,,,,,,96.0,73.0,73.0,73.0,Cash Flow
NetCash-EndBal/RsrvforFutUse,,,,,,73.0,89.0,79.0,114.0,Cash Flow
"Depreciation, Supplemental",,,,,,144.0,38.0,77.0,117.0,Cash Flow
Free Cash Flow,,,,,,82.0,-1.0,58.0,97.0,
FCF Growth,,,,,,,-1.0121951219512195,-59.0,0.6724137931034482,
