,2018,2019,2020,2021,2022,Q4 2021,Q1 2022,Q2 2022,Q3 2022,Report
Labor & Related Expense,,,,,,2252.0,2564.0,3450.0,3574.0,Income Statement
"Sell/Gen/AdminExpenses,Tot",,,,,,7362.0,8706.0,10489.0,11925.0,Income Statement
Research & Development,,,,,,24604.0,28252.0,32995.0,31987.0,Income Statement
Total Operating Expense,,,,,,31966.0,36958.0,43484.0,43912.0,Income Statement
Total Operating Income,,,,,,-30888.0,-33827.0,-43045.0,-43454.0,Income Statement
"Inter Income, Non-Operating",,,,,,80.0,193.0,720.0,1500.0,Income Statement
"Invest Income, Non-Operat",,,,,,-7.0,17.0,-49.0,-37.0,Income Statement
"Inter/Invest Inc, Non-Oper",,,,,,73.0,210.0,671.0,1463.0,Income Statement
OtherNon-OperatInc (Expnse),,,,,,21.0,,-1.0,66.0,Income Statement
"Other, Net",,,,,,21.0,,-1.0,66.0,Income Statement
Income Before Tax,,,,,,-30794.0,-33617.0,-42375.0,-41925.0,Income Statement
Income After Tax,,,,,,-30794.0,-33617.0,-42375.0,-41925.0,Income Statement
Equity In Affiliates,,,,,,,-1010.0,0.0,0.0,Income Statement
Net Inc Before Extra Items,,,,,,-30794.0,-34627.0,-42375.0,-41925.0,Income Statement
Total Net Income,,,,,,-30794.0,-34627.0,-42375.0,-41925.0,Income Statement
Income Available to Common Excl. Extra. Items,,,,,,-30794.0,-34627.0,-42375.0,-41925.0,Income Statement
Income Available to Common Incl. Extra. Items,,,,,,-30794.0,-34627.0,-42375.0,-41925.0,Income Statement
Basic/Primary Weighted Average Shares,,,,,,45303.0,47712.0,52522.0,53768.0,Income Statement
Basic/Primary EPS Excl. Extra. Items,,,,,,-0.68,-0.73,-0.81,-0.78,Income Statement
Basic/Primary EPS Incl. Extra. Items,,,,,,-0.68,-0.73,-0.81,-0.78,Income Statement
Diluted Weighted Average Shares,,,,,,45303.0,47712.0,52522.0,53768.0,Income Statement
Diluted EPS Excl. Extra. Items,,,,,,-0.68,-0.73,-0.81,-0.78,Income Statement
Diluted EPS Incl. Extra. Items,,,,,,-0.68,-0.73,-0.81,-0.78,Income Statement
Div/Share-ComStockPrimIssue,,,,,,,0.0,0.0,0.0,Income Statement
Gross Divid - Common Stock,,,,,,0.0,0.0,0.0,0.0,Income Statement
Pro Forma Net Income,,,,,,,,,,Income Statement
"Depreciat/Amort, Suppl",,,,,,235.0,240.0,215.0,248.0,Income Statement
Normalzd Income Before Tax,,,,,,-30794.0,-33617.0,-42375.0,-41925.0,Income Statement
Normalized Income After Tax,,,,,,-30794.0,-33617.0,-42375.0,-41925.0,Income Statement
Normalzd Inc Avail to Common,,,,,,-30794.0,-34627.0,-42375.0,-41925.0,Income Statement
Basic Normalized EPS,,,,,,-0.68,-0.73,-0.81,-0.78,Income Statement
Diluted Normalized EPS,,,,,,-0.68,-0.73,-0.81,-0.78,Income Statement
Date,,,,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Cash Flow
Net Income,,,,,,-107641.0,-34627.0,-77002.0,-118927.0,Cash Flow
Depreciation/Depletion,,,,,,922.0,240.0,455.0,703.0,Cash Flow
Unusual Items,,,,,,,,-31.0,-31.0,Cash Flow
Equity in Net Earnings/Loss,,,,,,,1010.0,1010.0,1010.0,Cash Flow
Other Non-Cash Items,,,,,,17035.0,6172.0,13598.0,21003.0,Cash Flow
Non-Cash Items,,,,,,17035.0,7182.0,14577.0,21982.0,Cash Flow
Prepaid Expenses,,,,,,-4361.0,2489.0,3234.0,1052.0,Cash Flow
Accrued Expenses,,,,,,-836.0,-226.0,-455.0,-691.0,Cash Flow
Payable/Accrued,,,,,,6293.0,1530.0,8241.0,6911.0,Cash Flow
Changes in Working Capital,,,,,,1096.0,13662.0,20451.0,16244.0,Cash Flow
Total Cash from Operations,,,,,,-88588.0,-13543.0,-41519.0,-79998.0,Cash Flow
Capital Expenditures,,,,,,-436.0,-87.0,-700.0,-1382.0,Cash Flow
Sale/Maturity of Investment,,,,,,69357.0,11720.0,30617.0,86805.0,Cash Flow
Purchase of Investments,,,,,,-125404.0,-55017.0,-247572.0,-296256.0,Cash Flow
"OtherInvestCashFlowItms,Tot",,,,,,-56047.0,-43297.0,-216955.0,-209451.0,Cash Flow
Total Cash from Investing,,,,,,-56483.0,-43384.0,-217655.0,-210833.0,Cash Flow
Sale/Issuance of Common,,,,,,249542.0,,,,Cash Flow
Repurch/Retirement Common,,,,,,0.0,,,,Cash Flow
"Common Stock, Net",,,,,,249542.0,,117255.0,117242.0,Cash Flow
Options Exercised,,,,,,3137.0,1780.0,3517.0,4606.0,Cash Flow
Total Cash From Financing,,,,,,252679.0,1780.0,120772.0,121848.0,Cash Flow
Net Change in Cash,,,,,,107608.0,-55147.0,-138402.0,-168983.0,Cash Flow
NetCash-BeginBal/RsvdforFutUse,,,,,,93587.0,201195.0,201195.0,201195.0,Cash Flow
NetCash-EndBal/RsrvforFutUse,,,,,,201195.0,146048.0,62793.0,32212.0,Cash Flow
"Depreciation, Supplemental",,,,,,922.0,240.0,455.0,703.0,Cash Flow
Free Cash Flow,,,,,,-89024.0,-13630.0,-42219.0,-81380.0,
FCF Growth,,,,,,,-0.8468952192667146,2.097505502567865,0.9275681565172078,
